year,itl22cd,nc_year,projected_proportion_continuing
2029,TLJ2,year_group_3,0.991432776284613
2030,TLJ2,year_group_3,0.991432776284613
2031,TLJ2,year_group_3,0.991432776284613
2032,TLJ2,year_group_3,0.991432776284613
2023,TLJ3,year_group_3,1.0059124758239
2024,TLJ3,year_group_3,1.0059124758239
2025,TLJ3,year_group_3,1.0059124758239
2026,TLJ3,year_group_3,1.0059124758239
2027,TLJ3,year_group_3,1.0059124758239
2028,TLJ3,year_group_3,1.0059124758239
2029,TLJ3,year_group_3,1.0059124758239
2030,TLJ3,year_group_3,1.0059124758239
2031,TLJ3,year_group_3,1.0059124758239
2032,TLJ3,year_group_3,1.0059124758239
2023,TLJ4,year_group_3,1.01797692445955
2024,TLJ4,year_group_3,1.01797692445955
2025,TLJ4,year_group_3,1.01797692445955
2026,TLJ4,year_group_3,1.01797692445955
2027,TLJ4,year_group_3,1.01797692445955
2028,TLJ4,year_group_3,1.01797692445955
2029,TLJ4,year_group_3,1.01797692445955
2030,TLJ4,year_group_3,1.01797692445955
2031,TLJ4,year_group_3,1.01797692445955
2032,TLJ4,year_group_3,1.01797692445955
2023,TLK1,year_group_3,0.996899103102564
2024,TLK1,year_group_3,0.996899103102564
2025,TLK1,year_group_3,0.996899103102564
2026,TLK1,year_group_3,0.996899103102564
2027,TLK1,year_group_3,0.996899103102564
2028,TLK1,year_group_3,0.996899103102564
2029,TLK1,year_group_3,0.996899103102564
2030,TLK1,year_group_3,0.996899103102564
2031,TLK1,year_group_3,0.996899103102564
2032,TLK1,year_group_3,0.996899103102564
2023,TLK2,year_group_3,1.00219236252857
2024,TLK2,year_group_3,1.00219236252857
2025,TLK2,year_group_3,1.00219236252857
2026,TLK2,year_group_3,1.00219236252857
2027,TLK2,year_group_3,1.00219236252857
2028,TLK2,year_group_3,1.00219236252857
2029,TLK2,year_group_3,1.00219236252857
2030,TLK2,year_group_3,1.00219236252857
2031,TLK2,year_group_3,1.00219236252857
2032,TLK2,year_group_3,1.00219236252857
2023,TLK3,year_group_3,1.01036846228618
2024,TLK3,year_group_3,1.01036846228618
2025,TLK3,year_group_3,1.01036846228618
2026,TLK3,year_group_3,1.01036846228618
2027,TLK3,year_group_3,1.01036846228618
2028,TLK3,year_group_3,1.01036846228618
2029,TLK3,year_group_3,1.01036846228618
2030,TLK3,year_group_3,1.01036846228618
2031,TLK3,year_group_3,1.01036846228618
2032,TLK3,year_group_3,1.01036846228618
2023,TLK4,year_group_3,1.00468133587511
2024,TLK4,year_group_3,1.00468133587511
2025,TLK4,year_group_3,1.00468133587511
2026,TLK4,year_group_3,1.00468133587511
2027,TLK4,year_group_3,1.00468133587511
2028,TLK4,year_group_3,1.00468133587511
2029,TLK4,year_group_3,1.00468133587511
2030,TLK4,year_group_3,1.00468133587511
2031,TLK4,year_group_3,1.00468133587511
2032,TLK4,year_group_3,1.00468133587511
2023,TLC1,year_group_4,1.00178887525659
2024,TLC1,year_group_4,1.00178887525659
2025,TLC1,year_group_4,1.00178887525659
2026,TLC1,year_group_4,1.00178887525659
2027,TLC1,year_group_4,1.00178887525659
2028,TLC1,year_group_4,1.00178887525659
2029,TLC1,year_group_4,1.00178887525659
2030,TLC1,year_group_4,1.00178887525659
2031,TLC1,year_group_4,1.00178887525659
2032,TLC1,year_group_4,1.00178887525659
2023,TLC2,year_group_4,1.01185894087944
2024,TLC2,year_group_4,1.01185894087944
2025,TLC2,year_group_4,1.01185894087944
2026,TLC2,year_group_4,1.01185894087944
2027,TLC2,year_group_4,1.01185894087944
2028,TLC2,year_group_4,1.01185894087944
2029,TLC2,year_group_4,1.01185894087944
2030,TLC2,year_group_4,1.01185894087944
2031,TLC2,year_group_4,1.01185894087944
2032,TLC2,year_group_4,1.01185894087944
2023,TLD1,year_group_4,1.00582257613262
2024,TLD1,year_group_4,1.00582257613262
2025,TLD1,year_group_4,1.00582257613262
2026,TLD1,year_group_4,1.00582257613262
2027,TLD1,year_group_4,1.00582257613262
2028,TLD1,year_group_4,1.00582257613262
2029,TLD1,year_group_4,1.00582257613262
2030,TLD1,year_group_4,1.00582257613262
2031,TLD1,year_group_4,1.00582257613262
2032,TLD1,year_group_4,1.00582257613262
2023,TLD3,year_group_4,1.00430255093327
2024,TLD3,year_group_4,1.00430255093327
2025,TLD3,year_group_4,1.00430255093327
2026,TLD3,year_group_4,1.00430255093327
2027,TLD3,year_group_4,1.00430255093327
2028,TLD3,year_group_4,1.00430255093327
2029,TLD3,year_group_4,1.00430255093327
2030,TLD3,year_group_4,1.00430255093327
2031,TLD3,year_group_4,1.00430255093327
2032,TLD3,year_group_4,1.00430255093327
2023,TLD4,year_group_4,1.00791000484352
2024,TLD4,year_group_4,1.00791000484352
2025,TLD4,year_group_4,1.00791000484352
2026,TLD4,year_group_4,1.00791000484352
2027,TLD4,year_group_4,1.00791000484352
2028,TLD4,year_group_4,1.00791000484352
2029,TLD4,year_group_4,1.00791000484352
2030,TLD4,year_group_4,1.00791000484352
2031,TLD4,year_group_4,1.00791000484352
2032,TLD4,year_group_4,1.00791000484352
2023,TLD6,year_group_4,1.02228335620535
2024,TLD6,year_group_4,1.02228335620535
2025,TLD6,year_group_4,1.02228335620535
2026,TLD6,year_group_4,1.02228335620535
2027,TLD6,year_group_4,1.02228335620535
2028,TLD6,year_group_4,1.02228335620535
2029,TLD6,year_group_4,1.02228335620535
2030,TLD6,year_group_4,1.02228335620535
2031,TLD6,year_group_4,1.02228335620535
2032,TLD6,year_group_4,1.02228335620535
2023,TLD7,year_group_4,1.00191250243538
2024,TLD7,year_group_4,1.00191250243538
2025,TLD7,year_group_4,1.00191250243538
2026,TLD7,year_group_4,1.00191250243538
2027,TLD7,year_group_4,1.00191250243538
2028,TLD7,year_group_4,1.00191250243538
2029,TLD7,year_group_4,1.00191250243538
2030,TLD7,year_group_4,1.00191250243538
2031,TLD7,year_group_4,1.00191250243538
2032,TLD7,year_group_4,1.00191250243538
2023,TLE1,year_group_4,1.00237669340898
2024,TLE1,year_group_4,1.00237669340898
2025,TLE1,year_group_4,1.00237669340898
2026,TLE1,year_group_4,1.00237669340898
2027,TLE1,year_group_4,1.00237669340898
2028,TLE1,year_group_4,1.00237669340898
2029,TLE1,year_group_4,1.00237669340898
2030,TLE1,year_group_4,1.00237669340898
2031,TLE1,year_group_4,1.00237669340898
2032,TLE1,year_group_4,1.00237669340898
2023,TLE2,year_group_4,1.00034646082997
2024,TLE2,year_group_4,1.00034646082997
2025,TLE2,year_group_4,1.00034646082997
2026,TLE2,year_group_4,1.00034646082997
2027,TLE2,year_group_4,1.00034646082997
2028,TLE2,year_group_4,1.00034646082997
2029,TLE2,year_group_4,1.00034646082997
2030,TLE2,year_group_4,1.00034646082997
2031,TLE2,year_group_4,1.00034646082997
2032,TLE2,year_group_4,1.00034646082997
2023,TLE3,year_group_4,1.0020797525294
2024,TLE3,year_group_4,1.0020797525294
2025,TLE3,year_group_4,1.0020797525294
2026,TLE3,year_group_4,1.0020797525294
2027,TLE3,year_group_4,1.0020797525294
2028,TLE3,year_group_4,1.0020797525294
2029,TLE3,year_group_4,1.0020797525294
2030,TLE3,year_group_4,1.0020797525294
2031,TLE3,year_group_4,1.0020797525294
2032,TLE3,year_group_4,1.0020797525294
2023,TLE4,year_group_4,1.00190165346944
2024,TLE4,year_group_4,1.00190165346944
2025,TLE4,year_group_4,1.00190165346944
2026,TLE4,year_group_4,1.00190165346944
2027,TLE4,year_group_4,1.00190165346944
2028,TLE4,year_group_4,1.00190165346944
2029,TLE4,year_group_4,1.00190165346944
2030,TLE4,year_group_4,1.00190165346944
2031,TLE4,year_group_4,1.00190165346944
2032,TLE4,year_group_4,1.00190165346944
2023,TLF1,year_group_4,1.0173694424475
2024,TLF1,year_group_4,1.0173694424475
2025,TLF1,year_group_4,1.0173694424475
2026,TLF1,year_group_4,1.0173694424475
2027,TLF1,year_group_4,1.0173694424475
2028,TLF1,year_group_4,1.0173694424475
2029,TLF1,year_group_4,1.0173694424475
2030,TLF1,year_group_4,1.0173694424475
2031,TLF1,year_group_4,1.0173694424475
2032,TLF1,year_group_4,1.0173694424475
2023,TLF2,year_group_4,1.00555693974463
2024,TLF2,year_group_4,1.00555693974463
2025,TLF2,year_group_4,1.00555693974463
2026,TLF2,year_group_4,1.00555693974463
2027,TLF2,year_group_4,1.00555693974463
2028,TLF2,year_group_4,1.00555693974463
2029,TLF2,year_group_4,1.00555693974463
2030,TLF2,year_group_4,1.00555693974463
2031,TLF2,year_group_4,1.00555693974463
2032,TLF2,year_group_4,1.00555693974463
2023,TLF3,year_group_4,1.00757389034421
2024,TLF3,year_group_4,1.00757389034421
2025,TLF3,year_group_4,1.00757389034421
2026,TLF3,year_group_4,1.00757389034421
2027,TLF3,year_group_4,1.00757389034421
2028,TLF3,year_group_4,1.00757389034421
2029,TLF3,year_group_4,1.00757389034421
2030,TLF3,year_group_4,1.00757389034421
2031,TLF3,year_group_4,1.00757389034421
2032,TLF3,year_group_4,1.00757389034421
2023,TLG1,year_group_4,1.01711713642367
2024,TLG1,year_group_4,1.01711713642367
2025,TLG1,year_group_4,1.01711713642367
2026,TLG1,year_group_4,1.01711713642367
2027,TLG1,year_group_4,1.01711713642367
2028,TLG1,year_group_4,1.01711713642367
2029,TLG1,year_group_4,1.01711713642367
2030,TLG1,year_group_4,1.01711713642367
2031,TLG1,year_group_4,1.01711713642367
2032,TLG1,year_group_4,1.01711713642367
2023,TLG2,year_group_4,1.00396391624572
2024,TLG2,year_group_4,1.00396391624572
2025,TLG2,year_group_4,1.00396391624572
2026,TLG2,year_group_4,1.00396391624572
2027,TLG2,year_group_4,1.00396391624572
2028,TLG2,year_group_4,1.00396391624572
2029,TLG2,year_group_4,1.00396391624572
2030,TLG2,year_group_4,1.00396391624572
2031,TLG2,year_group_4,1.00396391624572
2032,TLG2,year_group_4,1.00396391624572
2023,TLG3,year_group_4,1.00443326435446
2024,TLG3,year_group_4,1.00443326435446
2025,TLG3,year_group_4,1.00443326435446
2026,TLG3,year_group_4,1.00443326435446
2027,TLG3,year_group_4,1.00443326435446
2028,TLG3,year_group_4,1.00443326435446
2029,TLG3,year_group_4,1.00443326435446
2030,TLG3,year_group_4,1.00443326435446
2031,TLG3,year_group_4,1.00443326435446
2032,TLG3,year_group_4,1.00443326435446
2023,TLH1,year_group_4,1.0014118866752
2024,TLH1,year_group_4,1.0014118866752
2025,TLH1,year_group_4,1.0014118866752
2026,TLH1,year_group_4,1.0014118866752
2027,TLH1,year_group_4,1.0014118866752
2028,TLH1,year_group_4,1.0014118866752
2029,TLH1,year_group_4,1.0014118866752
2030,TLH1,year_group_4,1.0014118866752
2031,TLH1,year_group_4,1.0014118866752
2032,TLH1,year_group_4,1.0014118866752
2023,TLH2,year_group_4,0.999586026695269
2024,TLH2,year_group_4,0.999586026695269
2025,TLH2,year_group_4,0.999586026695269
2026,TLH2,year_group_4,0.999586026695269
2027,TLH2,year_group_4,0.999586026695269
2028,TLH2,year_group_4,0.999586026695269
2029,TLH2,year_group_4,0.999586026695269
2030,TLH2,year_group_4,0.999586026695269
2031,TLH2,year_group_4,0.999586026695269
2032,TLH2,year_group_4,0.999586026695269
2023,TLH3,year_group_4,1.00535623042931
2024,TLH3,year_group_4,1.00535623042931
2025,TLH3,year_group_4,1.00535623042931
2026,TLH3,year_group_4,1.00535623042931
2027,TLH3,year_group_4,1.00535623042931
2028,TLH3,year_group_4,1.00535623042931
2029,TLH3,year_group_4,1.00535623042931
2030,TLH3,year_group_4,1.00535623042931
2031,TLH3,year_group_4,1.00535623042931
2032,TLH3,year_group_4,1.00535623042931
2023,TLI3,year_group_4,0.977321410506383
2024,TLI3,year_group_4,0.977321410506383
2025,TLI3,year_group_4,0.977321410506383
2026,TLI3,year_group_4,0.977321410506383
2027,TLI3,year_group_4,0.977321410506383
2028,TLI3,year_group_4,0.977321410506383
2029,TLI3,year_group_4,0.977321410506383
2030,TLI3,year_group_4,0.977321410506383
2031,TLI3,year_group_4,0.977321410506383
2032,TLI3,year_group_4,0.977321410506383
2023,TLI4,year_group_4,0.986278374310265
2024,TLI4,year_group_4,0.986278374310265
2025,TLI4,year_group_4,0.986278374310265
2026,TLI4,year_group_4,0.986278374310265
2027,TLI4,year_group_4,0.986278374310265
2028,TLI4,year_group_4,0.986278374310265
2029,TLI4,year_group_4,0.986278374310265
2030,TLI4,year_group_4,0.986278374310265
2031,TLI4,year_group_4,0.986278374310265
2032,TLI4,year_group_4,0.986278374310265
2023,TLI5,year_group_4,1.00187800660169
2024,TLI5,year_group_4,1.00187800660169
2025,TLI5,year_group_4,1.00187800660169
2026,TLI5,year_group_4,1.00187800660169
2027,TLI5,year_group_4,1.00187800660169
2028,TLI5,year_group_4,1.00187800660169
2029,TLI5,year_group_4,1.00187800660169
2030,TLI5,year_group_4,1.00187800660169
2031,TLI5,year_group_4,1.00187800660169
2032,TLI5,year_group_4,1.00187800660169
2023,TLI6,year_group_4,0.993086034975223
2024,TLI6,year_group_4,0.993086034975223
2025,TLI6,year_group_4,0.993086034975223
2026,TLI6,year_group_4,0.993086034975223
2027,TLI6,year_group_4,0.993086034975223
2028,TLI6,year_group_4,0.993086034975223
2029,TLI6,year_group_4,0.993086034975223
2030,TLI6,year_group_4,0.993086034975223
2031,TLI6,year_group_4,0.993086034975223
2032,TLI6,year_group_4,0.993086034975223
2023,TLI7,year_group_4,0.994947642869165
2024,TLI7,year_group_4,0.994947642869165
2025,TLI7,year_group_4,0.994947642869165
2026,TLI7,year_group_4,0.994947642869165
2027,TLI7,year_group_4,0.994947642869165
2028,TLI7,year_group_4,0.994947642869165
2029,TLI7,year_group_4,0.994947642869165
2030,TLI7,year_group_4,0.994947642869165
2031,TLI7,year_group_4,0.994947642869165
2032,TLI7,year_group_4,0.994947642869165
2023,TLJ1,year_group_4,1.01768614775484
2024,TLJ1,year_group_4,1.01768614775484
2025,TLJ1,year_group_4,1.01768614775484
2026,TLJ1,year_group_4,1.01768614775484
2027,TLJ1,year_group_4,1.01768614775484
2028,TLJ1,year_group_4,1.01768614775484
2029,TLJ1,year_group_4,1.01768614775484
2030,TLJ1,year_group_4,1.01768614775484
2031,TLJ1,year_group_4,1.01768614775484
2032,TLJ1,year_group_4,1.01768614775484
2023,TLJ2,year_group_4,1.01077678971703
2024,TLJ2,year_group_4,1.01077678971703
2025,TLJ2,year_group_4,1.01077678971703
2026,TLJ2,year_group_4,1.01077678971703
2027,TLJ2,year_group_4,1.01077678971703
2028,TLJ2,year_group_4,1.01077678971703
2029,TLJ2,year_group_4,1.01077678971703
2030,TLJ2,year_group_4,1.01077678971703
2031,TLJ2,year_group_4,1.01077678971703
2032,TLJ2,year_group_4,1.01077678971703
2023,TLJ3,year_group_4,0.998274023208127
2024,TLJ3,year_group_4,0.998274023208127
2025,TLJ3,year_group_4,0.998274023208127
2026,TLJ3,year_group_4,0.998274023208127
2027,TLJ3,year_group_4,0.998274023208127
2028,TLJ3,year_group_4,0.998274023208127
2029,TLJ3,year_group_4,0.998274023208127
2030,TLJ3,year_group_4,0.998274023208127
2031,TLJ3,year_group_4,0.998274023208127
2032,TLJ3,year_group_4,0.998274023208127
2023,TLJ4,year_group_4,1.0165519837233
2024,TLJ4,year_group_4,1.0165519837233
2025,TLJ4,year_group_4,1.0165519837233
2026,TLJ4,year_group_4,1.0165519837233
2027,TLJ4,year_group_4,1.0165519837233
2028,TLJ4,year_group_4,1.0165519837233
2029,TLJ4,year_group_4,1.0165519837233
2030,TLJ4,year_group_4,1.0165519837233
2031,TLJ4,year_group_4,1.0165519837233
2032,TLJ4,year_group_4,1.0165519837233
2023,TLK1,year_group_4,0.999643519996319
2024,TLK1,year_group_4,0.999643519996319
2025,TLK1,year_group_4,0.999643519996319
2026,TLK1,year_group_4,0.999643519996319
2027,TLK1,year_group_4,0.999643519996319
2028,TLK1,year_group_4,0.999643519996319
2029,TLK1,year_group_4,0.999643519996319
2030,TLK1,year_group_4,0.999643519996319
2031,TLK1,year_group_4,0.999643519996319
2032,TLK1,year_group_4,0.999643519996319
2023,TLK2,year_group_4,1.00340467822695
2024,TLK2,year_group_4,1.00340467822695
2025,TLK2,year_group_4,1.00340467822695
2026,TLK2,year_group_4,1.00340467822695
2027,TLK2,year_group_4,1.00340467822695
2028,TLK2,year_group_4,1.00340467822695
2029,TLK2,year_group_4,1.00340467822695
2030,TLK2,year_group_4,1.00340467822695
2031,TLK2,year_group_4,1.00340467822695
2032,TLK2,year_group_4,1.00340467822695
2023,TLK3,year_group_4,1.01037580026176
2024,TLK3,year_group_4,1.01037580026176
2025,TLK3,year_group_4,1.01037580026176
2026,TLK3,year_group_4,1.01037580026176
2027,TLK3,year_group_4,1.01037580026176
2028,TLK3,year_group_4,1.01037580026176
2029,TLK3,year_group_4,1.01037580026176
2030,TLK3,year_group_4,1.01037580026176
2031,TLK3,year_group_4,1.01037580026176
2032,TLK3,year_group_4,1.01037580026176
2023,TLK4,year_group_4,1.00443072357819
2024,TLK4,year_group_4,1.00443072357819
2025,TLK4,year_group_4,1.00443072357819
2026,TLK4,year_group_4,1.00443072357819
2027,TLK4,year_group_4,1.00443072357819
2028,TLK4,year_group_4,1.00443072357819
2029,TLK4,year_group_4,1.00443072357819
2030,TLK4,year_group_4,1.00443072357819
2031,TLK4,year_group_4,1.00443072357819
2032,TLK4,year_group_4,1.00443072357819
2023,TLC1,year_group_5,1.00759813518896
2024,TLC1,year_group_5,1.00759813518896
2025,TLC1,year_group_5,1.00759813518896
2026,TLC1,year_group_5,1.00759813518896
2027,TLC1,year_group_5,1.00759813518896
2028,TLC1,year_group_5,1.00759813518896
2029,TLC1,year_group_5,1.00759813518896
2030,TLC1,year_group_5,1.00759813518896
2031,TLC1,year_group_5,1.00759813518896
2032,TLC1,year_group_5,1.00759813518896
2023,TLC2,year_group_5,1.00981247472672
2024,TLC2,year_group_5,1.00981247472672
2025,TLC2,year_group_5,1.00981247472672
2026,TLC2,year_group_5,1.00981247472672
2027,TLC2,year_group_5,1.00981247472672
2028,TLC2,year_group_5,1.00981247472672
2029,TLC2,year_group_5,1.00981247472672
2030,TLC2,year_group_5,1.00981247472672
2031,TLC2,year_group_5,1.00981247472672
2032,TLC2,year_group_5,1.00981247472672
2023,TLD1,year_group_5,1.00486700938835
2024,TLD1,year_group_5,1.00486700938835
2025,TLD1,year_group_5,1.00486700938835
2026,TLD1,year_group_5,1.00486700938835
2027,TLD1,year_group_5,1.00486700938835
2028,TLD1,year_group_5,1.00486700938835
2029,TLD1,year_group_5,1.00486700938835
2030,TLD1,year_group_5,1.00486700938835
2031,TLD1,year_group_5,1.00486700938835
2032,TLD1,year_group_5,1.00486700938835
2023,TLD3,year_group_5,1.00443928863239
2024,TLD3,year_group_5,1.00443928863239
2025,TLD3,year_group_5,1.00443928863239
2026,TLD3,year_group_5,1.00443928863239
2027,TLD3,year_group_5,1.00443928863239
2028,TLD3,year_group_5,1.00443928863239
2029,TLD3,year_group_5,1.00443928863239
2030,TLD3,year_group_5,1.00443928863239
2031,TLD3,year_group_5,1.00443928863239
2032,TLD3,year_group_5,1.00443928863239
2023,TLD4,year_group_5,1.01134172982959
2024,TLD4,year_group_5,1.01134172982959
2025,TLD4,year_group_5,1.01134172982959
2026,TLD4,year_group_5,1.01134172982959
2027,TLD4,year_group_5,1.01134172982959
2028,TLD4,year_group_5,1.01134172982959
2029,TLD4,year_group_5,1.01134172982959
2030,TLD4,year_group_5,1.01134172982959
2031,TLD4,year_group_5,1.01134172982959
2032,TLD4,year_group_5,1.01134172982959
2023,TLD6,year_group_5,1.0147364808997
2024,TLD6,year_group_5,1.0147364808997
2025,TLD6,year_group_5,1.0147364808997
2026,TLD6,year_group_5,1.0147364808997
2027,TLD6,year_group_5,1.0147364808997
2028,TLD6,year_group_5,1.0147364808997
2029,TLD6,year_group_5,1.0147364808997
2030,TLD6,year_group_5,1.0147364808997
2031,TLD6,year_group_5,1.0147364808997
2032,TLD6,year_group_5,1.0147364808997
2023,TLD7,year_group_5,1.00090931739316
2024,TLD7,year_group_5,1.00090931739316
2025,TLD7,year_group_5,1.00090931739316
2026,TLD7,year_group_5,1.00090931739316
2027,TLD7,year_group_5,1.00090931739316
2028,TLD7,year_group_5,1.00090931739316
2029,TLD7,year_group_5,1.00090931739316
2030,TLD7,year_group_5,1.00090931739316
2031,TLD7,year_group_5,1.00090931739316
2032,TLD7,year_group_5,1.00090931739316
2023,TLE1,year_group_5,1.00210672318513
2024,TLE1,year_group_5,1.00210672318513
2025,TLE1,year_group_5,1.00210672318513
2026,TLE1,year_group_5,1.00210672318513
2027,TLE1,year_group_5,1.00210672318513
2028,TLE1,year_group_5,1.00210672318513
2029,TLE1,year_group_5,1.00210672318513
2030,TLE1,year_group_5,1.00210672318513
2031,TLE1,year_group_5,1.00210672318513
2032,TLE1,year_group_5,1.00210672318513
2023,TLE2,year_group_5,1.00179193033768
2024,TLE2,year_group_5,1.00179193033768
2025,TLE2,year_group_5,1.00179193033768
2026,TLE2,year_group_5,1.00179193033768
2027,TLE2,year_group_5,1.00179193033768
2028,TLE2,year_group_5,1.00179193033768
2029,TLE2,year_group_5,1.00179193033768
2030,TLE2,year_group_5,1.00179193033768
2031,TLE2,year_group_5,1.00179193033768
2032,TLE2,year_group_5,1.00179193033768
2023,TLE3,year_group_5,1.0007389850018
2024,TLE3,year_group_5,1.0007389850018
2025,TLE3,year_group_5,1.0007389850018
2026,TLE3,year_group_5,1.0007389850018
2027,TLE3,year_group_5,1.0007389850018
2028,TLE3,year_group_5,1.0007389850018
2029,TLE3,year_group_5,1.0007389850018
2030,TLE3,year_group_5,1.0007389850018
2031,TLE3,year_group_5,1.0007389850018
2032,TLE3,year_group_5,1.0007389850018
2023,TLE4,year_group_5,1.00084157023941
2024,TLE4,year_group_5,1.00084157023941
2025,TLE4,year_group_5,1.00084157023941
2026,TLE4,year_group_5,1.00084157023941
2027,TLE4,year_group_5,1.00084157023941
2028,TLE4,year_group_5,1.00084157023941
2029,TLE4,year_group_5,1.00084157023941
2030,TLE4,year_group_5,1.00084157023941
2031,TLE4,year_group_5,1.00084157023941
2032,TLE4,year_group_5,1.00084157023941
2023,TLF1,year_group_5,1.00324636669448
2024,TLF1,year_group_5,1.00324636669448
2025,TLF1,year_group_5,1.00324636669448
2026,TLF1,year_group_5,1.00324636669448
2027,TLF1,year_group_5,1.00324636669448
2028,TLF1,year_group_5,1.00324636669448
2029,TLF1,year_group_5,1.00324636669448
2030,TLF1,year_group_5,1.00324636669448
2031,TLF1,year_group_5,1.00324636669448
2032,TLF1,year_group_5,1.00324636669448
2023,TLF2,year_group_5,1.00511975543988
2024,TLF2,year_group_5,1.00511975543988
2025,TLF2,year_group_5,1.00511975543988
2026,TLF2,year_group_5,1.00511975543988
2027,TLF2,year_group_5,1.00511975543988
2028,TLF2,year_group_5,1.00511975543988
2029,TLF2,year_group_5,1.00511975543988
2030,TLF2,year_group_5,1.00511975543988
2031,TLF2,year_group_5,1.00511975543988
2032,TLF2,year_group_5,1.00511975543988
2023,TLF3,year_group_5,1.00753411830077
2024,TLF3,year_group_5,1.00753411830077
2025,TLF3,year_group_5,1.00753411830077
2026,TLF3,year_group_5,1.00753411830077
2027,TLF3,year_group_5,1.00753411830077
2028,TLF3,year_group_5,1.00753411830077
2029,TLF3,year_group_5,1.00753411830077
2030,TLF3,year_group_5,1.00753411830077
2031,TLF3,year_group_5,1.00753411830077
2032,TLF3,year_group_5,1.00753411830077
2023,TLG1,year_group_5,0.99985917177995
2024,TLG1,year_group_5,0.99985917177995
2025,TLG1,year_group_5,0.99985917177995
2026,TLG1,year_group_5,0.99985917177995
2027,TLG1,year_group_5,0.99985917177995
2028,TLG1,year_group_5,0.99985917177995
2029,TLG1,year_group_5,0.99985917177995
2030,TLG1,year_group_5,0.99985917177995
2031,TLG1,year_group_5,0.99985917177995
2032,TLG1,year_group_5,0.99985917177995
2023,TLG2,year_group_5,1.00456865616508
2024,TLG2,year_group_5,1.00456865616508
2025,TLG2,year_group_5,1.00456865616508
2026,TLG2,year_group_5,1.00456865616508
2027,TLG2,year_group_5,1.00456865616508
2028,TLG2,year_group_5,1.00456865616508
2029,TLG2,year_group_5,1.00456865616508
2030,TLG2,year_group_5,1.00456865616508
2031,TLG2,year_group_5,1.00456865616508
2032,TLG2,year_group_5,1.00456865616508
2023,TLG3,year_group_5,1.00400989114896
2024,TLG3,year_group_5,1.00400989114896
2025,TLG3,year_group_5,1.00400989114896
2026,TLG3,year_group_5,1.00400989114896
2027,TLG3,year_group_5,1.00400989114896
2028,TLG3,year_group_5,1.00400989114896
2029,TLG3,year_group_5,1.00400989114896
2030,TLG3,year_group_5,1.00400989114896
2031,TLG3,year_group_5,1.00400989114896
2032,TLG3,year_group_5,1.00400989114896
2023,TLH1,year_group_5,1.00090600523019
2024,TLH1,year_group_5,1.00090600523019
2025,TLH1,year_group_5,1.00090600523019
2026,TLH1,year_group_5,1.00090600523019
2027,TLH1,year_group_5,1.00090600523019
2028,TLH1,year_group_5,1.00090600523019
2029,TLH1,year_group_5,1.00090600523019
2030,TLH1,year_group_5,1.00090600523019
2031,TLH1,year_group_5,1.00090600523019
2032,TLH1,year_group_5,1.00090600523019
2023,TLH2,year_group_5,0.997340640443239
2024,TLH2,year_group_5,0.997340640443239
2025,TLH2,year_group_5,0.997340640443239
2026,TLH2,year_group_5,0.997340640443239
2027,TLH2,year_group_5,0.997340640443239
2028,TLH2,year_group_5,0.997340640443239
2029,TLH2,year_group_5,0.997340640443239
2030,TLH2,year_group_5,0.997340640443239
2031,TLH2,year_group_5,0.997340640443239
2032,TLH2,year_group_5,0.997340640443239
2023,TLH3,year_group_5,1.00300813221253
2024,TLH3,year_group_5,1.00300813221253
2025,TLH3,year_group_5,1.00300813221253
2026,TLH3,year_group_5,1.00300813221253
2027,TLH3,year_group_5,1.00300813221253
2028,TLH3,year_group_5,1.00300813221253
2029,TLH3,year_group_5,1.00300813221253
2030,TLH3,year_group_5,1.00300813221253
2031,TLH3,year_group_5,1.00300813221253
2032,TLH3,year_group_5,1.00300813221253
2023,TLI3,year_group_5,0.975176615919788
2024,TLI3,year_group_5,0.975176615919788
2025,TLI3,year_group_5,0.975176615919788
2026,TLI3,year_group_5,0.975176615919788
2027,TLI3,year_group_5,0.975176615919788
2028,TLI3,year_group_5,0.975176615919788
2029,TLI3,year_group_5,0.975176615919788
2030,TLI3,year_group_5,0.975176615919788
2031,TLI3,year_group_5,0.975176615919788
2032,TLI3,year_group_5,0.975176615919788
2023,TLI4,year_group_5,0.99106840122664
2024,TLI4,year_group_5,0.99106840122664
2025,TLI4,year_group_5,0.99106840122664
2026,TLI4,year_group_5,0.99106840122664
2027,TLI4,year_group_5,0.99106840122664
2028,TLI4,year_group_5,0.99106840122664
2029,TLI4,year_group_5,0.99106840122664
2030,TLI4,year_group_5,0.99106840122664
2031,TLI4,year_group_5,0.99106840122664
2032,TLI4,year_group_5,0.99106840122664
2023,TLI5,year_group_5,1.00322133943129
2024,TLI5,year_group_5,1.00322133943129
2025,TLI5,year_group_5,1.00322133943129
2026,TLI5,year_group_5,1.00322133943129
2027,TLI5,year_group_5,1.00322133943129
2028,TLI5,year_group_5,1.00322133943129
2029,TLI5,year_group_5,1.00322133943129
2030,TLI5,year_group_5,1.00322133943129
2031,TLI5,year_group_5,1.00322133943129
2032,TLI5,year_group_5,1.00322133943129
2023,TLI6,year_group_5,0.994108852046003
2024,TLI6,year_group_5,0.994108852046003
2025,TLI6,year_group_5,0.994108852046003
2026,TLI6,year_group_5,0.994108852046003
2027,TLI6,year_group_5,0.994108852046003
2028,TLI6,year_group_5,0.994108852046003
2029,TLI6,year_group_5,0.994108852046003
2030,TLI6,year_group_5,0.994108852046003
