year,itl22cd,nc_year,projected_proportion_continuing
2026,TLK1,year_group_11,0.99277710461929
2027,TLK1,year_group_11,0.99277710461929
2028,TLK1,year_group_11,0.99277710461929
2029,TLK1,year_group_11,0.99277710461929
2030,TLK1,year_group_11,0.99277710461929
2031,TLK1,year_group_11,0.99277710461929
2032,TLK1,year_group_11,0.99277710461929
2023,TLK2,year_group_11,0.989238756935334
2024,TLK2,year_group_11,0.989238756935334
2025,TLK2,year_group_11,0.989238756935334
2026,TLK2,year_group_11,0.989238756935334
2027,TLK2,year_group_11,0.989238756935334
2028,TLK2,year_group_11,0.989238756935334
2029,TLK2,year_group_11,0.989238756935334
2030,TLK2,year_group_11,0.989238756935334
2031,TLK2,year_group_11,0.989238756935334
2032,TLK2,year_group_11,0.989238756935334
2023,TLK3,year_group_11,0.988639712868641
2024,TLK3,year_group_11,0.988639712868641
2025,TLK3,year_group_11,0.988639712868641
2026,TLK3,year_group_11,0.988639712868641
2027,TLK3,year_group_11,0.988639712868641
2028,TLK3,year_group_11,0.988639712868641
2029,TLK3,year_group_11,0.988639712868641
2030,TLK3,year_group_11,0.988639712868641
2031,TLK3,year_group_11,0.988639712868641
2032,TLK3,year_group_11,0.988639712868641
2023,TLK4,year_group_11,0.987759384491028
2024,TLK4,year_group_11,0.987759384491028
2025,TLK4,year_group_11,0.987759384491028
2026,TLK4,year_group_11,0.987759384491028
2027,TLK4,year_group_11,0.987759384491028
2028,TLK4,year_group_11,0.987759384491028
2029,TLK4,year_group_11,0.987759384491028
2030,TLK4,year_group_11,0.987759384491028
2031,TLK4,year_group_11,0.987759384491028
2032,TLK4,year_group_11,0.987759384491028
2023,TLC1,year_group_2,1.0149706447299
2024,TLC1,year_group_2,1.0149706447299
2025,TLC1,year_group_2,1.0149706447299
2026,TLC1,year_group_2,1.0149706447299
2027,TLC1,year_group_2,1.0149706447299
2028,TLC1,year_group_2,1.0149706447299
2029,TLC1,year_group_2,1.0149706447299
2030,TLC1,year_group_2,1.0149706447299
2031,TLC1,year_group_2,1.0149706447299
2032,TLC1,year_group_2,1.0149706447299
2023,TLC2,year_group_2,1.01392215482518
2024,TLC2,year_group_2,1.01392215482518
2025,TLC2,year_group_2,1.01392215482518
2026,TLC2,year_group_2,1.01392215482518
2027,TLC2,year_group_2,1.01392215482518
2028,TLC2,year_group_2,1.01392215482518
2029,TLC2,year_group_2,1.01392215482518
2030,TLC2,year_group_2,1.01392215482518
2031,TLC2,year_group_2,1.01392215482518
2032,TLC2,year_group_2,1.01392215482518
2023,TLD1,year_group_2,1.00643842911113
2024,TLD1,year_group_2,1.00643842911113
2025,TLD1,year_group_2,1.00643842911113
2026,TLD1,year_group_2,1.00643842911113
2027,TLD1,year_group_2,1.00643842911113
2028,TLD1,year_group_2,1.00643842911113
2029,TLD1,year_group_2,1.00643842911113
2030,TLD1,year_group_2,1.00643842911113
2031,TLD1,year_group_2,1.00643842911113
2032,TLD1,year_group_2,1.00643842911113
2023,TLD3,year_group_2,1.00631628649683
2024,TLD3,year_group_2,1.00631628649683
2025,TLD3,year_group_2,1.00631628649683
2026,TLD3,year_group_2,1.00631628649683
2027,TLD3,year_group_2,1.00631628649683
2028,TLD3,year_group_2,1.00631628649683
2029,TLD3,year_group_2,1.00631628649683
2030,TLD3,year_group_2,1.00631628649683
2031,TLD3,year_group_2,1.00631628649683
2032,TLD3,year_group_2,1.00631628649683
2023,TLD4,year_group_2,1.01299992276263
2024,TLD4,year_group_2,1.01299992276263
2025,TLD4,year_group_2,1.01299992276263
2026,TLD4,year_group_2,1.01299992276263
2027,TLD4,year_group_2,1.01299992276263
2028,TLD4,year_group_2,1.01299992276263
2029,TLD4,year_group_2,1.01299992276263
2030,TLD4,year_group_2,1.01299992276263
2031,TLD4,year_group_2,1.01299992276263
2032,TLD4,year_group_2,1.01299992276263
2023,TLD6,year_group_2,1.01882961808171
2024,TLD6,year_group_2,1.01882961808171
2025,TLD6,year_group_2,1.01882961808171
2026,TLD6,year_group_2,1.01882961808171
2027,TLD6,year_group_2,1.01882961808171
2028,TLD6,year_group_2,1.01882961808171
2029,TLD6,year_group_2,1.01882961808171
2030,TLD6,year_group_2,1.01882961808171
2031,TLD6,year_group_2,1.01882961808171
2032,TLD6,year_group_2,1.01882961808171
2023,TLD7,year_group_2,1.00302897164522
2024,TLD7,year_group_2,1.00302897164522
2025,TLD7,year_group_2,1.00302897164522
2026,TLD7,year_group_2,1.00302897164522
2027,TLD7,year_group_2,1.00302897164522
2028,TLD7,year_group_2,1.00302897164522
2029,TLD7,year_group_2,1.00302897164522
2030,TLD7,year_group_2,1.00302897164522
2031,TLD7,year_group_2,1.00302897164522
2032,TLD7,year_group_2,1.00302897164522
2023,TLE1,year_group_2,1.00463859162716
2024,TLE1,year_group_2,1.00463859162716
2025,TLE1,year_group_2,1.00463859162716
2026,TLE1,year_group_2,1.00463859162716
2027,TLE1,year_group_2,1.00463859162716
2028,TLE1,year_group_2,1.00463859162716
2029,TLE1,year_group_2,1.00463859162716
2030,TLE1,year_group_2,1.00463859162716
2031,TLE1,year_group_2,1.00463859162716
2032,TLE1,year_group_2,1.00463859162716
2023,TLE2,year_group_2,1.00461194331126
2024,TLE2,year_group_2,1.00461194331126
2025,TLE2,year_group_2,1.00461194331126
2026,TLE2,year_group_2,1.00461194331126
2027,TLE2,year_group_2,1.00461194331126
2028,TLE2,year_group_2,1.00461194331126
2029,TLE2,year_group_2,1.00461194331126
2030,TLE2,year_group_2,1.00461194331126
2031,TLE2,year_group_2,1.00461194331126
2032,TLE2,year_group_2,1.00461194331126
2023,TLE3,year_group_2,1.00435631696562
2024,TLE3,year_group_2,1.00435631696562
2025,TLE3,year_group_2,1.00435631696562
2026,TLE3,year_group_2,1.00435631696562
2027,TLE3,year_group_2,1.00435631696562
2028,TLE3,year_group_2,1.00435631696562
2029,TLE3,year_group_2,1.00435631696562
2030,TLE3,year_group_2,1.00435631696562
2031,TLE3,year_group_2,1.00435631696562
2032,TLE3,year_group_2,1.00435631696562
2023,TLE4,year_group_2,1.00327090304654
2024,TLE4,year_group_2,1.00327090304654
2025,TLE4,year_group_2,1.00327090304654
2026,TLE4,year_group_2,1.00327090304654
2027,TLE4,year_group_2,1.00327090304654
2028,TLE4,year_group_2,1.00327090304654
2029,TLE4,year_group_2,1.00327090304654
2030,TLE4,year_group_2,1.00327090304654
2031,TLE4,year_group_2,1.00327090304654
2032,TLE4,year_group_2,1.00327090304654
2023,TLF1,year_group_2,1.00620500029917
2024,TLF1,year_group_2,1.00620500029917
2025,TLF1,year_group_2,1.00620500029917
2026,TLF1,year_group_2,1.00620500029917
2027,TLF1,year_group_2,1.00620500029917
2028,TLF1,year_group_2,1.00620500029917
2029,TLF1,year_group_2,1.00620500029917
2030,TLF1,year_group_2,1.00620500029917
2031,TLF1,year_group_2,1.00620500029917
2032,TLF1,year_group_2,1.00620500029917
2023,TLF2,year_group_2,1.00888289311477
2024,TLF2,year_group_2,1.00888289311477
2025,TLF2,year_group_2,1.00888289311477
2026,TLF2,year_group_2,1.00888289311477
2027,TLF2,year_group_2,1.00888289311477
2028,TLF2,year_group_2,1.00888289311477
2029,TLF2,year_group_2,1.00888289311477
2030,TLF2,year_group_2,1.00888289311477
2031,TLF2,year_group_2,1.00888289311477
2032,TLF2,year_group_2,1.00888289311477
2023,TLF3,year_group_2,1.00798742986859
2024,TLF3,year_group_2,1.00798742986859
2025,TLF3,year_group_2,1.00798742986859
2026,TLF3,year_group_2,1.00798742986859
2027,TLF3,year_group_2,1.00798742986859
2028,TLF3,year_group_2,1.00798742986859
2029,TLF3,year_group_2,1.00798742986859
2030,TLF3,year_group_2,1.00798742986859
2031,TLF3,year_group_2,1.00798742986859
2032,TLF3,year_group_2,1.00798742986859
2023,TLG1,year_group_2,1.0213478660908
2024,TLG1,year_group_2,1.0213478660908
2025,TLG1,year_group_2,1.0213478660908
2026,TLG1,year_group_2,1.0213478660908
2027,TLG1,year_group_2,1.0213478660908
2028,TLG1,year_group_2,1.0213478660908
2029,TLG1,year_group_2,1.0213478660908
2030,TLG1,year_group_2,1.0213478660908
2031,TLG1,year_group_2,1.0213478660908
2032,TLG1,year_group_2,1.0213478660908
2023,TLG2,year_group_2,1.01542667841248
2024,TLG2,year_group_2,1.01542667841248
2025,TLG2,year_group_2,1.01542667841248
2026,TLG2,year_group_2,1.01542667841248
2027,TLG2,year_group_2,1.01542667841248
2028,TLG2,year_group_2,1.01542667841248
2029,TLG2,year_group_2,1.01542667841248
2030,TLG2,year_group_2,1.01542667841248
2031,TLG2,year_group_2,1.01542667841248
2032,TLG2,year_group_2,1.01542667841248
2023,TLG3,year_group_2,1.0069552283331
2024,TLG3,year_group_2,1.0069552283331
2025,TLG3,year_group_2,1.0069552283331
2026,TLG3,year_group_2,1.0069552283331
2027,TLG3,year_group_2,1.0069552283331
2028,TLG3,year_group_2,1.0069552283331
2029,TLG3,year_group_2,1.0069552283331
2030,TLG3,year_group_2,1.0069552283331
2031,TLG3,year_group_2,1.0069552283331
2032,TLG3,year_group_2,1.0069552283331
2023,TLH1,year_group_2,1.01665540092648
2024,TLH1,year_group_2,1.01665540092648
2025,TLH1,year_group_2,1.01665540092648
2026,TLH1,year_group_2,1.01665540092648
2027,TLH1,year_group_2,1.01665540092648
2028,TLH1,year_group_2,1.01665540092648
2029,TLH1,year_group_2,1.01665540092648
2030,TLH1,year_group_2,1.01665540092648
2031,TLH1,year_group_2,1.01665540092648
2032,TLH1,year_group_2,1.01665540092648
2023,TLH2,year_group_2,1.00072867279041
2024,TLH2,year_group_2,1.00072867279041
2025,TLH2,year_group_2,1.00072867279041
2026,TLH2,year_group_2,1.00072867279041
2027,TLH2,year_group_2,1.00072867279041
2028,TLH2,year_group_2,1.00072867279041
2029,TLH2,year_group_2,1.00072867279041
2030,TLH2,year_group_2,1.00072867279041
2031,TLH2,year_group_2,1.00072867279041
2032,TLH2,year_group_2,1.00072867279041
2023,TLH3,year_group_2,1.006559605295
2024,TLH3,year_group_2,1.006559605295
2025,TLH3,year_group_2,1.006559605295
2026,TLH3,year_group_2,1.006559605295
2027,TLH3,year_group_2,1.006559605295
2028,TLH3,year_group_2,1.006559605295
2029,TLH3,year_group_2,1.006559605295
2030,TLH3,year_group_2,1.006559605295
2031,TLH3,year_group_2,1.006559605295
2032,TLH3,year_group_2,1.006559605295
2023,TLI3,year_group_2,0.978456942133306
2024,TLI3,year_group_2,0.978456942133306
2025,TLI3,year_group_2,0.978456942133306
2026,TLI3,year_group_2,0.978456942133306
2027,TLI3,year_group_2,0.978456942133306
2028,TLI3,year_group_2,0.978456942133306
2029,TLI3,year_group_2,0.978456942133306
2030,TLI3,year_group_2,0.978456942133306
2031,TLI3,year_group_2,0.978456942133306
2032,TLI3,year_group_2,0.978456942133306
2023,TLI4,year_group_2,0.986884782268872
2024,TLI4,year_group_2,0.986884782268872
2025,TLI4,year_group_2,0.986884782268872
2026,TLI4,year_group_2,0.986884782268872
2027,TLI4,year_group_2,0.986884782268872
2028,TLI4,year_group_2,0.986884782268872
2029,TLI4,year_group_2,0.986884782268872
2030,TLI4,year_group_2,0.986884782268872
2031,TLI4,year_group_2,0.986884782268872
2032,TLI4,year_group_2,0.986884782268872
2023,TLI5,year_group_2,1.00703297772878
2024,TLI5,year_group_2,1.00703297772878
2025,TLI5,year_group_2,1.00703297772878
2026,TLI5,year_group_2,1.00703297772878
2027,TLI5,year_group_2,1.00703297772878
2028,TLI5,year_group_2,1.00703297772878
2029,TLI5,year_group_2,1.00703297772878
2030,TLI5,year_group_2,1.00703297772878
2031,TLI5,year_group_2,1.00703297772878
2032,TLI5,year_group_2,1.00703297772878
2023,TLI6,year_group_2,0.993286038210217
2024,TLI6,year_group_2,0.993286038210217
2025,TLI6,year_group_2,0.993286038210217
2026,TLI6,year_group_2,0.993286038210217
2027,TLI6,year_group_2,0.993286038210217
2028,TLI6,year_group_2,0.993286038210217
2029,TLI6,year_group_2,0.993286038210217
2030,TLI6,year_group_2,0.993286038210217
2031,TLI6,year_group_2,0.993286038210217
2032,TLI6,year_group_2,0.993286038210217
2023,TLI7,year_group_2,0.994703685957731
2024,TLI7,year_group_2,0.994703685957731
2025,TLI7,year_group_2,0.994703685957731
2026,TLI7,year_group_2,0.994703685957731
2027,TLI7,year_group_2,0.994703685957731
2028,TLI7,year_group_2,0.994703685957731
2029,TLI7,year_group_2,0.994703685957731
2030,TLI7,year_group_2,0.994703685957731
2031,TLI7,year_group_2,0.994703685957731
2032,TLI7,year_group_2,0.994703685957731
2023,TLJ1,year_group_2,1.01739408027628
2024,TLJ1,year_group_2,1.01739408027628
2025,TLJ1,year_group_2,1.01739408027628
2026,TLJ1,year_group_2,1.01739408027628
2027,TLJ1,year_group_2,1.01739408027628
2028,TLJ1,year_group_2,1.01739408027628
2029,TLJ1,year_group_2,1.01739408027628
2030,TLJ1,year_group_2,1.01739408027628
2031,TLJ1,year_group_2,1.01739408027628
2032,TLJ1,year_group_2,1.01739408027628
2023,TLJ2,year_group_2,0.999878823813686
2024,TLJ2,year_group_2,0.999878823813686
2025,TLJ2,year_group_2,0.999878823813686
2026,TLJ2,year_group_2,0.999878823813686
2027,TLJ2,year_group_2,0.999878823813686
2028,TLJ2,year_group_2,0.999878823813686
2029,TLJ2,year_group_2,0.999878823813686
2030,TLJ2,year_group_2,0.999878823813686
2031,TLJ2,year_group_2,0.999878823813686
2032,TLJ2,year_group_2,0.999878823813686
2023,TLJ3,year_group_2,1.00609974388084
2024,TLJ3,year_group_2,1.00609974388084
2025,TLJ3,year_group_2,1.00609974388084
2026,TLJ3,year_group_2,1.00609974388084
2027,TLJ3,year_group_2,1.00609974388084
2028,TLJ3,year_group_2,1.00609974388084
2029,TLJ3,year_group_2,1.00609974388084
2030,TLJ3,year_group_2,1.00609974388084
2031,TLJ3,year_group_2,1.00609974388084
2032,TLJ3,year_group_2,1.00609974388084
2023,TLJ4,year_group_2,1.00737850086883
2024,TLJ4,year_group_2,1.00737850086883
2025,TLJ4,year_group_2,1.00737850086883
2026,TLJ4,year_group_2,1.00737850086883
2027,TLJ4,year_group_2,1.00737850086883
2028,TLJ4,year_group_2,1.00737850086883
2029,TLJ4,year_group_2,1.00737850086883
2030,TLJ4,year_group_2,1.00737850086883
2031,TLJ4,year_group_2,1.00737850086883
2032,TLJ4,year_group_2,1.00737850086883
2023,TLK1,year_group_2,1.00199835384764
2024,TLK1,year_group_2,1.00199835384764
2025,TLK1,year_group_2,1.00199835384764
2026,TLK1,year_group_2,1.00199835384764
2027,TLK1,year_group_2,1.00199835384764
2028,TLK1,year_group_2,1.00199835384764
2029,TLK1,year_group_2,1.00199835384764
2030,TLK1,year_group_2,1.00199835384764
2031,TLK1,year_group_2,1.00199835384764
2032,TLK1,year_group_2,1.00199835384764
2023,TLK2,year_group_2,1.00558989047813
2024,TLK2,year_group_2,1.00558989047813
2025,TLK2,year_group_2,1.00558989047813
2026,TLK2,year_group_2,1.00558989047813
2027,TLK2,year_group_2,1.00558989047813
2028,TLK2,year_group_2,1.00558989047813
2029,TLK2,year_group_2,1.00558989047813
2030,TLK2,year_group_2,1.00558989047813
2031,TLK2,year_group_2,1.00558989047813
2032,TLK2,year_group_2,1.00558989047813
2023,TLK3,year_group_2,1.01213724076367
2024,TLK3,year_group_2,1.01213724076367
2025,TLK3,year_group_2,1.01213724076367
2026,TLK3,year_group_2,1.01213724076367
2027,TLK3,year_group_2,1.01213724076367
2028,TLK3,year_group_2,1.01213724076367
2029,TLK3,year_group_2,1.01213724076367
2030,TLK3,year_group_2,1.01213724076367
2031,TLK3,year_group_2,1.01213724076367
2032,TLK3,year_group_2,1.01213724076367
2023,TLK4,year_group_2,1.00798313647199
2024,TLK4,year_group_2,1.00798313647199
2025,TLK4,year_group_2,1.00798313647199
2026,TLK4,year_group_2,1.00798313647199
2027,TLK4,year_group_2,1.00798313647199
2028,TLK4,year_group_2,1.00798313647199
2029,TLK4,year_group_2,1.00798313647199
2030,TLK4,year_group_2,1.00798313647199
2031,TLK4,year_group_2,1.00798313647199
2032,TLK4,year_group_2,1.00798313647199
2023,TLC1,year_group_3,1.01049028637928
2024,TLC1,year_group_3,1.01049028637928
2025,TLC1,year_group_3,1.01049028637928
2026,TLC1,year_group_3,1.01049028637928
2027,TLC1,year_group_3,1.01049028637928
2028,TLC1,year_group_3,1.01049028637928
2029,TLC1,year_group_3,1.01049028637928
2030,TLC1,year_group_3,1.01049028637928
2031,TLC1,year_group_3,1.01049028637928
2032,TLC1,year_group_3,1.01049028637928
2023,TLC2,year_group_3,0.999108153767496
2024,TLC2,year_group_3,0.999108153767496
2025,TLC2,year_group_3,0.999108153767496
2026,TLC2,year_group_3,0.999108153767496
2027,TLC2,year_group_3,0.999108153767496
2028,TLC2,year_group_3,0.999108153767496
2029,TLC2,year_group_3,0.999108153767496
2030,TLC2,year_group_3,0.999108153767496
2031,TLC2,year_group_3,0.999108153767496
2032,TLC2,year_group_3,0.999108153767496
2023,TLD1,year_group_3,1.00490933934857
2024,TLD1,year_group_3,1.00490933934857
2025,TLD1,year_group_3,1.00490933934857
2026,TLD1,year_group_3,1.00490933934857
2027,TLD1,year_group_3,1.00490933934857
2028,TLD1,year_group_3,1.00490933934857
2029,TLD1,year_group_3,1.00490933934857
2030,TLD1,year_group_3,1.00490933934857
2031,TLD1,year_group_3,1.00490933934857
2032,TLD1,year_group_3,1.00490933934857
2023,TLD3,year_group_3,1.00482183363483
2024,TLD3,year_group_3,1.00482183363483
2025,TLD3,year_group_3,1.00482183363483
2026,TLD3,year_group_3,1.00482183363483
2027,TLD3,year_group_3,1.00482183363483
2028,TLD3,year_group_3,1.00482183363483
2029,TLD3,year_group_3,1.00482183363483
2030,TLD3,year_group_3,1.00482183363483
2031,TLD3,year_group_3,1.00482183363483
2032,TLD3,year_group_3,1.00482183363483
2023,TLD4,year_group_3,1.00989734942596
2024,TLD4,year_group_3,1.00989734942596
2025,TLD4,year_group_3,1.00989734942596
2026,TLD4,year_group_3,1.00989734942596
2027,TLD4,year_group_3,1.00989734942596
2028,TLD4,year_group_3,1.00989734942596
2029,TLD4,year_group_3,1.00989734942596
2030,TLD4,year_group_3,1.00989734942596
2031,TLD4,year_group_3,1.00989734942596
2032,TLD4,year_group_3,1.00989734942596
2023,TLD6,year_group_3,1.0188431863481
2024,TLD6,year_group_3,1.0188431863481
2025,TLD6,year_group_3,1.0188431863481
2026,TLD6,year_group_3,1.0188431863481
2027,TLD6,year_group_3,1.0188431863481
2028,TLD6,year_group_3,1.0188431863481
2029,TLD6,year_group_3,1.0188431863481
2030,TLD6,year_group_3,1.0188431863481
2031,TLD6,year_group_3,1.0188431863481
2032,TLD6,year_group_3,1.0188431863481
2023,TLD7,year_group_3,1.00187273346106
2024,TLD7,year_group_3,1.00187273346106
2025,TLD7,year_group_3,1.00187273346106
2026,TLD7,year_group_3,1.00187273346106
2027,TLD7,year_group_3,1.00187273346106
2028,TLD7,year_group_3,1.00187273346106
2029,TLD7,year_group_3,1.00187273346106
2030,TLD7,year_group_3,1.00187273346106
2031,TLD7,year_group_3,1.00187273346106
2032,TLD7,year_group_3,1.00187273346106
2023,TLE1,year_group_3,1.00354179005779
2024,TLE1,year_group_3,1.00354179005779
2025,TLE1,year_group_3,1.00354179005779
2026,TLE1,year_group_3,1.00354179005779
2027,TLE1,year_group_3,1.00354179005779
2028,TLE1,year_group_3,1.00354179005779
2029,TLE1,year_group_3,1.00354179005779
2030,TLE1,year_group_3,1.00354179005779
2031,TLE1,year_group_3,1.00354179005779
2032,TLE1,year_group_3,1.00354179005779
2023,TLE2,year_group_3,1.00092874839023
2024,TLE2,year_group_3,1.00092874839023
2025,TLE2,year_group_3,1.00092874839023
2026,TLE2,year_group_3,1.00092874839023
2027,TLE2,year_group_3,1.00092874839023
2028,TLE2,year_group_3,1.00092874839023
2029,TLE2,year_group_3,1.00092874839023
2030,TLE2,year_group_3,1.00092874839023
2031,TLE2,year_group_3,1.00092874839023
2032,TLE2,year_group_3,1.00092874839023
2023,TLE3,year_group_3,1.00034089005055
2024,TLE3,year_group_3,1.00034089005055
2025,TLE3,year_group_3,1.00034089005055
2026,TLE3,year_group_3,1.00034089005055
2027,TLE3,year_group_3,1.00034089005055
2028,TLE3,year_group_3,1.00034089005055
2029,TLE3,year_group_3,1.00034089005055
2030,TLE3,year_group_3,1.00034089005055
2031,TLE3,year_group_3,1.00034089005055
2032,TLE3,year_group_3,1.00034089005055
2023,TLE4,year_group_3,1.00200166014335
2024,TLE4,year_group_3,1.00200166014335
2025,TLE4,year_group_3,1.00200166014335
2026,TLE4,year_group_3,1.00200166014335
2027,TLE4,year_group_3,1.00200166014335
2028,TLE4,year_group_3,1.00200166014335
2029,TLE4,year_group_3,1.00200166014335
2030,TLE4,year_group_3,1.00200166014335
2031,TLE4,year_group_3,1.00200166014335
2032,TLE4,year_group_3,1.00200166014335
2023,TLF1,year_group_3,1.00343761909649
2024,TLF1,year_group_3,1.00343761909649
2025,TLF1,year_group_3,1.00343761909649
2026,TLF1,year_group_3,1.00343761909649
2027,TLF1,year_group_3,1.00343761909649
2028,TLF1,year_group_3,1.00343761909649
2029,TLF1,year_group_3,1.00343761909649
2030,TLF1,year_group_3,1.00343761909649
2031,TLF1,year_group_3,1.00343761909649
2032,TLF1,year_group_3,1.00343761909649
2023,TLF2,year_group_3,1.0058315870536
2024,TLF2,year_group_3,1.0058315870536
2025,TLF2,year_group_3,1.0058315870536
2026,TLF2,year_group_3,1.0058315870536
2027,TLF2,year_group_3,1.0058315870536
2028,TLF2,year_group_3,1.0058315870536
2029,TLF2,year_group_3,1.0058315870536
2030,TLF2,year_group_3,1.0058315870536
2031,TLF2,year_group_3,1.0058315870536
2032,TLF2,year_group_3,1.0058315870536
2023,TLF3,year_group_3,1.00773509562277
2024,TLF3,year_group_3,1.00773509562277
2025,TLF3,year_group_3,1.00773509562277
2026,TLF3,year_group_3,1.00773509562277
2027,TLF3,year_group_3,1.00773509562277
2028,TLF3,year_group_3,1.00773509562277
2029,TLF3,year_group_3,1.00773509562277
2030,TLF3,year_group_3,1.00773509562277
2031,TLF3,year_group_3,1.00773509562277
2032,TLF3,year_group_3,1.00773509562277
2023,TLG1,year_group_3,1.01576371982517
2024,TLG1,year_group_3,1.01576371982517
2025,TLG1,year_group_3,1.01576371982517
2026,TLG1,year_group_3,1.01576371982517
2027,TLG1,year_group_3,1.01576371982517
2028,TLG1,year_group_3,1.01576371982517
2029,TLG1,year_group_3,1.01576371982517
2030,TLG1,year_group_3,1.01576371982517
2031,TLG1,year_group_3,1.01576371982517
2032,TLG1,year_group_3,1.01576371982517
2023,TLG2,year_group_3,1.00424144140358
2024,TLG2,year_group_3,1.00424144140358
2025,TLG2,year_group_3,1.00424144140358
2026,TLG2,year_group_3,1.00424144140358
2027,TLG2,year_group_3,1.00424144140358
2028,TLG2,year_group_3,1.00424144140358
2029,TLG2,year_group_3,1.00424144140358
2030,TLG2,year_group_3,1.00424144140358
2031,TLG2,year_group_3,1.00424144140358
2032,TLG2,year_group_3,1.00424144140358
2023,TLG3,year_group_3,1.00363768147645
2024,TLG3,year_group_3,1.00363768147645
2025,TLG3,year_group_3,1.00363768147645
2026,TLG3,year_group_3,1.00363768147645
2027,TLG3,year_group_3,1.00363768147645
2028,TLG3,year_group_3,1.00363768147645
2029,TLG3,year_group_3,1.00363768147645
2030,TLG3,year_group_3,1.00363768147645
2031,TLG3,year_group_3,1.00363768147645
2032,TLG3,year_group_3,1.00363768147645
2023,TLH1,year_group_3,0.999183284454063
2024,TLH1,year_group_3,0.999183284454063
2025,TLH1,year_group_3,0.999183284454063
2026,TLH1,year_group_3,0.999183284454063
2027,TLH1,year_group_3,0.999183284454063
2028,TLH1,year_group_3,0.999183284454063
2029,TLH1,year_group_3,0.999183284454063
2030,TLH1,year_group_3,0.999183284454063
2031,TLH1,year_group_3,0.999183284454063
2032,TLH1,year_group_3,0.999183284454063
2023,TLH2,year_group_3,0.997546283337333
2024,TLH2,year_group_3,0.997546283337333
2025,TLH2,year_group_3,0.997546283337333
2026,TLH2,year_group_3,0.997546283337333
2027,TLH2,year_group_3,0.997546283337333
2028,TLH2,year_group_3,0.997546283337333
2029,TLH2,year_group_3,0.997546283337333
2030,TLH2,year_group_3,0.997546283337333
2031,TLH2,year_group_3,0.997546283337333
2032,TLH2,year_group_3,0.997546283337333
2023,TLH3,year_group_3,1.00337630916386
2024,TLH3,year_group_3,1.00337630916386
2025,TLH3,year_group_3,1.00337630916386
2026,TLH3,year_group_3,1.00337630916386
2027,TLH3,year_group_3,1.00337630916386
2028,TLH3,year_group_3,1.00337630916386
2029,TLH3,year_group_3,1.00337630916386
2030,TLH3,year_group_3,1.00337630916386
2031,TLH3,year_group_3,1.00337630916386
2032,TLH3,year_group_3,1.00337630916386
2023,TLI3,year_group_3,0.973575484564763
2024,TLI3,year_group_3,0.973575484564763
2025,TLI3,year_group_3,0.973575484564763
2026,TLI3,year_group_3,0.973575484564763
2027,TLI3,year_group_3,0.973575484564763
2028,TLI3,year_group_3,0.973575484564763
2029,TLI3,year_group_3,0.973575484564763
2030,TLI3,year_group_3,0.973575484564763
2031,TLI3,year_group_3,0.973575484564763
2032,TLI3,year_group_3,0.973575484564763
2023,TLI4,year_group_3,0.982322798596461
2024,TLI4,year_group_3,0.982322798596461
2025,TLI4,year_group_3,0.982322798596461
2026,TLI4,year_group_3,0.982322798596461
2027,TLI4,year_group_3,0.982322798596461
2028,TLI4,year_group_3,0.982322798596461
2029,TLI4,year_group_3,0.982322798596461
2030,TLI4,year_group_3,0.982322798596461
2031,TLI4,year_group_3,0.982322798596461
2032,TLI4,year_group_3,0.982322798596461
2023,TLI5,year_group_3,0.991714956720786
2024,TLI5,year_group_3,0.991714956720786
2025,TLI5,year_group_3,0.991714956720786
2026,TLI5,year_group_3,0.991714956720786
2027,TLI5,year_group_3,0.991714956720786
2028,TLI5,year_group_3,0.991714956720786
2029,TLI5,year_group_3,0.991714956720786
2030,TLI5,year_group_3,0.991714956720786
2031,TLI5,year_group_3,0.991714956720786
2032,TLI5,year_group_3,0.991714956720786
2023,TLI6,year_group_3,0.988598260763166
2024,TLI6,year_group_3,0.988598260763166
2025,TLI6,year_group_3,0.988598260763166
2026,TLI6,year_group_3,0.988598260763166
2027,TLI6,year_group_3,0.988598260763166
2028,TLI6,year_group_3,0.988598260763166
2029,TLI6,year_group_3,0.988598260763166
2030,TLI6,year_group_3,0.988598260763166
2031,TLI6,year_group_3,0.988598260763166
2032,TLI6,year_group_3,0.988598260763166
2023,TLI7,year_group_3,0.989872116340643
2024,TLI7,year_group_3,0.989872116340643
2025,TLI7,year_group_3,0.989872116340643
2026,TLI7,year_group_3,0.989872116340643
2027,TLI7,year_group_3,0.989872116340643
2028,TLI7,year_group_3,0.989872116340643
2029,TLI7,year_group_3,0.989872116340643
2030,TLI7,year_group_3,0.989872116340643
2031,TLI7,year_group_3,0.989872116340643
2032,TLI7,year_group_3,0.989872116340643
2023,TLJ1,year_group_3,1.0140636453455
2024,TLJ1,year_group_3,1.0140636453455
2025,TLJ1,year_group_3,1.0140636453455
2026,TLJ1,year_group_3,1.0140636453455
2027,TLJ1,year_group_3,1.0140636453455
2028,TLJ1,year_group_3,1.0140636453455
2029,TLJ1,year_group_3,1.0140636453455
2030,TLJ1,year_group_3,1.0140636453455
2031,TLJ1,year_group_3,1.0140636453455
2032,TLJ1,year_group_3,1.0140636453455
2023,TLJ2,year_group_3,0.991432776284613
2024,TLJ2,year_group_3,0.991432776284613
2025,TLJ2,year_group_3,0.991432776284613
2026,TLJ2,year_group_3,0.991432776284613
2027,TLJ2,year_group_3,0.991432776284613
2028,TLJ2,year_group_3,0.991432776284613
