year_lag1,itl221cd,current_nc_year,previous_nc_year,previous_headcount
2012,TLE4,year_group_13,year_group_12,7971
2013,TLE4,year_group_13,year_group_12,7913
2014,TLE4,year_group_13,year_group_12,8017
2015,TLE4,year_group_13,year_group_12,8281
2016,TLE4,year_group_13,year_group_12,7879
2017,TLE4,year_group_13,year_group_12,8081
2018,TLE4,year_group_13,year_group_12,7404
2019,TLE4,year_group_13,year_group_12,7320
2020,TLE4,year_group_13,year_group_12,7089
2021,TLE4,year_group_13,year_group_12,6853
2022,TLE4,year_group_13,year_group_12,7408
2023,TLE4,year_group_13,year_group_12,7203
2012,TLI3,year_group_13,year_group_12,3684
2013,TLI3,year_group_13,year_group_12,4009
2014,TLI3,year_group_13,year_group_12,4029
2015,TLI3,year_group_13,year_group_12,4378
2016,TLI3,year_group_13,year_group_12,4315
2017,TLI3,year_group_13,year_group_12,4524
2018,TLI3,year_group_13,year_group_12,4773
2019,TLI3,year_group_13,year_group_12,5113
2020,TLI3,year_group_13,year_group_12,5335
2021,TLI3,year_group_13,year_group_12,5531
2022,TLI3,year_group_13,year_group_12,5884
2023,TLI3,year_group_13,year_group_12,5819
2012,TLI5,year_group_13,year_group_12,9131
2013,TLI5,year_group_13,year_group_12,9711
2014,TLI5,year_group_13,year_group_12,9151
2015,TLI5,year_group_13,year_group_12,9662
2016,TLI5,year_group_13,year_group_12,8898
2017,TLI5,year_group_13,year_group_12,9129
2018,TLI5,year_group_13,year_group_12,9481
2019,TLI5,year_group_13,year_group_12,9573
2020,TLI5,year_group_13,year_group_12,9437
2021,TLI5,year_group_13,year_group_12,10028
2022,TLI5,year_group_13,year_group_12,10555
2023,TLI5,year_group_13,year_group_12,10794
2012,TLI7,year_group_13,year_group_12,8274
2013,TLI7,year_group_13,year_group_12,8428
2014,TLI7,year_group_13,year_group_12,8517
2015,TLI7,year_group_13,year_group_12,8846
2016,TLI7,year_group_13,year_group_12,9355
2017,TLI7,year_group_13,year_group_12,9532
2018,TLI7,year_group_13,year_group_12,9668
2019,TLI7,year_group_13,year_group_12,10081
2020,TLI7,year_group_13,year_group_12,10437
2021,TLI7,year_group_13,year_group_12,11270
2022,TLI7,year_group_13,year_group_12,12109
2023,TLI7,year_group_13,year_group_12,12493
2012,TLI6,year_group_13,year_group_12,7073
2013,TLI6,year_group_13,year_group_12,7292
2014,TLI6,year_group_13,year_group_12,7638
2015,TLI6,year_group_13,year_group_12,7899
2016,TLI6,year_group_13,year_group_12,7930
2017,TLI6,year_group_13,year_group_12,7692
2018,TLI6,year_group_13,year_group_12,7878
2019,TLI6,year_group_13,year_group_12,8103
2020,TLI6,year_group_13,year_group_12,8198
2021,TLI6,year_group_13,year_group_12,8411
2022,TLI6,year_group_13,year_group_12,8849
2023,TLI6,year_group_13,year_group_12,8963
2012,TLI4,year_group_13,year_group_12,4780
2013,TLI4,year_group_13,year_group_12,5342
2014,TLI4,year_group_13,year_group_12,5351
2015,TLI4,year_group_13,year_group_12,6214
2016,TLI4,year_group_13,year_group_12,6612
2017,TLI4,year_group_13,year_group_12,6771
2018,TLI4,year_group_13,year_group_12,6994
2019,TLI4,year_group_13,year_group_12,7871
2020,TLI4,year_group_13,year_group_12,8068
2021,TLI4,year_group_13,year_group_12,9270
2022,TLI4,year_group_13,year_group_12,10171
2023,TLI4,year_group_13,year_group_12,10506
2012,TLC1,year_group_14,year_group_13,2
2013,TLC1,year_group_14,year_group_13,1
2014,TLC1,year_group_14,year_group_13,21
2015,TLC1,year_group_14,year_group_13,32
2016,TLC1,year_group_14,year_group_13,24
2017,TLC1,year_group_14,year_group_13,32
2018,TLC1,year_group_14,year_group_13,31
2019,TLC1,year_group_14,year_group_13,31
2020,TLC1,year_group_14,year_group_13,34
2021,TLC1,year_group_14,year_group_13,42
2022,TLC1,year_group_14,year_group_13,44
2023,TLC1,year_group_14,year_group_13,35
2012,TLD7,year_group_14,year_group_13,28
2013,TLD7,year_group_14,year_group_13,74
2014,TLD7,year_group_14,year_group_13,67
2015,TLD7,year_group_14,year_group_13,93
2016,TLD7,year_group_14,year_group_13,88
2017,TLD7,year_group_14,year_group_13,71
2018,TLD7,year_group_14,year_group_13,33
2019,TLD7,year_group_14,year_group_13,33
2020,TLD7,year_group_14,year_group_13,37
2021,TLD7,year_group_14,year_group_13,24
2022,TLD7,year_group_14,year_group_13,28
2023,TLD7,year_group_14,year_group_13,32
2012,TLD6,year_group_14,year_group_13,9
2013,TLD6,year_group_14,year_group_13,2
2014,TLD6,year_group_14,year_group_13,6
2015,TLD6,year_group_14,year_group_13,8
2016,TLD6,year_group_14,year_group_13,21
2017,TLD6,year_group_14,year_group_13,28
2018,TLD6,year_group_14,year_group_13,28
2019,TLD6,year_group_14,year_group_13,4
2020,TLD6,year_group_14,year_group_13,5
2021,TLD6,year_group_14,year_group_13,21
2022,TLD6,year_group_14,year_group_13,3
2023,TLD6,year_group_14,year_group_13,7
2012,TLD4,year_group_14,year_group_13,4
2013,TLD4,year_group_14,year_group_13,0
2014,TLD4,year_group_14,year_group_13,1
2015,TLD4,year_group_14,year_group_13,7
2016,TLD4,year_group_14,year_group_13,4
2017,TLD4,year_group_14,year_group_13,0
2018,TLD4,year_group_14,year_group_13,0
2019,TLD4,year_group_14,year_group_13,0
2020,TLD4,year_group_14,year_group_13,0
2021,TLD4,year_group_14,year_group_13,0
2022,TLD4,year_group_14,year_group_13,0
2023,TLD4,year_group_14,year_group_13,0
2012,TLE1,year_group_14,year_group_13,0
2013,TLE1,year_group_14,year_group_13,47
2014,TLE1,year_group_14,year_group_13,57
2015,TLE1,year_group_14,year_group_13,11
2016,TLE1,year_group_14,year_group_13,23
2017,TLE1,year_group_14,year_group_13,14
2018,TLE1,year_group_14,year_group_13,6
2019,TLE1,year_group_14,year_group_13,12
2020,TLE1,year_group_14,year_group_13,3
2021,TLE1,year_group_14,year_group_13,5
2022,TLE1,year_group_14,year_group_13,4
2023,TLE1,year_group_14,year_group_13,5
2012,TLE2,year_group_14,year_group_13,20
2013,TLE2,year_group_14,year_group_13,7
2014,TLE2,year_group_14,year_group_13,1
2015,TLE2,year_group_14,year_group_13,39
2016,TLE2,year_group_14,year_group_13,28
2017,TLE2,year_group_14,year_group_13,39
2018,TLE2,year_group_14,year_group_13,15
2019,TLE2,year_group_14,year_group_13,17
2020,TLE2,year_group_14,year_group_13,19
2021,TLE2,year_group_14,year_group_13,8
2022,TLE2,year_group_14,year_group_13,17
2023,TLE2,year_group_14,year_group_13,5
2012,TLF1,year_group_14,year_group_13,164
2013,TLF1,year_group_14,year_group_13,233
2014,TLF1,year_group_14,year_group_13,169
2015,TLF1,year_group_14,year_group_13,90
2016,TLF1,year_group_14,year_group_13,91
2017,TLF1,year_group_14,year_group_13,69
2018,TLF1,year_group_14,year_group_13,63
2019,TLF1,year_group_14,year_group_13,40
2020,TLF1,year_group_14,year_group_13,84
2021,TLF1,year_group_14,year_group_13,47
2022,TLF1,year_group_14,year_group_13,78
2023,TLF1,year_group_14,year_group_13,91
2012,TLF2,year_group_14,year_group_13,68
2013,TLF2,year_group_14,year_group_13,63
2014,TLF2,year_group_14,year_group_13,54
2015,TLF2,year_group_14,year_group_13,20
2016,TLF2,year_group_14,year_group_13,21
2017,TLF2,year_group_14,year_group_13,30
2018,TLF2,year_group_14,year_group_13,10
2019,TLF2,year_group_14,year_group_13,8
2020,TLF2,year_group_14,year_group_13,9
2021,TLF2,year_group_14,year_group_13,2
2022,TLF2,year_group_14,year_group_13,15
2023,TLF2,year_group_14,year_group_13,5
2012,TLG1,year_group_14,year_group_13,15
2013,TLG1,year_group_14,year_group_13,13
2014,TLG1,year_group_14,year_group_13,22
2015,TLG1,year_group_14,year_group_13,23
2016,TLG1,year_group_14,year_group_13,25
2017,TLG1,year_group_14,year_group_13,16
2018,TLG1,year_group_14,year_group_13,7
2019,TLG1,year_group_14,year_group_13,7
2020,TLG1,year_group_14,year_group_13,7
2021,TLG1,year_group_14,year_group_13,0
2022,TLG1,year_group_14,year_group_13,0
2023,TLG1,year_group_14,year_group_13,1
2012,TLG2,year_group_14,year_group_13,14
2013,TLG2,year_group_14,year_group_13,27
2014,TLG2,year_group_14,year_group_13,20
2015,TLG2,year_group_14,year_group_13,19
2016,TLG2,year_group_14,year_group_13,6
2017,TLG2,year_group_14,year_group_13,12
2018,TLG2,year_group_14,year_group_13,1
2019,TLG2,year_group_14,year_group_13,1
2020,TLG2,year_group_14,year_group_13,42
2021,TLG2,year_group_14,year_group_13,4
2022,TLG2,year_group_14,year_group_13,1
2023,TLG2,year_group_14,year_group_13,3
2012,TLK1,year_group_14,year_group_13,105
2013,TLK1,year_group_14,year_group_13,132
2014,TLK1,year_group_14,year_group_13,56
2015,TLK1,year_group_14,year_group_13,78
2016,TLK1,year_group_14,year_group_13,74
2017,TLK1,year_group_14,year_group_13,41
2018,TLK1,year_group_14,year_group_13,12
2019,TLK1,year_group_14,year_group_13,9
2020,TLK1,year_group_14,year_group_13,13
2021,TLK1,year_group_14,year_group_13,11
2022,TLK1,year_group_14,year_group_13,4
2023,TLK1,year_group_14,year_group_13,4
2012,TLK4,year_group_14,year_group_13,140
2013,TLK4,year_group_14,year_group_13,138
2014,TLK4,year_group_14,year_group_13,128
2015,TLK4,year_group_14,year_group_13,144
2016,TLK4,year_group_14,year_group_13,108
2017,TLK4,year_group_14,year_group_13,94
2018,TLK4,year_group_14,year_group_13,80
2019,TLK4,year_group_14,year_group_13,72
2020,TLK4,year_group_14,year_group_13,62
2021,TLK4,year_group_14,year_group_13,48
2022,TLK4,year_group_14,year_group_13,49
2023,TLK4,year_group_14,year_group_13,53
2012,TLH1,year_group_14,year_group_13,122
2013,TLH1,year_group_14,year_group_13,185
2014,TLH1,year_group_14,year_group_13,191
2015,TLH1,year_group_14,year_group_13,205
2016,TLH1,year_group_14,year_group_13,103
2017,TLH1,year_group_14,year_group_13,101
2018,TLH1,year_group_14,year_group_13,82
2019,TLH1,year_group_14,year_group_13,57
2020,TLH1,year_group_14,year_group_13,121
2021,TLH1,year_group_14,year_group_13,112
2022,TLH1,year_group_14,year_group_13,86
2023,TLH1,year_group_14,year_group_13,74
2012,TLH2,year_group_14,year_group_13,67
2013,TLH2,year_group_14,year_group_13,58
2014,TLH2,year_group_14,year_group_13,27
2015,TLH2,year_group_14,year_group_13,36
2016,TLH2,year_group_14,year_group_13,27
2017,TLH2,year_group_14,year_group_13,19
2018,TLH2,year_group_14,year_group_13,18
2019,TLH2,year_group_14,year_group_13,13
2020,TLH2,year_group_14,year_group_13,0
2021,TLH2,year_group_14,year_group_13,16
2022,TLH2,year_group_14,year_group_13,53
2023,TLH2,year_group_14,year_group_13,58
2012,TLH3,year_group_14,year_group_13,79
2013,TLH3,year_group_14,year_group_13,160
2014,TLH3,year_group_14,year_group_13,114
2015,TLH3,year_group_14,year_group_13,85
2016,TLH3,year_group_14,year_group_13,78
2017,TLH3,year_group_14,year_group_13,30
2018,TLH3,year_group_14,year_group_13,13
2019,TLH3,year_group_14,year_group_13,3
2020,TLH3,year_group_14,year_group_13,9
2021,TLH3,year_group_14,year_group_13,15
2022,TLH3,year_group_14,year_group_13,10
2023,TLH3,year_group_14,year_group_13,1
2012,TLJ4,year_group_14,year_group_13,202
2013,TLJ4,year_group_14,year_group_13,177
2014,TLJ4,year_group_14,year_group_13,149
2015,TLJ4,year_group_14,year_group_13,188
2016,TLJ4,year_group_14,year_group_13,142
2017,TLJ4,year_group_14,year_group_13,106
2018,TLJ4,year_group_14,year_group_13,87
2019,TLJ4,year_group_14,year_group_13,69
2020,TLJ4,year_group_14,year_group_13,30
2021,TLJ4,year_group_14,year_group_13,61
2022,TLJ4,year_group_14,year_group_13,39
2023,TLJ4,year_group_14,year_group_13,46
2012,TLJ1,year_group_14,year_group_13,72
2013,TLJ1,year_group_14,year_group_13,82
2014,TLJ1,year_group_14,year_group_13,90
2015,TLJ1,year_group_14,year_group_13,97
2016,TLJ1,year_group_14,year_group_13,55
2017,TLJ1,year_group_14,year_group_13,77
2018,TLJ1,year_group_14,year_group_13,43
2019,TLJ1,year_group_14,year_group_13,44
2020,TLJ1,year_group_14,year_group_13,45
2021,TLJ1,year_group_14,year_group_13,19
2022,TLJ1,year_group_14,year_group_13,26
2023,TLJ1,year_group_14,year_group_13,38
2012,TLJ2,year_group_14,year_group_13,5
2013,TLJ2,year_group_14,year_group_13,26
2014,TLJ2,year_group_14,year_group_13,14
2015,TLJ2,year_group_14,year_group_13,2
2016,TLJ2,year_group_14,year_group_13,114
2017,TLJ2,year_group_14,year_group_13,30
2018,TLJ2,year_group_14,year_group_13,13
2019,TLJ2,year_group_14,year_group_13,18
2020,TLJ2,year_group_14,year_group_13,19
2021,TLJ2,year_group_14,year_group_13,17
2022,TLJ2,year_group_14,year_group_13,22
2023,TLJ2,year_group_14,year_group_13,17
2012,TLJ3,year_group_14,year_group_13,0
2013,TLJ3,year_group_14,year_group_13,13
2014,TLJ3,year_group_14,year_group_13,20
2015,TLJ3,year_group_14,year_group_13,30
2016,TLJ3,year_group_14,year_group_13,52
2017,TLJ3,year_group_14,year_group_13,39
2018,TLJ3,year_group_14,year_group_13,30
2019,TLJ3,year_group_14,year_group_13,20
2020,TLJ3,year_group_14,year_group_13,32
2021,TLJ3,year_group_14,year_group_13,18
2022,TLJ3,year_group_14,year_group_13,4
2023,TLJ3,year_group_14,year_group_13,6
2012,TLK3,year_group_14,year_group_13,8
2013,TLK3,year_group_14,year_group_13,0
2014,TLK3,year_group_14,year_group_13,0
2015,TLK3,year_group_14,year_group_13,0
2016,TLK3,year_group_14,year_group_13,6
2017,TLK3,year_group_14,year_group_13,4
2018,TLK3,year_group_14,year_group_13,0
2019,TLK3,year_group_14,year_group_13,1
2020,TLK3,year_group_14,year_group_13,1
2021,TLK3,year_group_14,year_group_13,0
2022,TLK3,year_group_14,year_group_13,0
2023,TLK3,year_group_14,year_group_13,0
2012,TLC2,year_group_14,year_group_13,64
2013,TLC2,year_group_14,year_group_13,65
2014,TLC2,year_group_14,year_group_13,78
2015,TLC2,year_group_14,year_group_13,54
2016,TLC2,year_group_14,year_group_13,51
2017,TLC2,year_group_14,year_group_13,39
2018,TLC2,year_group_14,year_group_13,22
2019,TLC2,year_group_14,year_group_13,31
2020,TLC2,year_group_14,year_group_13,19
2021,TLC2,year_group_14,year_group_13,13
2022,TLC2,year_group_14,year_group_13,16
2023,TLC2,year_group_14,year_group_13,11
2012,TLK2,year_group_14,year_group_13,146
2013,TLK2,year_group_14,year_group_13,129
2014,TLK2,year_group_14,year_group_13,115
2015,TLK2,year_group_14,year_group_13,189
2016,TLK2,year_group_14,year_group_13,101
2017,TLK2,year_group_14,year_group_13,92
2018,TLK2,year_group_14,year_group_13,33
2019,TLK2,year_group_14,year_group_13,31
2020,TLK2,year_group_14,year_group_13,34
2021,TLK2,year_group_14,year_group_13,26
2022,TLK2,year_group_14,year_group_13,32
2023,TLK2,year_group_14,year_group_13,31
2012,TLD1,year_group_14,year_group_13,1
2013,TLD1,year_group_14,year_group_13,0
2014,TLD1,year_group_14,year_group_13,0
2015,TLD1,year_group_14,year_group_13,0
2016,TLD1,year_group_14,year_group_13,2
2017,TLD1,year_group_14,year_group_13,11
2018,TLD1,year_group_14,year_group_13,4
2019,TLD1,year_group_14,year_group_13,0
2020,TLD1,year_group_14,year_group_13,1
2021,TLD1,year_group_14,year_group_13,0
2022,TLD1,year_group_14,year_group_13,0
2023,TLD1,year_group_14,year_group_13,0
2012,TLF3,year_group_14,year_group_13,42
2013,TLF3,year_group_14,year_group_13,70
2014,TLF3,year_group_14,year_group_13,94
2015,TLF3,year_group_14,year_group_13,46
2016,TLF3,year_group_14,year_group_13,51
2017,TLF3,year_group_14,year_group_13,23
2018,TLF3,year_group_14,year_group_13,9
2019,TLF3,year_group_14,year_group_13,18
2020,TLF3,year_group_14,year_group_13,2
2021,TLF3,year_group_14,year_group_13,12
2022,TLF3,year_group_14,year_group_13,22
2023,TLF3,year_group_14,year_group_13,3
2012,TLD3,year_group_14,year_group_13,0
2013,TLD3,year_group_14,year_group_13,0
2014,TLD3,year_group_14,year_group_13,7
2015,TLD3,year_group_14,year_group_13,47
2016,TLD3,year_group_14,year_group_13,20
2017,TLD3,year_group_14,year_group_13,29
2018,TLD3,year_group_14,year_group_13,3
2019,TLD3,year_group_14,year_group_13,1
2020,TLD3,year_group_14,year_group_13,0
2021,TLD3,year_group_14,year_group_13,0
2022,TLD3,year_group_14,year_group_13,2
2023,TLD3,year_group_14,year_group_13,0
2012,TLE3,year_group_14,year_group_13,36
2013,TLE3,year_group_14,year_group_13,28
2014,TLE3,year_group_14,year_group_13,45
2015,TLE3,year_group_14,year_group_13,79
2016,TLE3,year_group_14,year_group_13,50
2017,TLE3,year_group_14,year_group_13,30
2018,TLE3,year_group_14,year_group_13,38
2019,TLE3,year_group_14,year_group_13,11
2020,TLE3,year_group_14,year_group_13,15
2021,TLE3,year_group_14,year_group_13,7
2022,TLE3,year_group_14,year_group_13,6
2023,TLE3,year_group_14,year_group_13,22
2012,TLG3,year_group_14,year_group_13,314
2013,TLG3,year_group_14,year_group_13,312
2014,TLG3,year_group_14,year_group_13,147
2015,TLG3,year_group_14,year_group_13,162
2016,TLG3,year_group_14,year_group_13,272
2017,TLG3,year_group_14,year_group_13,127
2018,TLG3,year_group_14,year_group_13,137
2019,TLG3,year_group_14,year_group_13,37
2020,TLG3,year_group_14,year_group_13,16
2021,TLG3,year_group_14,year_group_13,49
2022,TLG3,year_group_14,year_group_13,30
2023,TLG3,year_group_14,year_group_13,43
2012,TLE4,year_group_14,year_group_13,96
2013,TLE4,year_group_14,year_group_13,131
2014,TLE4,year_group_14,year_group_13,91
2015,TLE4,year_group_14,year_group_13,70
2016,TLE4,year_group_14,year_group_13,37
2017,TLE4,year_group_14,year_group_13,46
2018,TLE4,year_group_14,year_group_13,29
2019,TLE4,year_group_14,year_group_13,14
2020,TLE4,year_group_14,year_group_13,20
2021,TLE4,year_group_14,year_group_13,12
