time_period,old_la_code,new_la_code,la_name,nc_year,full_time,part_time,headcount,fte
201112,201,E09000001,City of London,reception,30,0,30,30
201112,201,E09000001,City of London,year_group_1,30,0,30,30
201112,201,E09000001,City of London,year_group_10,0,0,0,0
201112,201,E09000001,City of London,year_group_11,0,0,0,0
201112,201,E09000001,City of London,year_group_12,0,0,0,0
201112,201,E09000001,City of London,year_group_13,0,0,0,0
201112,201,E09000001,City of London,year_group_14,0,0,0,0
201112,201,E09000001,City of London,year_group_2,30,0,30,30
201112,201,E09000001,City of London,year_group_3,29,0,29,29
201112,201,E09000001,City of London,year_group_4,29,0,29,29
201112,201,E09000001,City of London,year_group_5,30,0,30,30
201112,201,E09000001,City of London,year_group_6,30,0,30,30
201112,201,E09000001,City of London,year_group_7,0,0,0,0
201112,201,E09000001,City of London,year_group_8,0,0,0,0
201112,201,E09000001,City of London,year_group_9,0,0,0,0
201112,202,E09000007,Camden,reception,1584,0,1584,1584
201112,202,E09000007,Camden,year_group_1,1549,0,1549,1549
201112,202,E09000007,Camden,year_group_10,1534,0,1534,1534
201112,202,E09000007,Camden,year_group_11,1500,0,1500,1500
201112,202,E09000007,Camden,year_group_12,1426,0,1426,1426
201112,202,E09000007,Camden,year_group_13,1013,0,1013,1013
201112,202,E09000007,Camden,year_group_14,0,0,0,0
201112,202,E09000007,Camden,year_group_2,1546,0,1546,1546
201112,202,E09000007,Camden,year_group_3,1483,0,1483,1483
201112,202,E09000007,Camden,year_group_4,1471,0,1471,1471
201112,202,E09000007,Camden,year_group_5,1414,0,1414,1414
201112,202,E09000007,Camden,year_group_6,1457,0,1457,1457
201112,202,E09000007,Camden,year_group_7,1426,0,1426,1426
201112,202,E09000007,Camden,year_group_8,1405,0,1405,1405
201112,202,E09000007,Camden,year_group_9,1403,0,1403,1403
201112,203,E09000011,Greenwich,reception,3326,0,3326,3326
201112,203,E09000011,Greenwich,year_group_1,3136,0,3136,3136
201112,203,E09000011,Greenwich,year_group_10,2230,0,2230,2230
201112,203,E09000011,Greenwich,year_group_11,2252,0,2252,2252
201112,203,E09000011,Greenwich,year_group_12,1476,0,1476,1476
201112,203,E09000011,Greenwich,year_group_13,1583,0,1583,1583
201112,203,E09000011,Greenwich,year_group_14,12,0,12,12
201112,203,E09000011,Greenwich,year_group_2,2989,0,2989,2989
201112,203,E09000011,Greenwich,year_group_3,2840,0,2840,2840
201112,203,E09000011,Greenwich,year_group_4,2693,0,2693,2693
201112,203,E09000011,Greenwich,year_group_5,2532,0,2532,2532
201112,203,E09000011,Greenwich,year_group_6,2480,0,2480,2480
201112,203,E09000011,Greenwich,year_group_7,2169,0,2169,2169
201112,203,E09000011,Greenwich,year_group_8,2153,0,2153,2153
201112,203,E09000011,Greenwich,year_group_9,2204,0,2204,2204
201112,204,E09000012,Hackney,reception,2571,1,2572,2571.5
201112,204,E09000012,Hackney,year_group_1,2619,0,2619,2619
201112,204,E09000012,Hackney,year_group_10,1653,0,1653,1653
201112,204,E09000012,Hackney,year_group_11,1702,0,1702,1702
201112,204,E09000012,Hackney,year_group_12,702,0,702,702
201112,204,E09000012,Hackney,year_group_13,365,0,365,365
201112,204,E09000012,Hackney,year_group_14,26,0,26,26
201112,204,E09000012,Hackney,year_group_2,2463,0,2463,2463
201112,204,E09000012,Hackney,year_group_3,2368,0,2368,2368
201112,204,E09000012,Hackney,year_group_4,2350,0,2350,2350
201112,204,E09000012,Hackney,year_group_5,2091,0,2091,2091
201112,204,E09000012,Hackney,year_group_6,2190,0,2190,2190
201112,204,E09000012,Hackney,year_group_7,2060,0,2060,2060
201112,204,E09000012,Hackney,year_group_8,1998,0,1998,1998
201112,204,E09000012,Hackney,year_group_9,1794,0,1794,1794
201112,205,E09000013,Hammersmith and Fulham,reception,1481,0,1481,1481
201112,205,E09000013,Hammersmith and Fulham,year_group_1,1441,0,1441,1441
201112,205,E09000013,Hammersmith and Fulham,year_group_10,1211,0,1211,1211
201112,205,E09000013,Hammersmith and Fulham,year_group_11,1131,0,1131,1131
201112,205,E09000013,Hammersmith and Fulham,year_group_12,1083,0,1083,1083
201112,205,E09000013,Hammersmith and Fulham,year_group_13,657,0,657,657
201112,205,E09000013,Hammersmith and Fulham,year_group_14,0,0,0,0
201112,205,E09000013,Hammersmith and Fulham,year_group_2,1387,0,1387,1387
201112,205,E09000013,Hammersmith and Fulham,year_group_3,1303,0,1303,1303
201112,205,E09000013,Hammersmith and Fulham,year_group_4,1225,0,1225,1225
201112,205,E09000013,Hammersmith and Fulham,year_group_5,1172,0,1172,1172
201112,205,E09000013,Hammersmith and Fulham,year_group_6,1154,0,1154,1154
201112,205,E09000013,Hammersmith and Fulham,year_group_7,1356,0,1356,1356
201112,205,E09000013,Hammersmith and Fulham,year_group_8,1117,0,1117,1117
201112,205,E09000013,Hammersmith and Fulham,year_group_9,1115,0,1115,1115
201112,206,E09000019,Islington,reception,2017,3,2020,2018.5
201112,206,E09000019,Islington,year_group_1,1901,0,1901,1901
201112,206,E09000019,Islington,year_group_10,1601,0,1601,1601
201112,206,E09000019,Islington,year_group_11,1604,0,1604,1604
201112,206,E09000019,Islington,year_group_12,485,0,485,485
201112,206,E09000019,Islington,year_group_13,250,0,250,250
201112,206,E09000019,Islington,year_group_14,0,0,0,0
201112,206,E09000019,Islington,year_group_2,1820,0,1820,1820
201112,206,E09000019,Islington,year_group_3,1803,0,1803,1803
201112,206,E09000019,Islington,year_group_4,1744,0,1744,1744
201112,206,E09000019,Islington,year_group_5,1702,0,1702,1702
201112,206,E09000019,Islington,year_group_6,1720,0,1720,1720
201112,206,E09000019,Islington,year_group_7,1465,0,1465,1465
201112,206,E09000019,Islington,year_group_8,1481,0,1481,1481
201112,206,E09000019,Islington,year_group_9,1529,0,1529,1529
201112,207,E09000020,Kensington and Chelsea,reception,1013,1,1014,1013.5
201112,207,E09000020,Kensington and Chelsea,year_group_1,971,0,971,971
201112,207,E09000020,Kensington and Chelsea,year_group_10,617,0,617,617
201112,207,E09000020,Kensington and Chelsea,year_group_11,608,0,608,608
201112,207,E09000020,Kensington and Chelsea,year_group_12,357,0,357,357
201112,207,E09000020,Kensington and Chelsea,year_group_13,208,0,208,208
201112,207,E09000020,Kensington and Chelsea,year_group_14,0,0,0,0
201112,207,E09000020,Kensington and Chelsea,year_group_2,961,0,961,961
201112,207,E09000020,Kensington and Chelsea,year_group_3,955,0,955,955
201112,207,E09000020,Kensington and Chelsea,year_group_4,905,0,905,905
201112,207,E09000020,Kensington and Chelsea,year_group_5,908,0,908,908
201112,207,E09000020,Kensington and Chelsea,year_group_6,877,0,877,877
201112,207,E09000020,Kensington and Chelsea,year_group_7,739,0,739,739
201112,207,E09000020,Kensington and Chelsea,year_group_8,764,0,764,764
201112,207,E09000020,Kensington and Chelsea,year_group_9,771,0,771,771
201112,208,E09000022,Lambeth,reception,3153,3,3156,3154.5
201112,208,E09000022,Lambeth,year_group_1,3060,0,3060,3060
201112,208,E09000022,Lambeth,year_group_10,1935,0,1935,1935
201112,208,E09000022,Lambeth,year_group_11,1797,0,1797,1797
201112,208,E09000022,Lambeth,year_group_12,657,0,657,657
201112,208,E09000022,Lambeth,year_group_13,499,0,499,499
201112,208,E09000022,Lambeth,year_group_14,3,0,3,3
201112,208,E09000022,Lambeth,year_group_2,2922,0,2922,2922
201112,208,E09000022,Lambeth,year_group_3,2812,0,2812,2812
201112,208,E09000022,Lambeth,year_group_4,2722,0,2722,2722
201112,208,E09000022,Lambeth,year_group_5,2524,0,2524,2524
201112,208,E09000022,Lambeth,year_group_6,2499,0,2499,2499
201112,208,E09000022,Lambeth,year_group_7,1948,0,1948,1948
201112,208,E09000022,Lambeth,year_group_8,1960,0,1960,1960
201112,208,E09000022,Lambeth,year_group_9,1958,0,1958,1958
201112,209,E09000023,Lewisham,reception,3601,0,3601,3601
201112,209,E09000023,Lewisham,year_group_1,3550,0,3550,3550
201112,209,E09000023,Lewisham,year_group_10,2407,0,2407,2407
201112,209,E09000023,Lewisham,year_group_11,2273,0,2273,2273
201112,209,E09000023,Lewisham,year_group_12,1121,0,1121,1121
201112,209,E09000023,Lewisham,year_group_13,846,0,846,846
201112,209,E09000023,Lewisham,year_group_14,25,0,25,25
201112,209,E09000023,Lewisham,year_group_2,3279,0,3279,3279
201112,209,E09000023,Lewisham,year_group_3,3032,0,3032,3032
201112,209,E09000023,Lewisham,year_group_4,2912,0,2912,2912
201112,209,E09000023,Lewisham,year_group_5,2758,0,2758,2758
201112,209,E09000023,Lewisham,year_group_6,2610,0,2610,2610
201112,209,E09000023,Lewisham,year_group_7,2413,0,2413,2413
201112,209,E09000023,Lewisham,year_group_8,2190,0,2190,2190
201112,209,E09000023,Lewisham,year_group_9,2224,0,2224,2224
201112,210,E09000028,Southwark,reception,3354,2,3356,3355
201112,210,E09000028,Southwark,year_group_1,3225,0,3225,3225
201112,210,E09000028,Southwark,year_group_10,2420,0,2420,2420
201112,210,E09000028,Southwark,year_group_11,2314,0,2314,2314
201112,210,E09000028,Southwark,year_group_12,754,0,754,754
201112,210,E09000028,Southwark,year_group_13,551,0,551,551
201112,210,E09000028,Southwark,year_group_14,36,0,36,36
201112,210,E09000028,Southwark,year_group_2,3211,0,3211,3211
201112,210,E09000028,Southwark,year_group_3,2956,0,2956,2956
201112,210,E09000028,Southwark,year_group_4,2872,0,2872,2872
201112,210,E09000028,Southwark,year_group_5,2705,0,2705,2705
201112,210,E09000028,Southwark,year_group_6,2676,0,2676,2676
201112,210,E09000028,Southwark,year_group_7,2404,0,2404,2404
201112,210,E09000028,Southwark,year_group_8,2407,0,2407,2407
201112,210,E09000028,Southwark,year_group_9,2393,0,2393,2393
201112,211,E09000030,Tower Hamlets,reception,3180,31,3211,3195.5
201112,211,E09000030,Tower Hamlets,year_group_1,3270,0,3270,3270
201112,211,E09000030,Tower Hamlets,year_group_10,2645,0,2645,2645
201112,211,E09000030,Tower Hamlets,year_group_11,2541,0,2541,2541
201112,211,E09000030,Tower Hamlets,year_group_12,1392,0,1392,1392
201112,211,E09000030,Tower Hamlets,year_group_13,851,0,851,851
201112,211,E09000030,Tower Hamlets,year_group_14,84,0,84,84
201112,211,E09000030,Tower Hamlets,year_group_2,3104,0,3104,3104
201112,211,E09000030,Tower Hamlets,year_group_3,3161,0,3161,3161
201112,211,E09000030,Tower Hamlets,year_group_4,2999,0,2999,2999
201112,211,E09000030,Tower Hamlets,year_group_5,2887,0,2887,2887
201112,211,E09000030,Tower Hamlets,year_group_6,2778,0,2778,2778
201112,211,E09000030,Tower Hamlets,year_group_7,2526,0,2526,2526
201112,211,E09000030,Tower Hamlets,year_group_8,2474,0,2474,2474
201112,211,E09000030,Tower Hamlets,year_group_9,2575,0,2575,2575
201112,212,E09000032,Wandsworth,reception,2752,7,2759,2755.5
201112,212,E09000032,Wandsworth,year_group_1,2501,0,2501,2501
201112,212,E09000032,Wandsworth,year_group_10,1893,0,1893,1893
201112,212,E09000032,Wandsworth,year_group_11,1823,0,1823,1823
201112,212,E09000032,Wandsworth,year_group_12,1441,0,1441,1441
201112,212,E09000032,Wandsworth,year_group_13,1081,0,1081,1081
201112,212,E09000032,Wandsworth,year_group_14,0,0,0,0
201112,212,E09000032,Wandsworth,year_group_2,2390,0,2390,2390
201112,212,E09000032,Wandsworth,year_group_3,2300,0,2300,2300
201112,212,E09000032,Wandsworth,year_group_4,2206,0,2206,2206
201112,212,E09000032,Wandsworth,year_group_5,2120,0,2120,2120
201112,212,E09000032,Wandsworth,year_group_6,2041,0,2041,2041
201112,212,E09000032,Wandsworth,year_group_7,1654,0,1654,1654
201112,212,E09000032,Wandsworth,year_group_8,1769,0,1769,1769
201112,212,E09000032,Wandsworth,year_group_9,1771,0,1771,1771
201112,213,E09000033,Westminster,reception,1612,1,1613,1612.5
201112,213,E09000033,Westminster,year_group_1,1623,0,1623,1623
201112,213,E09000033,Westminster,year_group_10,1439,0,1439,1439
201112,213,E09000033,Westminster,year_group_11,1414,0,1414,1414
201112,213,E09000033,Westminster,year_group_12,1007,0,1007,1007
201112,213,E09000033,Westminster,year_group_13,725,0,725,725
201112,213,E09000033,Westminster,year_group_14,0,0,0,0
201112,213,E09000033,Westminster,year_group_2,1573,0,1573,1573
201112,213,E09000033,Westminster,year_group_3,1552,0,1552,1552
201112,213,E09000033,Westminster,year_group_4,1503,0,1503,1503
201112,213,E09000033,Westminster,year_group_5,1439,0,1439,1439
201112,213,E09000033,Westminster,year_group_6,1413,0,1413,1413
201112,213,E09000033,Westminster,year_group_7,1576,0,1576,1576
201112,213,E09000033,Westminster,year_group_8,1525,0,1525,1525
201112,213,E09000033,Westminster,year_group_9,1499,0,1499,1499
201112,301,E09000002,Barking and Dagenham,reception,3411,0,3411,3411
201112,301,E09000002,Barking and Dagenham,year_group_1,3199,0,3199,3199
201112,301,E09000002,Barking and Dagenham,year_group_10,2333,0,2333,2333
201112,301,E09000002,Barking and Dagenham,year_group_11,2168,0,2168,2168
201112,301,E09000002,Barking and Dagenham,year_group_12,1284,0,1284,1284
201112,301,E09000002,Barking and Dagenham,year_group_13,1041,0,1041,1041
201112,301,E09000002,Barking and Dagenham,year_group_14,0,0,0,0
201112,301,E09000002,Barking and Dagenham,year_group_2,3035,0,3035,3035
201112,301,E09000002,Barking and Dagenham,year_group_3,2826,0,2826,2826
201112,301,E09000002,Barking and Dagenham,year_group_4,2625,0,2625,2625
201112,301,E09000002,Barking and Dagenham,year_group_5,2524,0,2524,2524
201112,301,E09000002,Barking and Dagenham,year_group_6,2440,0,2440,2440
201112,301,E09000002,Barking and Dagenham,year_group_7,2185,0,2185,2185
201112,301,E09000002,Barking and Dagenham,year_group_8,2163,0,2163,2163
201112,301,E09000002,Barking and Dagenham,year_group_9,2210,0,2210,2210
201112,302,E09000003,Barnet,reception,4001,59,4060,4030.5
201112,302,E09000003,Barnet,year_group_1,3881,0,3881,3881
201112,302,E09000003,Barnet,year_group_10,3539,0,3539,3539
201112,302,E09000003,Barnet,year_group_11,3405,0,3405,3405
201112,302,E09000003,Barnet,year_group_12,2659,0,2659,2659
201112,302,E09000003,Barnet,year_group_13,1962,0,1962,1962
201112,302,E09000003,Barnet,year_group_14,39,0,39,39
201112,302,E09000003,Barnet,year_group_2,3834,0,3834,3834
201112,302,E09000003,Barnet,year_group_3,3622,0,3622,3622
201112,302,E09000003,Barnet,year_group_4,3546,0,3546,3546
201112,302,E09000003,Barnet,year_group_5,3404,0,3404,3404
201112,302,E09000003,Barnet,year_group_6,3352,0,3352,3352
201112,302,E09000003,Barnet,year_group_7,3603,0,3603,3603
201112,302,E09000003,Barnet,year_group_8,3561,0,3561,3561
201112,302,E09000003,Barnet,year_group_9,3456,0,3456,3456
201112,303,E09000004,Bexley,reception,3133,2,3135,3134
201112,303,E09000004,Bexley,year_group_1,2907,0,2907,2907
201112,303,E09000004,Bexley,year_group_10,3250,0,3250,3250
201112,303,E09000004,Bexley,year_group_11,3277,0,3277,3277
201112,303,E09000004,Bexley,year_group_12,1830,0,1830,1830
201112,303,E09000004,Bexley,year_group_13,1439,0,1439,1439
201112,303,E09000004,Bexley,year_group_14,11,0,11,11
201112,303,E09000004,Bexley,year_group_2,2960,0,2960,2960
201112,303,E09000004,Bexley,year_group_3,2785,0,2785,2785
201112,303,E09000004,Bexley,year_group_4,2718,0,2718,2718
201112,303,E09000004,Bexley,year_group_5,2655,0,2655,2655
201112,303,E09000004,Bexley,year_group_6,2733,0,2733,2733
201112,303,E09000004,Bexley,year_group_7,3288,0,3288,3288
201112,303,E09000004,Bexley,year_group_8,3359,0,3359,3359
201112,303,E09000004,Bexley,year_group_9,3230,0,3230,3230
201112,304,E09000005,Brent,reception,3639,0,3639,3639
201112,304,E09000005,Brent,year_group_1,3638,0,3638,3638
201112,304,E09000005,Brent,year_group_10,2978,0,2978,2978
201112,304,E09000005,Brent,year_group_11,2955,0,2955,2955
201112,304,E09000005,Brent,year_group_12,2166,0,2166,2166
201112,304,E09000005,Brent,year_group_13,1367,0,1367,1367
201112,304,E09000005,Brent,year_group_14,25,0,25,25
201112,304,E09000005,Brent,year_group_2,3476,0,3476,3476
201112,304,E09000005,Brent,year_group_3,3441,0,3441,3441
201112,304,E09000005,Brent,year_group_4,3308,0,3308,3308
201112,304,E09000005,Brent,year_group_5,3101,0,3101,3101
201112,304,E09000005,Brent,year_group_6,3043,0,3043,3043
201112,304,E09000005,Brent,year_group_7,2956,0,2956,2956
201112,304,E09000005,Brent,year_group_8,2944,0,2944,2944
201112,304,E09000005,Brent,year_group_9,2899,0,2899,2899
201112,305,E09000006,Bromley,reception,3745,0,3745,3745
201112,305,E09000006,Bromley,year_group_1,3470,0,3470,3470
201112,305,E09000006,Bromley,year_group_10,3500,0,3500,3500
201112,305,E09000006,Bromley,year_group_11,3318,0,3318,3318
201112,305,E09000006,Bromley,year_group_12,2917,0,2917,2917
201112,305,E09000006,Bromley,year_group_13,2354,0,2354,2354
201112,305,E09000006,Bromley,year_group_14,64,0,64,64
201112,305,E09000006,Bromley,year_group_2,3487,0,3487,3487
201112,305,E09000006,Bromley,year_group_3,3440,0,3440,3440
201112,305,E09000006,Bromley,year_group_4,3346,0,3346,3346
201112,305,E09000006,Bromley,year_group_5,3161,0,3161,3161
201112,305,E09000006,Bromley,year_group_6,3196,0,3196,3196
201112,305,E09000006,Bromley,year_group_7,3356,0,3356,3356
201112,305,E09000006,Bromley,year_group_8,3438,0,3438,3438
201112,305,E09000006,Bromley,year_group_9,3468,0,3468,3468
201112,306,E09000008,Croydon,reception,4567,1,4568,4567.5
201112,306,E09000008,Croydon,year_group_1,4340,0,4340,4340
201112,306,E09000008,Croydon,year_group_10,3854,0,3854,3854
201112,306,E09000008,Croydon,year_group_11,3745,0,3745,3745
201112,306,E09000008,Croydon,year_group_12,1896,0,1896,1896
201112,306,E09000008,Croydon,year_group_13,1459,0,1459,1459
201112,306,E09000008,Croydon,year_group_14,95,0,95,95
201112,306,E09000008,Croydon,year_group_2,4299,0,4299,4299
201112,306,E09000008,Croydon,year_group_3,4080,0,4080,4080
201112,306,E09000008,Croydon,year_group_4,3969,0,3969,3969
201112,306,E09000008,Croydon,year_group_5,3808,0,3808,3808
201112,306,E09000008,Croydon,year_group_6,3774,0,3774,3774
201112,306,E09000008,Croydon,year_group_7,3612,0,3612,3612
201112,306,E09000008,Croydon,year_group_8,3586,0,3586,3586
201112,306,E09000008,Croydon,year_group_9,3579,0,3579,3579
201112,307,E09000009,Ealing,reception,4262,2,4264,4263
201112,307,E09000009,Ealing,year_group_1,4124,0,4124,4124
201112,307,E09000009,Ealing,year_group_10,2953,0,2953,2953
201112,307,E09000009,Ealing,year_group_11,2916,0,2916,2916
201112,307,E09000009,Ealing,year_group_12,1979,0,1979,1979
201112,307,E09000009,Ealing,year_group_13,1408,0,1408,1408
201112,307,E09000009,Ealing,year_group_14,31,0,31,31
201112,307,E09000009,Ealing,year_group_2,4014,0,4014,4014
201112,307,E09000009,Ealing,year_group_3,3674,0,3674,3674
201112,307,E09000009,Ealing,year_group_4,3604,0,3604,3604
201112,307,E09000009,Ealing,year_group_5,3409,0,3409,3409
201112,307,E09000009,Ealing,year_group_6,3381,0,3381,3381
201112,307,E09000009,Ealing,year_group_7,2730,0,2730,2730
201112,307,E09000009,Ealing,year_group_8,2872,0,2872,2872
201112,307,E09000009,Ealing,year_group_9,2977,0,2977,2977
201112,308,E09000010,Enfield,reception,4194,245,4439,4316.5
201112,308,E09000010,Enfield,year_group_1,4326,0,4326,4326
201112,308,E09000010,Enfield,year_group_10,3803,0,3803,3803
201112,308,E09000010,Enfield,year_group_11,3706,0,3706,3706
201112,308,E09000010,Enfield,year_group_12,2298,1,2299,2298.5
201112,308,E09000010,Enfield,year_group_13,1539,0,1539,1539
201112,308,E09000010,Enfield,year_group_14,68,0,68,68
201112,308,E09000010,Enfield,year_group_2,4145,0,4145,4145
201112,308,E09000010,Enfield,year_group_3,4052,0,4052,4052
201112,308,E09000010,Enfield,year_group_4,3822,0,3822,3822
201112,308,E09000010,Enfield,year_group_5,3726,0,3726,3726
201112,308,E09000010,Enfield,year_group_6,3685,0,3685,3685
201112,308,E09000010,Enfield,year_group_7,3614,0,3614,3614
201112,308,E09000010,Enfield,year_group_8,3692,0,3692,3692
201112,308,E09000010,Enfield,year_group_9,3782,0,3782,3782
201112,309,E09000014,Haringey,reception,3165,5,3170,3167.5
201112,309,E09000014,Haringey,year_group_1,2964,0,2964,2964
201112,309,E09000014,Haringey,year_group_10,2268,0,2268,2268
201112,309,E09000014,Haringey,year_group_11,2241,0,2241,2241
201112,309,E09000014,Haringey,year_group_12,1402,0,1402,1402
201112,309,E09000014,Haringey,year_group_13,1051,0,1051,1051
201112,309,E09000014,Haringey,year_group_14,31,0,31,31
201112,309,E09000014,Haringey,year_group_2,2987,0,2987,2987
201112,309,E09000014,Haringey,year_group_3,2932,0,2932,2932
201112,309,E09000014,Haringey,year_group_4,2862,0,2862,2862
201112,309,E09000014,Haringey,year_group_5,2700,0,2700,2700
201112,309,E09000014,Haringey,year_group_6,2584,0,2584,2584
201112,309,E09000014,Haringey,year_group_7,2165,0,2165,2165
201112,309,E09000014,Haringey,year_group_8,2099,0,2099,2099
201112,309,E09000014,Haringey,year_group_9,2247,0,2247,2247
201112,310,E09000015,Harrow,reception,2759,2,2761,2760
201112,310,E09000015,Harrow,year_group_1,2709,0,2709,2709
201112,310,E09000015,Harrow,year_group_10,2221,0,2221,2221
201112,310,E09000015,Harrow,year_group_11,2165,0,2165,2165
201112,310,E09000015,Harrow,year_group_12,876,0,876,876
201112,310,E09000015,Harrow,year_group_13,701,0,701,701
201112,310,E09000015,Harrow,year_group_14,0,0,0,0
201112,310,E09000015,Harrow,year_group_2,2652,0,2652,2652
201112,310,E09000015,Harrow,year_group_3,2511,0,2511,2511
201112,310,E09000015,Harrow,year_group_4,2512,0,2512,2512
201112,310,E09000015,Harrow,year_group_5,2389,0,2389,2389
201112,310,E09000015,Harrow,year_group_6,2328,0,2328,2328
201112,310,E09000015,Harrow,year_group_7,2090,0,2090,2090
201112,310,E09000015,Harrow,year_group_8,2061,0,2061,2061
201112,310,E09000015,Harrow,year_group_9,2086,0,2086,2086
201112,311,E09000016,Havering,reception,2824,0,2824,2824
201112,311,E09000016,Havering,year_group_1,2696,0,2696,2696
201112,311,E09000016,Havering,year_group_10,3132,0,3132,3132
201112,311,E09000016,Havering,year_group_11,3063,0,3063,3063
201112,311,E09000016,Havering,year_group_12,738,0,738,738
201112,311,E09000016,Havering,year_group_13,651,0,651,651
201112,311,E09000016,Havering,year_group_14,0,0,0,0
201112,311,E09000016,Havering,year_group_2,2735,0,2735,2735
201112,311,E09000016,Havering,year_group_3,2675,0,2675,2675
201112,311,E09000016,Havering,year_group_4,2639,0,2639,2639
201112,311,E09000016,Havering,year_group_5,2491,0,2491,2491
201112,311,E09000016,Havering,year_group_6,2587,0,2587,2587
201112,311,E09000016,Havering,year_group_7,2935,0,2935,2935
201112,311,E09000016,Havering,year_group_8,3078,0,3078,3078
201112,311,E09000016,Havering,year_group_9,3061,0,3061,3061
201112,312,E09000017,Hillingdon,reception,3706,1,3707,3706.5
201112,312,E09000017,Hillingdon,year_group_1,3609,0,3609,3609
201112,312,E09000017,Hillingdon,year_group_10,3028,0,3028,3028
201112,312,E09000017,Hillingdon,year_group_11,2948,0,2948,2948
201112,312,E09000017,Hillingdon,year_group_12,2009,13,2022,2015.5
201112,312,E09000017,Hillingdon,year_group_13,1446,19,1465,1455.5
201112,312,E09000017,Hillingdon,year_group_14,36,0,36,36
201112,312,E09000017,Hillingdon,year_group_2,3465,0,3465,3465
201112,312,E09000017,Hillingdon,year_group_3,3257,0,3257,3257
201112,312,E09000017,Hillingdon,year_group_4,3211,0,3211,3211
201112,312,E09000017,Hillingdon,year_group_5,3016,0,3016,3016
201112,312,E09000017,Hillingdon,year_group_6,3044,0,3044,3044
201112,312,E09000017,Hillingdon,year_group_7,3120,0,3120,3120
201112,312,E09000017,Hillingdon,year_group_8,3082,0,3082,3082
201112,312,E09000017,Hillingdon,year_group_9,3073,0,3073,3073
201112,313,E09000018,Hounslow,reception,3116,4,3120,3118
201112,313,E09000018,Hounslow,year_group_1,2985,0,2985,2985
201112,313,E09000018,Hounslow,year_group_10,2816,0,2816,2816
201112,313,E09000018,Hounslow,year_group_11,2538,0,2538,2538
201112,313,E09000018,Hounslow,year_group_12,1894,0,1894,1894
201112,313,E09000018,Hounslow,year_group_13,1371,0,1371,1371
201112,313,E09000018,Hounslow,year_group_14,18,0,18,18
201112,313,E09000018,Hounslow,year_group_2,2760,0,2760,2760
201112,313,E09000018,Hounslow,year_group_3,2699,0,2699,2699
201112,313,E09000018,Hounslow,year_group_4,2436,0,2436,2436
201112,313,E09000018,Hounslow,year_group_5,2370,0,2370,2370
201112,313,E09000018,Hounslow,year_group_6,2365,0,2365,2365
201112,313,E09000018,Hounslow,year_group_7,2571,0,2571,2571
201112,313,E09000018,Hounslow,year_group_8,2640,0,2640,2640
201112,313,E09000018,Hounslow,year_group_9,2665,0,2665,2665
201112,314,E09000021,Kingston upon Thames,reception,1878,6,1884,1881
201112,314,E09000021,Kingston upon Thames,year_group_1,1694,0,1694,1694
201112,314,E09000021,Kingston upon Thames,year_group_10,1572,0,1572,1572
201112,314,E09000021,Kingston upon Thames,year_group_11,1508,0,1508,1508
201112,314,E09000021,Kingston upon Thames,year_group_12,1270,0,1270,1270
201112,314,E09000021,Kingston upon Thames,year_group_13,1040,0,1040,1040
201112,314,E09000021,Kingston upon Thames,year_group_14,11,0,11,11
201112,314,E09000021,Kingston upon Thames,year_group_2,1777,0,1777,1777
201112,314,E09000021,Kingston upon Thames,year_group_3,1708,0,1708,1708
201112,314,E09000021,Kingston upon Thames,year_group_4,1517,0,1517,1517
201112,314,E09000021,Kingston upon Thames,year_group_5,1444,0,1444,1444
201112,314,E09000021,Kingston upon Thames,year_group_6,1485,0,1485,1485
201112,314,E09000021,Kingston upon Thames,year_group_7,1521,0,1521,1521
201112,314,E09000021,Kingston upon Thames,year_group_8,1543,0,1543,1543
201112,314,E09000021,Kingston upon Thames,year_group_9,1566,0,1566,1566
201112,315,E09000024,Merton,reception,2651,0,2651,2651
201112,315,E09000024,Merton,year_group_1,2313,0,2313,2313
201112,315,E09000024,Merton,year_group_10,1637,0,1637,1637
201112,315,E09000024,Merton,year_group_11,1571,0,1571,1571
201112,315,E09000024,Merton,year_group_12,610,0,610,610
201112,315,E09000024,Merton,year_group_13,398,0,398,398
201112,315,E09000024,Merton,year_group_14,0,0,0,0
201112,315,E09000024,Merton,year_group_2,2227,0,2227,2227
201112,315,E09000024,Merton,year_group_3,2093,0,2093,2093
201112,315,E09000024,Merton,year_group_4,1901,0,1901,1901
201112,315,E09000024,Merton,year_group_5,1817,0,1817,1817
201112,315,E09000024,Merton,year_group_6,1837,0,1837,1837
201112,315,E09000024,Merton,year_group_7,1457,0,1457,1457
201112,315,E09000024,Merton,year_group_8,1516,0,1516,1516
201112,315,E09000024,Merton,year_group_9,1576,0,1576,1576
201112,316,E09000025,Newham,reception,4623,110,4733,4678
201112,316,E09000025,Newham,year_group_1,4520,0,4520,4520
201112,316,E09000025,Newham,year_group_10,3721,0,3721,3721
201112,316,E09000025,Newham,year_group_11,3745,0,3745,3745
201112,316,E09000025,Newham,year_group_12,446,0,446,446
201112,316,E09000025,Newham,year_group_13,367,0,367,367
201112,316,E09000025,Newham,year_group_14,0,0,0,0
201112,316,E09000025,Newham,year_group_2,4521,0,4521,4521
201112,316,E09000025,Newham,year_group_3,4156,0,4156,4156
201112,316,E09000025,Newham,year_group_4,4175,0,4175,4175
201112,316,E09000025,Newham,year_group_5,3911,0,3911,3911
