year,itl22cd,nc_year,headcount,previous_headcount,proportion_continuing
2015,TLF2,year_group_7,19130,19422,0.984965503037792
2015,TLF2,year_group_8,18638,18473,1.00893195474476
2015,TLF2,year_group_9,18096,17943,1.00852700217355
2016,TLF2,year_group_1,22787,22429,1.01596147844309
2016,TLF2,year_group_10,18247,18096,1.00834438549956
2016,TLF2,year_group_11,17975,18135,0.991177281499862
2016,TLF2,year_group_12,7708,18544,0.415660051768766
2016,TLF2,year_group_13,6469,7959,0.812790551576831
2016,TLF2,year_group_14,30,6399,0.0046882325363338
2016,TLF2,year_group_2,22401,22195,1.00928136967786
2016,TLF2,year_group_3,22044,21827,1.00994181518303
2016,TLF2,year_group_4,22209,22004,1.00931648791129
2016,TLF2,year_group_5,21399,21214,1.00872065617045
2016,TLF2,year_group_6,20628,20525,1.00501827040195
2016,TLF2,year_group_7,19711,19984,0.986339071257006
2016,TLF2,year_group_8,19271,19130,1.00737062205959
2016,TLF2,year_group_9,18739,18638,1.00541903637729
2017,TLF2,year_group_1,22695,22472,1.00992346030616
2017,TLF2,year_group_10,18885,18739,1.00779123752602
2017,TLF2,year_group_11,18083,18247,0.991012221187044
2017,TLF2,year_group_12,7004,17975,0.389652294853964
2017,TLF2,year_group_13,6305,7708,0.817981318111053
2017,TLF2,year_group_14,10,6469,0.00154583397743082
2017,TLF2,year_group_2,22940,22787,1.00671435467591
2017,TLF2,year_group_3,22495,22401,1.00419624123923
2017,TLF2,year_group_4,22076,22044,1.00145164217021
2017,TLF2,year_group_5,22273,22209,1.0028817146202
2017,TLF2,year_group_6,21429,21399,1.00140193466984
2017,TLF2,year_group_7,20268,20628,0.982547993019197
2017,TLF2,year_group_8,19763,19711,1.00263812084623
2017,TLF2,year_group_9,19278,19271,1.00036324010171
2018,TLF2,year_group_1,22326,22099,1.01027195800715
2018,TLF2,year_group_10,19435,19278,1.00814399834008
2018,TLF2,year_group_11,18712,18885,0.99083929044215
2018,TLF2,year_group_12,6693,18083,0.370126638279047
2018,TLF2,year_group_13,6113,7004,0.872786978869218
2018,TLF2,year_group_14,8,6305,0.00126883425852498
2018,TLF2,year_group_2,22797,22695,1.00449438202247
2018,TLF2,year_group_3,22990,22940,1.00217959895379
2018,TLF2,year_group_4,22521,22495,1.00115581240276
2018,TLF2,year_group_5,22199,22076,1.00557166153289
2018,TLF2,year_group_6,22268,22273,0.999775512952903
2018,TLF2,year_group_7,20954,21429,0.9778337766578
2018,TLF2,year_group_8,20293,20268,1.00123347148214
2018,TLF2,year_group_9,19818,19763,1.00278297829277
2019,TLF2,year_group_1,21859,21696,1.00751290560472
2019,TLF2,year_group_10,19845,19818,1.00136239782016
2019,TLF2,year_group_11,19283,19435,0.992179058399794
2019,TLF2,year_group_12,6776,18712,0.362120564343737
2019,TLF2,year_group_13,5929,6693,0.885850888988495
2019,TLF2,year_group_14,9,6113,0.00147227220677245
2019,TLF2,year_group_2,22457,22326,1.00586759831586
2019,TLF2,year_group_3,22856,22797,1.00258805983243
2019,TLF2,year_group_4,23069,22990,1.00343627664202
2019,TLF2,year_group_5,22578,22521,1.00253097109365
2019,TLF2,year_group_6,22180,22199,0.999144105590342
2019,TLF2,year_group_7,21760,22268,0.977186994790731
2019,TLF2,year_group_8,21007,20954,1.00252935000477
2019,TLF2,year_group_9,20297,20293,1.00019711230474
2020,TLF2,year_group_1,22018,21952,1.00300655976676
2020,TLF2,year_group_10,20322,20297,1.00123170911957
2020,TLF2,year_group_11,19794,19845,0.997430083144369
2020,TLF2,year_group_12,7546,19283,0.391329150028523
2020,TLF2,year_group_13,6066,6776,0.895218417945691
2020,TLF2,year_group_14,2,5929,0.000337325012649688
2020,TLF2,year_group_2,21899,21859,1.00182990987694
2020,TLF2,year_group_3,22373,22457,0.996259518190319
2020,TLF2,year_group_4,22862,22856,1.00026251312566
2020,TLF2,year_group_5,23005,23069,0.997225714161862
2020,TLF2,year_group_6,22481,22578,0.995703782443086
2020,TLF2,year_group_7,21643,22180,0.975788999098287
2020,TLF2,year_group_8,21746,21760,0.999356617647059
2020,TLF2,year_group_9,20993,21007,0.999333555481506
2021,TLF2,year_group_1,22013,21716,1.01367655185117
2021,TLF2,year_group_10,21151,20993,1.00752631829658
2021,TLF2,year_group_11,20297,20322,0.998769806121445
2021,TLF2,year_group_12,7681,19794,0.388046882893806
2021,TLF2,year_group_13,6994,7546,0.926848661542539
2021,TLF2,year_group_14,15,6066,0.00247279920870425
2021,TLF2,year_group_2,22256,22018,1.01080933781452
2021,TLF2,year_group_3,22067,21899,1.00767158317731
2021,TLF2,year_group_4,22540,22373,1.0074643543557
2021,TLF2,year_group_5,22994,22862,1.00577377307322
2021,TLF2,year_group_6,23048,23005,1.0018691588785
2021,TLF2,year_group_7,21999,22481,0.978559672612428
2021,TLF2,year_group_8,21706,21643,1.00291087187543
2021,TLF2,year_group_9,21822,21746,1.00349489561299
2022,TLF2,year_group_1,21680,21213,1.02201480224391
2022,TLF2,year_group_10,21973,21822,1.00691962239941
2022,TLF2,year_group_11,21117,21151,0.998392510992388
2022,TLF2,year_group_12,7337,20297,0.361481992412672
2022,TLF2,year_group_13,7044,7681,0.917068090092436
2022,TLF2,year_group_14,5,6994,0.000714898484415213
2022,TLF2,year_group_2,22436,22013,1.01921591786672
2022,TLF2,year_group_3,22643,22256,1.01738856937455
2022,TLF2,year_group_4,22441,22067,1.01694838446549
2022,TLF2,year_group_5,22875,22540,1.01486246672582
2022,TLF2,year_group_6,23208,22994,1.00930677568061
2022,TLF2,year_group_7,22562,23048,0.978913571676501
2022,TLF2,year_group_8,22138,21999,1.00631846902132
2022,TLF2,year_group_9,21781,21706,1.00345526582512
2012,TLG1,year_group_1,13919,13801,1.00855010506485
2012,TLG1,year_group_10,13546,13529,1.00125655998226
2012,TLG1,year_group_11,13778,13916,0.990083357286577
2012,TLG1,year_group_12,5501,13652,0.402944623498389
2012,TLG1,year_group_13,4495,5521,0.814164100706394
2012,TLG1,year_group_14,13,4253,0.00305666588290618
2012,TLG1,year_group_2,13396,13317,1.00593226702711
2012,TLG1,year_group_3,13385,13398,0.999029705926258
2012,TLG1,year_group_4,13248,13239,1.0006798096533
2012,TLG1,year_group_5,12570,12640,0.994462025316456
2012,TLG1,year_group_6,12158,12194,0.997047728391012
2012,TLG1,year_group_7,12724,12541,1.01459213778806
2012,TLG1,year_group_8,13002,13029,0.997927699746719
2012,TLG1,year_group_9,13325,13330,0.999624906226557
2013,TLG1,year_group_1,14130,14037,1.00662534729643
2013,TLG1,year_group_10,13344,13325,1.00142589118199
2013,TLG1,year_group_11,13386,13546,0.988188395098184
2013,TLG1,year_group_12,5786,13778,0.419944839599361
2013,TLG1,year_group_13,4441,5501,0.80730776222505
2013,TLG1,year_group_14,22,4495,0.00489432703003337
2013,TLG1,year_group_2,13997,13919,1.00560385085135
2013,TLG1,year_group_3,13328,13396,0.99492385786802
2013,TLG1,year_group_4,13395,13385,1.00074710496825
2013,TLG1,year_group_5,13198,13248,0.996225845410628
2013,TLG1,year_group_6,12588,12570,1.00143198090692
2013,TLG1,year_group_7,12486,12158,1.02697812140155
2013,TLG1,year_group_8,12725,12724,1.00007859163785
2013,TLG1,year_group_9,12994,13002,0.999384710044609
2014,TLG1,year_group_1,14114,13953,1.01153873718913
2014,TLG1,year_group_10,12944,12994,0.99615207018624
2014,TLG1,year_group_11,13205,13344,0.989583333333333
2014,TLG1,year_group_12,5670,13386,0.423576871358135
2014,TLG1,year_group_13,4676,5786,0.808157621845835
2014,TLG1,year_group_14,23,4441,0.00517901373564513
2014,TLG1,year_group_2,14223,14130,1.00658174097665
2014,TLG1,year_group_3,14023,13997,1.00185754090162
2014,TLG1,year_group_4,13406,13328,1.00585234093637
2014,TLG1,year_group_5,13428,13395,1.00246360582307
2014,TLG1,year_group_6,13227,13198,1.00219730262161
2014,TLG1,year_group_7,12904,12588,1.02510327295837
2014,TLG1,year_group_8,12508,12486,1.00176197341022
2014,TLG1,year_group_9,12746,12725,1.00165029469548
2015,TLG1,year_group_1,14496,14331,1.01151350219803
2015,TLG1,year_group_10,12720,12746,0.997960144359015
2015,TLG1,year_group_11,12749,12944,0.984935105067985
2015,TLG1,year_group_12,5370,13205,0.406664142370314
2015,TLG1,year_group_13,4685,5670,0.826278659611993
2015,TLG1,year_group_14,25,4676,0.0053464499572284
2015,TLG1,year_group_2,14187,14114,1.00517216947712
2015,TLG1,year_group_3,14250,14223,1.00189833368488
2015,TLG1,year_group_4,14054,14023,1.00221065392569
2015,TLG1,year_group_5,13409,13406,1.00022378039684
2015,TLG1,year_group_6,13407,13428,0.998436103663986
2015,TLG1,year_group_7,13524,13227,1.02245407121796
2015,TLG1,year_group_8,12966,12904,1.0048047117173
2015,TLG1,year_group_9,12540,12508,1.00255836264791
2016,TLG1,year_group_1,14964,14813,1.01019374873422
2016,TLG1,year_group_10,12445,12540,0.992424242424242
2016,TLG1,year_group_11,12495,12720,0.982311320754717
2016,TLG1,year_group_12,5239,12749,0.410934190916935
2016,TLG1,year_group_13,4497,5370,0.837430167597765
2016,TLG1,year_group_14,16,4685,0.00341515474919957
2016,TLG1,year_group_2,14535,14496,1.00269039735099
2016,TLG1,year_group_3,14226,14187,1.00274899555932
2016,TLG1,year_group_4,14280,14250,1.00210526315789
2016,TLG1,year_group_5,14003,14054,0.996371139889
2016,TLG1,year_group_6,13439,13409,1.00223730330375
2016,TLG1,year_group_7,13850,13407,1.03304244051615
2016,TLG1,year_group_8,13476,13524,0.996450754214729
2016,TLG1,year_group_9,12916,12966,0.996143760604658
2017,TLG1,year_group_1,14974,14914,1.00402306557597
2017,TLG1,year_group_10,12826,12916,0.993031898420564
2017,TLG1,year_group_11,12230,12445,0.98272398553636
2017,TLG1,year_group_12,4917,12495,0.393517406962785
2017,TLG1,year_group_13,4487,5239,0.856461156709296
2017,TLG1,year_group_14,7,4497,0.00155659328441183
2017,TLG1,year_group_2,15021,14964,1.00380914194066
2017,TLG1,year_group_3,14580,14535,1.0030959752322
2017,TLG1,year_group_4,14199,14226,0.998102066638549
2017,TLG1,year_group_5,14293,14280,1.00091036414566
2017,TLG1,year_group_6,13998,14003,0.999642933657073
2017,TLG1,year_group_7,13825,13439,1.02872237517672
2017,TLG1,year_group_8,13842,13850,0.99942238267148
2017,TLG1,year_group_9,13458,13476,0.9986642920748
2018,TLG1,year_group_1,14772,14715,1.00387359836901
2018,TLG1,year_group_10,13361,13458,0.992792391142815
2018,TLG1,year_group_11,12647,12826,0.986043973179479
2018,TLG1,year_group_12,4943,12230,0.404170073589534
2018,TLG1,year_group_13,4400,4917,0.894854586129754
2018,TLG1,year_group_14,7,4487,0.0015600624024961
2018,TLG1,year_group_2,15062,14974,1.00587685321223
2018,TLG1,year_group_3,15029,15021,1.00053258771054
2018,TLG1,year_group_4,14653,14580,1.00500685871056
2018,TLG1,year_group_5,14176,14199,0.998380167617438
2018,TLG1,year_group_6,14258,14293,0.99755124886308
2018,TLG1,year_group_7,14432,13998,1.03100442920417
2018,TLG1,year_group_8,13796,13825,0.997902350813743
2018,TLG1,year_group_9,13780,13842,0.995520878485768
2019,TLG1,year_group_1,14385,14324,1.00425858698688
2019,TLG1,year_group_10,13613,13780,0.987880986937591
2019,TLG1,year_group_11,13210,13361,0.988698450714767
2019,TLG1,year_group_12,5001,12647,0.395429746184866
2019,TLG1,year_group_13,4514,4943,0.913210600849686
2019,TLG1,year_group_14,7,4400,0.00159090909090909
2019,TLG1,year_group_2,14848,14772,1.00514486867046
2019,TLG1,year_group_3,15091,15062,1.00192537511619
2019,TLG1,year_group_4,15093,15029,1.00425843369486
2019,TLG1,year_group_5,14646,14653,0.999522282126527
2019,TLG1,year_group_6,14247,14176,1.00500846501129
2019,TLG1,year_group_7,14686,14258,1.03001823537663
2019,TLG1,year_group_8,14401,14432,0.99785199556541
2019,TLG1,year_group_9,13739,13796,0.995868367642795
2020,TLG1,year_group_1,14362,14281,1.00567187171767
2020,TLG1,year_group_10,13655,13739,0.993886017905233
2020,TLG1,year_group_11,13503,13613,0.991919488724014
2020,TLG1,year_group_12,5413,13210,0.409765329295988
2020,TLG1,year_group_13,4738,5001,0.947410517896421
2020,TLG1,year_group_14,0,4514,0
2020,TLG1,year_group_2,14376,14385,0.999374348279458
2020,TLG1,year_group_3,14844,14848,0.999730603448276
2020,TLG1,year_group_4,15069,15091,0.998542177456762
2020,TLG1,year_group_5,15002,15093,0.993970714900948
2020,TLG1,year_group_6,14611,14646,0.997610269015431
2020,TLG1,year_group_7,14655,14247,1.02863760791746
2020,TLG1,year_group_8,14619,14686,0.995437831948795
2020,TLG1,year_group_9,14309,14401,0.993611554753142
2021,TLG1,year_group_1,14427,14204,1.01569980287243
2021,TLG1,year_group_10,14161,14309,0.989656859319309
2021,TLG1,year_group_11,13531,13655,0.990919077261077
2021,TLG1,year_group_12,5280,13503,0.391024216840702
2021,TLG1,year_group_13,4988,5413,0.921485313135045
2021,TLG1,year_group_14,0,4738,0
2021,TLG1,year_group_2,14526,14362,1.01141902242028
2021,TLG1,year_group_3,14444,14376,1.00473010573178
2021,TLG1,year_group_4,14999,14844,1.01044192939908
2021,TLG1,year_group_5,15132,15069,1.00418076846506
2021,TLG1,year_group_6,15061,15002,1.00393280895881
2021,TLG1,year_group_7,14955,14611,1.02354390527685
2021,TLG1,year_group_8,14632,14655,0.998430569771409
2021,TLG1,year_group_9,14518,14619,0.993091182707436
2022,TLG1,year_group_1,14292,14007,1.02034696937246
2022,TLG1,year_group_10,14453,14518,0.995522799283648
2022,TLG1,year_group_11,14045,14161,0.991808488101123
2022,TLG1,year_group_12,5103,13531,0.377133988618727
2022,TLG1,year_group_13,4793,5280,0.907765151515152
2022,TLG1,year_group_14,1,4988,0.000200481154771451
2022,TLG1,year_group_2,14735,14427,1.02134885977681
2022,TLG1,year_group_3,14755,14526,1.01576483546744
2022,TLG1,year_group_4,14716,14444,1.01883134865688
2022,TLG1,year_group_5,15175,14999,1.01173411560771
2022,TLG1,year_group_6,15360,15132,1.01506740681998
2022,TLG1,year_group_7,15486,15061,1.02821857778368
2022,TLG1,year_group_8,15031,14955,1.00508191240388
2022,TLG1,year_group_9,14562,14632,0.995215965008201
2012,TLG2,year_group_1,17247,17185,1.00360779749782
2012,TLG2,year_group_10,16845,16827,1.00106970939561
2012,TLG2,year_group_11,17585,17700,0.993502824858757
2012,TLG2,year_group_12,5723,17091,0.334854601837224
2012,TLG2,year_group_13,4444,5052,0.879651623119557
2012,TLG2,year_group_14,27,4462,0.00605109816225908
2012,TLG2,year_group_2,16367,16378,0.999328367322017
2012,TLG2,year_group_3,16626,16640,0.999158653846154
2012,TLG2,year_group_4,16378,16397,0.998841251448436
2012,TLG2,year_group_5,15779,15792,0.999176798378926
2012,TLG2,year_group_6,15231,15264,0.997838050314465
2012,TLG2,year_group_7,15283,15306,0.998497321311904
2012,TLG2,year_group_8,15997,16004,0.999562609347663
2012,TLG2,year_group_9,16329,16342,0.999204503732713
2013,TLG2,year_group_1,17908,17748,1.00901510029299
2013,TLG2,year_group_10,16406,16329,1.00471553677506
2013,TLG2,year_group_11,16760,16845,0.994953992282576
2013,TLG2,year_group_12,5810,17585,0.330395223201592
2013,TLG2,year_group_13,4588,5723,0.801677441901101
2013,TLG2,year_group_14,20,4444,0.0045004500450045
2013,TLG2,year_group_2,17271,17247,1.00139154635589
2013,TLG2,year_group_3,16349,16367,0.998900226064642
2013,TLG2,year_group_4,16642,16626,1.00096234812944
2013,TLG2,year_group_5,16413,16378,1.00213701306631
2013,TLG2,year_group_6,15798,15779,1.00120413207428
2013,TLG2,year_group_7,15250,15231,1.00124745584663
2013,TLG2,year_group_8,15330,15283,1.00307531243866
2013,TLG2,year_group_9,16014,15997,1.00106269925611
2014,TLG2,year_group_1,17499,17391,1.0062101086769
2014,TLG2,year_group_10,16096,16014,1.0051205195454
2014,TLG2,year_group_11,16267,16406,0.991527489942704
2014,TLG2,year_group_12,5652,16760,0.337231503579952
2014,TLG2,year_group_13,4728,5810,0.813769363166954
2014,TLG2,year_group_14,19,4588,0.00414123801220575
2014,TLG2,year_group_2,17939,17908,1.00173106991289
2014,TLG2,year_group_3,17308,17271,1.00214231949511
2014,TLG2,year_group_4,16425,16349,1.004648602361
2014,TLG2,year_group_5,16693,16642,1.00306453551256
2014,TLG2,year_group_6,16442,16413,1.00176689209773
2014,TLG2,year_group_7,15725,15798,0.99537916191923
2014,TLG2,year_group_8,15299,15250,1.0032131147541
2014,TLG2,year_group_9,15348,15330,1.00117416829746
2015,TLG2,year_group_1,17720,17545,1.00997435166714
2015,TLG2,year_group_10,15398,15348,1.00325775345322
2015,TLG2,year_group_11,15915,16096,0.988754970178926
2015,TLG2,year_group_12,5518,16267,0.339214360361468
2015,TLG2,year_group_13,4646,5652,0.822009907997169
2015,TLG2,year_group_14,6,4728,0.00126903553299492
2015,TLG2,year_group_2,17666,17499,1.00954340248014
2015,TLG2,year_group_3,18046,17939,1.00596465800769
2015,TLG2,year_group_4,17362,17308,1.00311994453432
2015,TLG2,year_group_5,16551,16425,1.00767123287671
2015,TLG2,year_group_6,16743,16693,1.00299526747739
2015,TLG2,year_group_7,16405,16442,0.997749665490816
2015,TLG2,year_group_8,15764,15725,1.00248012718601
2015,TLG2,year_group_9,15322,15299,1.00150336623309
2016,TLG2,year_group_1,18268,18100,1.0092817679558
2016,TLG2,year_group_10,15328,15322,1.00039159378671
2016,TLG2,year_group_11,15166,15398,0.98493310819587
2016,TLG2,year_group_12,5271,15915,0.33119698397738
2016,TLG2,year_group_13,4625,5518,0.838166002174701
2016,TLG2,year_group_14,12,4646,0.00258286698235041
2016,TLG2,year_group_2,17873,17720,1.00863431151242
2016,TLG2,year_group_3,17776,17666,1.00622665006227
2016,TLG2,year_group_4,18087,18046,1.00227197162806
2016,TLG2,year_group_5,17455,17362,1.00535652574588
2016,TLG2,year_group_6,16574,16551,1.00138964413026
2016,TLG2,year_group_7,16593,16743,0.991041032073105
2016,TLG2,year_group_8,16425,16405,1.00121914050594
2016,TLG2,year_group_9,15767,15764,1.00019030702867
2017,TLG2,year_group_1,18166,18022,1.00799023415825
2017,TLG2,year_group_10,15797,15767,1.00190270818799
2017,TLG2,year_group_11,15049,15328,0.981798016701461
2017,TLG2,year_group_12,5047,15166,0.332783858631149
2017,TLG2,year_group_13,4442,5271,0.842724340732309
2017,TLG2,year_group_14,1,4625,0.000216216216216216
2017,TLG2,year_group_2,18403,18268,1.00738997153492
2017,TLG2,year_group_3,17951,17873,1.0043641246573
2017,TLG2,year_group_4,17867,17776,1.00511926192619
2017,TLG2,year_group_5,18158,18087,1.003925471333
2017,TLG2,year_group_6,17486,17455,1.00177599541679
2017,TLG2,year_group_7,16426,16574,0.991070351152407
2017,TLG2,year_group_8,16608,16593,1.00090399566082
2017,TLG2,year_group_9,16358,16425,0.995920852359209
2018,TLG2,year_group_1,18091,17958,1.00740616995211
2018,TLG2,year_group_10,16369,16358,1.00067245384521
2018,TLG2,year_group_11,15574,15797,0.98588339558144
2018,TLG2,year_group_12,4657,15049,0.309455777792544
2018,TLG2,year_group_13,4457,5047,0.883098870616208
2018,TLG2,year_group_14,1,4442,0.000225123818099955
2018,TLG2,year_group_2,18314,18166,1.00814708796653
2018,TLG2,year_group_3,18511,18403,1.00586860837907
2018,TLG2,year_group_4,18062,17951,1.00618349952649
2018,TLG2,year_group_5,17961,17867,1.00526109587508
2018,TLG2,year_group_6,18228,18158,1.00385505011565
2018,TLG2,year_group_7,17497,17486,1.00062907468832
2018,TLG2,year_group_8,16433,16426,1.00042615365883
2018,TLG2,year_group_9,16607,16608,0.99993978805395
2019,TLG2,year_group_1,17835,17697,1.00779793185286
2019,TLG2,year_group_10,16574,16607,0.998012886132354
2019,TLG2,year_group_11,16197,16369,0.989492333068605
2019,TLG2,year_group_12,4614,15574,0.296263002439964
2019,TLG2,year_group_13,4205,4657,0.902941808030921
2019,TLG2,year_group_14,42,4457,0.00942337895445367
2019,TLG2,year_group_2,18193,18091,1.0056381626223
2019,TLG2,year_group_3,18412,18314,1.00535109752102
2019,TLG2,year_group_4,18607,18511,1.00518610555886
2019,TLG2,year_group_5,18095,18062,1.00182704019488
2019,TLG2,year_group_6,18047,17961,1.00478815210734
2019,TLG2,year_group_7,18244,18228,1.00087777046302
2019,TLG2,year_group_8,17461,17497,0.997942504429331
2019,TLG2,year_group_9,16481,16433,1.00292095174344
2020,TLG2,year_group_1,17290,17249,1.00237694938837
2020,TLG2,year_group_10,16380,16481,0.993871731084279
2020,TLG2,year_group_11,16443,16574,0.992096054060577
2020,TLG2,year_group_12,5078,16197,0.313514848428721
2020,TLG2,year_group_13,4230,4614,0.916775032509753
2020,TLG2,year_group_14,4,4205,0.000951248513674197
2020,TLG2,year_group_2,17865,17835,1.00168208578638
2020,TLG2,year_group_3,18137,18193,0.996921893035783
2020,TLG2,year_group_4,18328,18412,0.995437757983924
2020,TLG2,year_group_5,18589,18607,0.999032622131456
2020,TLG2,year_group_6,18012,18095,0.995413097540757
2020,TLG2,year_group_7,17819,18047,0.987366321272234
2020,TLG2,year_group_8,18235,18244,0.999506687130015
2020,TLG2,year_group_9,17409,17461,0.997021934597102
2021,TLG2,year_group_1,17733,17491,1.0138356869247
2021,TLG2,year_group_10,17355,17409,0.996898156126142
2021,TLG2,year_group_11,16230,16380,0.990842490842491
2021,TLG2,year_group_12,5123,16443,0.31156115064161
2021,TLG2,year_group_13,4626,5078,0.910988578180386
2021,TLG2,year_group_14,1,4230,0.000236406619385343
2021,TLG2,year_group_2,17508,17290,1.01260844418739
2021,TLG2,year_group_3,18001,17865,1.00761265043381
2021,TLG2,year_group_4,18288,18137,1.00832552241275
2021,TLG2,year_group_5,18494,18328,1.00905718027062
2021,TLG2,year_group_6,18704,18589,1.00618645435473
2021,TLG2,year_group_7,17948,18012,0.996446813235621
2021,TLG2,year_group_8,17867,17819,1.00269375385824
2021,TLG2,year_group_9,18238,18235,1.00016451878256
2022,TLG2,year_group_1,17533,17199,1.01941973370545
2022,TLG2,year_group_10,18145,18238,0.994900756661915
2022,TLG2,year_group_11,17166,17355,0.989109766637857
2022,TLG2,year_group_12,4928,16230,0.303635243376463
2022,TLG2,year_group_13,4599,5123,0.897716181924654
2022,TLG2,year_group_14,3,4626,0.000648508430609598
2022,TLG2,year_group_2,18010,17733,1.01562059437207
2022,TLG2,year_group_3,17752,17508,1.01393648617775
2022,TLG2,year_group_4,18244,18001,1.01349925004166
2022,TLG2,year_group_5,18529,18288,1.01317804024497
2022,TLG2,year_group_6,18735,18494,1.01303125337947
2022,TLG2,year_group_7,18795,18704,1.00486526946108
2022,TLG2,year_group_8,17978,17948,1.00167149543125
2022,TLG2,year_group_9,17943,17867,1.0042536519841
2012,TLK1,year_group_1,26319,26176,1.0054630195599
2012,TLK1,year_group_10,24583,24502,1.00330585258346
2012,TLK1,year_group_11,24867,25050,0.992694610778443
2012,TLK1,year_group_12,11260,24314,0.463107674590771
2012,TLK1,year_group_13,9213,11675,0.789122055674518
2012,TLK1,year_group_14,132,9102,0.014502307185234
2012,TLK1,year_group_2,25174,25190,0.999364827312426
2012,TLK1,year_group_3,24660,24789,0.994796078905966
2012,TLK1,year_group_4,24207,24301,0.996131846426073
2012,TLK1,year_group_5,23791,23895,0.995647625026156
2012,TLK1,year_group_6,22654,22716,0.997270646240535
2012,TLK1,year_group_7,22874,22953,0.996558184115366
2012,TLK1,year_group_8,23426,23363,1.00269657150195
2012,TLK1,year_group_9,24197,24169,1.00115850883363
2013,TLK1,year_group_1,27514,27381,1.00485738285673
2013,TLK1,year_group_10,24235,24197,1.00157044261685
2013,TLK1,year_group_11,24383,24583,0.991864296465037
2013,TLK1,year_group_12,11988,24867,0.482084690553746
2013,TLK1,year_group_13,9060,11260,0.80461811722913
2013,TLK1,year_group_14,56,9213,0.00607836752415066
2013,TLK1,year_group_2,26394,26319,1.00284965234241
2013,TLK1,year_group_3,25117,25174,0.997735759116549
2013,TLK1,year_group_4,24592,24660,0.997242497972425
2013,TLK1,year_group_5,24121,24207,0.996447308629735
2013,TLK1,year_group_6,23753,23791,0.998402757345215
2013,TLK1,year_group_7,22688,22654,1.00150083870398
2013,TLK1,year_group_8,22973,22874,1.00432805805718
2013,TLK1,year_group_9,23472,23426,1.00196363015453
2014,TLK1,year_group_1,27373,27114,1.00955226082467
2014,TLK1,year_group_10,23603,23472,1.00558111792774
2014,TLK1,year_group_11,24044,24235,0.992118836393646
2014,TLK1,year_group_12,11594,24383,0.475495222080958
2014,TLK1,year_group_13,9613,11988,0.801885218551885
2014,TLK1,year_group_14,78,9060,0.00860927152317881
2014,TLK1,year_group_2,27630,27514,1.00421603547285
2014,TLK1,year_group_3,26365,26394,0.998901265439115
2014,TLK1,year_group_4,25176,25117,1.00234900664888
2014,TLK1,year_group_5,24662,24592,1.00284645413142
2014,TLK1,year_group_6,24089,24121,0.998673355167696
2014,TLK1,year_group_7,23588,23753,0.993053509030438
2014,TLK1,year_group_8,22724,22688,1.00158674188999
2014,TLK1,year_group_9,23051,22973,1.00339529012319
2015,TLK1,year_group_1,28269,28069,1.00712529837187
2015,TLK1,year_group_10,23077,23051,1.0011279337122
2015,TLK1,year_group_11,23331,23603,0.988476041181206
2015,TLK1,year_group_12,11413,24044,0.474671435701214
2015,TLK1,year_group_13,9486,11594,0.818181818181818
2015,TLK1,year_group_14,74,9613,0.0076979090814522
2015,TLK1,year_group_2,27514,27373,1.00515106126475
2015,TLK1,year_group_3,27619,27630,0.999601882012306
2015,TLK1,year_group_4,26445,26365,1.00303432581073
2015,TLK1,year_group_5,25080,25176,0.996186844613918
2015,TLK1,year_group_6,24707,24662,1.00182466953207
2015,TLK1,year_group_7,23957,24089,0.994520320478227
2015,TLK1,year_group_8,23680,23588,1.00390028828218
2015,TLK1,year_group_9,22756,22724,1.0014082027812
2016,TLK1,year_group_1,28944,28817,1.00440712079675
2016,TLK1,year_group_10,22738,22756,0.999208999824222
2016,TLK1,year_group_11,22764,23077,0.986436711877627
2016,TLK1,year_group_12,11038,23331,0.473104453302473
2016,TLK1,year_group_13,9551,11413,0.836852711819855
2016,TLK1,year_group_14,41,9486,0.00432215897111533
2016,TLK1,year_group_2,28349,28269,1.00282995507446
2016,TLK1,year_group_3,27380,27514,0.99512975212619
2016,TLK1,year_group_4,27606,27619,0.999529309533292
2016,TLK1,year_group_5,26399,26445,0.998260540744942
2016,TLK1,year_group_6,25088,25080,1.00031897926635
2016,TLK1,year_group_7,24539,24707,0.993200307605132
2016,TLK1,year_group_8,24041,23957,1.00350628208874
2016,TLK1,year_group_9,23754,23680,1.003125
2017,TLK1,year_group_1,28912,28979,0.997687980951724
2017,TLK1,year_group_10,23739,23754,0.999368527405911
2017,TLK1,year_group_11,22362,22738,0.983463805084
2017,TLK1,year_group_12,10472,22764,0.460024600246002
2017,TLK1,year_group_13,9382,11038,0.849972821163254
2017,TLK1,year_group_14,12,9551,0.00125641294105329
2017,TLK1,year_group_2,28900,28944,0.998479823106689
2017,TLK1,year_group_3,28216,28349,0.99530847648947
2017,TLK1,year_group_4,27207,27380,0.993681519357195
2017,TLK1,year_group_5,27460,27606,0.994711294646091
2017,TLK1,year_group_6,26315,26399,0.9968180612902
2017,TLK1,year_group_7,24855,25088,0.990712691326531
2017,TLK1,year_group_8,24401,24539,0.994376298952688
2017,TLK1,year_group_9,23980,24041,0.997462667942265
2018,TLK1,year_group_1,28310,28353,0.998483405636088
2018,TLK1,year_group_10,23918,23980,0.997414512093411
2018,TLK1,year_group_11,23470,23739,0.988668435907157
2018,TLK1,year_group_12,10168,22362,0.454699937393793
2018,TLK1,year_group_13,9317,10472,0.889705882352941
2018,TLK1,year_group_14,9,9382,0.000959283734811341
