itl221cd,time_period,nc_year,full_time,part_time,headcount,fte
TLC1,201112,reception,13513,0,13513,13513
TLC1,201112,year_group_1,13467,0,13467,13467
TLC1,201112,year_group_10,13171,0,13171,13171
TLC1,201112,year_group_11,13095,0,13095,13095
TLC1,201112,year_group_12,3134,0,3134,3134
TLC1,201112,year_group_13,2649,0,2649,2649
TLC1,201112,year_group_14,2,0,2,2
TLC1,201112,year_group_2,13145,0,13145,13145
TLC1,201112,year_group_3,12789,0,12789,12789
TLC1,201112,year_group_4,12324,0,12324,12324
TLC1,201112,year_group_5,11807,0,11807,11807
TLC1,201112,year_group_6,11849,0,11849,11849
TLC1,201112,year_group_7,12103,0,12103,12103
TLC1,201112,year_group_8,12559,0,12559,12559
TLC1,201112,year_group_9,12677,0,12677,12677
TLC1,201213,reception,13879,12,13891,13885
TLC1,201213,year_group_1,13508,0,13508,13508
TLC1,201213,year_group_10,12640,0,12640,12640
TLC1,201213,year_group_11,13110,0,13110,13110
TLC1,201213,year_group_12,3176,0,3176,3176
TLC1,201213,year_group_13,2538,0,2538,2538
TLC1,201213,year_group_14,1,0,1,1
TLC1,201213,year_group_2,13438,0,13438,13438
TLC1,201213,year_group_3,13059,0,13059,13059
TLC1,201213,year_group_4,12744,0,12744,12744
TLC1,201213,year_group_5,12226,0,12226,12226
TLC1,201213,year_group_6,11785,0,11785,11785
TLC1,201213,year_group_7,11538,0,11538,11538
TLC1,201213,year_group_8,12099,0,12099,12099
TLC1,201213,year_group_9,12502,0,12502,12502
TLC1,201314,reception,13524,6,13530,13527
TLC1,201314,year_group_1,13916,0,13916,13916
TLC1,201314,year_group_10,12422,0,12422,12422
TLC1,201314,year_group_11,12531,0,12531,12531
TLC1,201314,year_group_12,3341,0,3341,3341
TLC1,201314,year_group_13,2519,0,2519,2519
TLC1,201314,year_group_14,21,0,21,21
TLC1,201314,year_group_2,13481,0,13481,13481
TLC1,201314,year_group_3,13422,0,13422,13422
TLC1,201314,year_group_4,13069,0,13069,13069
TLC1,201314,year_group_5,12685,0,12685,12685
TLC1,201314,year_group_6,12211,0,12211,12211
TLC1,201314,year_group_7,11527,0,11527,11527
TLC1,201314,year_group_8,11511,0,11511,11511
TLC1,201314,year_group_9,12073,0,12073,12073
TLC1,201415,reception,14074,13,14087,14080.5
TLC1,201415,year_group_1,13512,0,13512,13512
TLC1,201415,year_group_10,12043,0,12043,12043
TLC1,201415,year_group_11,12341,0,12341,12341
TLC1,201415,year_group_12,3353,1,3354,3353.5
TLC1,201415,year_group_13,2710,0,2710,2710
TLC1,201415,year_group_14,32,0,32,32
TLC1,201415,year_group_2,13913,0,13913,13913
TLC1,201415,year_group_3,13467,0,13467,13467
TLC1,201415,year_group_4,13408,0,13408,13408
TLC1,201415,year_group_5,13041,0,13041,13041
TLC1,201415,year_group_6,12652,0,12652,12652
TLC1,201415,year_group_7,11934,0,11934,11934
TLC1,201415,year_group_8,11555,0,11555,11555
TLC1,201415,year_group_9,11456,0,11456,11456
TLC1,201516,reception,14320,85,14405,14362.5
TLC1,201516,year_group_1,14218,0,14218,14218
TLC1,201516,year_group_10,11443,0,11443,11443
TLC1,201516,year_group_11,11951,0,11951,11951
TLC1,201516,year_group_12,3373,0,3373,3373
TLC1,201516,year_group_13,2713,0,2713,2713
TLC1,201516,year_group_14,24,0,24,24
TLC1,201516,year_group_2,13541,0,13541,13541
TLC1,201516,year_group_3,13979,0,13979,13979
TLC1,201516,year_group_4,13535,0,13535,13535
TLC1,201516,year_group_5,13480,0,13480,13480
TLC1,201516,year_group_6,13063,0,13063,13063
TLC1,201516,year_group_7,12454,0,12454,12454
TLC1,201516,year_group_8,11968,0,11968,11968
TLC1,201516,year_group_9,11520,0,11520,11520
TLC1,201617,reception,14220,12,14232,14226
TLC1,201617,year_group_1,14476,0,14476,14476
TLC1,201617,year_group_10,11455,0,11455,11455
TLC1,201617,year_group_11,11302,0,11302,11302
TLC1,201617,year_group_12,3050,0,3050,3050
TLC1,201617,year_group_13,2829,0,2829,2829
TLC1,201617,year_group_14,32,0,32,32
TLC1,201617,year_group_2,14264,0,14264,14264
TLC1,201617,year_group_3,13586,0,13586,13586
TLC1,201617,year_group_4,14023,0,14023,14023
TLC1,201617,year_group_5,13540,0,13540,13540
TLC1,201617,year_group_6,13461,0,13461,13461
TLC1,201617,year_group_7,12847,0,12847,12847
TLC1,201617,year_group_8,12431,0,12431,12431
TLC1,201617,year_group_9,11942,0,11942,11942
TLC1,201718,reception,13912,49,13961,13936.5
TLC1,201718,year_group_1,14257,0,14257,14257
TLC1,201718,year_group_10,11875,0,11875,11875
TLC1,201718,year_group_11,11261,0,11261,11261
TLC1,201718,year_group_12,2871,0,2871,2871
TLC1,201718,year_group_13,2530,0,2530,2530
TLC1,201718,year_group_14,31,0,31,31
TLC1,201718,year_group_2,14523,0,14523,14523
TLC1,201718,year_group_3,14277,0,14277,14277
TLC1,201718,year_group_4,13622,0,13622,13622
TLC1,201718,year_group_5,14010,0,14010,14010
TLC1,201718,year_group_6,13557,0,13557,13557
TLC1,201718,year_group_7,13093,0,13093,13093
TLC1,201718,year_group_8,12779,0,12779,12779
TLC1,201718,year_group_9,12375,0,12375,12375
TLC1,201819,reception,13504,99,13603,13553.5
TLC1,201819,year_group_1,13982,0,13982,13982
TLC1,201819,year_group_10,12286,0,12286,12286
TLC1,201819,year_group_11,11672,0,11672,11672
TLC1,201819,year_group_12,2756,0,2756,2756
TLC1,201819,year_group_13,2525,0,2525,2525
TLC1,201819,year_group_14,31,0,31,31
TLC1,201819,year_group_2,14324,0,14324,14324
TLC1,201819,year_group_3,14579,0,14579,14579
TLC1,201819,year_group_4,14294,0,14294,14294
TLC1,201819,year_group_5,13709,0,13709,13709
TLC1,201819,year_group_6,14002,0,14002,14002
TLC1,201819,year_group_7,13268,0,13268,13268
TLC1,201819,year_group_8,13060,0,13060,13060
TLC1,201819,year_group_9,12729,0,12729,12729
TLC1,201920,reception,13228,124,13352,13290
TLC1,201920,year_group_1,13606,0,13606,13606
TLC1,201920,year_group_10,12613,0,12613,12613
TLC1,201920,year_group_11,12091,0,12091,12091
TLC1,201920,year_group_12,2868,0,2868,2868
TLC1,201920,year_group_13,2452,0,2452,2452
TLC1,201920,year_group_14,34,0,34,34
TLC1,201920,year_group_2,13995,0,13995,13995
TLC1,201920,year_group_3,14363,0,14363,14363
TLC1,201920,year_group_4,14578,0,14578,14578
TLC1,201920,year_group_5,14308,0,14308,14308
TLC1,201920,year_group_6,13721,0,13721,13721
TLC1,201920,year_group_7,13635,0,13635,13635
TLC1,201920,year_group_8,13197,0,13197,13197
TLC1,201920,year_group_9,12996,0,12996,12996
TLC1,202021,reception,12722,487,13209,12965.5
TLC1,202021,year_group_1,13312,0,13312,13312
TLC1,202021,year_group_10,12870,0,12870,12870
TLC1,202021,year_group_11,12489,1,12490,12489.5
TLC1,202021,year_group_12,3238,0,3238,3238
TLC1,202021,year_group_13,2587,0,2587,2587
TLC1,202021,year_group_14,42,0,42,42
TLC1,202021,year_group_2,13600,0,13600,13600
TLC1,202021,year_group_3,13996,0,13996,13996
TLC1,202021,year_group_4,14273,0,14273,14273
TLC1,202021,year_group_5,14567,0,14567,14567
TLC1,202021,year_group_6,14260,0,14260,14260
TLC1,202021,year_group_7,13317,0,13317,13317
TLC1,202021,year_group_8,13606,0,13606,13606
TLC1,202021,year_group_9,13130,0,13130,13130
TLC1,202122,reception,12750,150,12900,12825
TLC1,202122,year_group_1,13359,0,13359,13359
TLC1,202122,year_group_10,13040,0,13040,13040
TLC1,202122,year_group_11,12738,0,12738,12738
TLC1,202122,year_group_12,3178,0,3178,3178
TLC1,202122,year_group_13,2819,0,2819,2819
TLC1,202122,year_group_14,44,0,44,44
TLC1,202122,year_group_2,13440,0,13440,13440
TLC1,202122,year_group_3,13637,0,13637,13637
TLC1,202122,year_group_4,14061,0,14061,14061
TLC1,202122,year_group_5,14320,0,14320,14320
TLC1,202122,year_group_6,14591,0,14591,14591
TLC1,202122,year_group_7,13881,0,13881,13881
TLC1,202122,year_group_8,13235,0,13235,13235
TLC1,202122,year_group_9,13510,0,13510,13510
TLC1,202223,reception,12544,242,12786,12665
TLC1,202223,year_group_1,13049,0,13049,13049
TLC1,202223,year_group_10,13459,0,13459,13459
TLC1,202223,year_group_11,12825,0,12825,12825
TLC1,202223,year_group_12,2949,0,2949,2949
TLC1,202223,year_group_13,2783,0,2783,2783
TLC1,202223,year_group_14,35,0,35,35
TLC1,202223,year_group_2,13559,0,13559,13559
TLC1,202223,year_group_3,13581,0,13581,13581
TLC1,202223,year_group_4,13816,0,13816,13816
TLC1,202223,year_group_5,14213,0,14213,14213
TLC1,202223,year_group_6,14451,0,14451,14451
TLC1,202223,year_group_7,14271,0,14271,14271
TLC1,202223,year_group_8,13865,0,13865,13865
TLC1,202223,year_group_9,13208,0,13208,13208
TLD7,201112,reception,16549,8,16557,16553
TLD7,201112,year_group_1,16590,0,16590,16590
TLD7,201112,year_group_10,17129,0,17129,17129
TLD7,201112,year_group_11,16680,0,16680,16680
TLD7,201112,year_group_12,7793,0,7793,7793
TLD7,201112,year_group_13,5961,1,5962,5961.5
TLD7,201112,year_group_14,28,0,28,28
TLD7,201112,year_group_2,16104,0,16104,16104
TLD7,201112,year_group_3,15828,0,15828,15828
TLD7,201112,year_group_4,15480,0,15480,15480
TLD7,201112,year_group_5,15119,0,15119,15119
TLD7,201112,year_group_6,15401,0,15401,15401
TLD7,201112,year_group_7,15407,0,15407,15407
TLD7,201112,year_group_8,16073,0,16073,16073
TLD7,201112,year_group_9,16271,0,16271,16271
TLD7,201213,reception,17165,9,17174,17169.5
TLD7,201213,year_group_1,16524,0,16524,16524
TLD7,201213,year_group_10,16305,0,16305,16305
TLD7,201213,year_group_11,16900,0,16900,16900
TLD7,201213,year_group_12,7782,0,7782,7782
TLD7,201213,year_group_13,5992,0,5992,5992
TLD7,201213,year_group_14,74,0,74,74
TLD7,201213,year_group_2,16545,0,16545,16545
TLD7,201213,year_group_3,16041,0,16041,16041
TLD7,201213,year_group_4,15762,0,15762,15762
TLD7,201213,year_group_5,15395,0,15395,15395
TLD7,201213,year_group_6,15052,0,15052,15052
TLD7,201213,year_group_7,15159,0,15159,15159
TLD7,201213,year_group_8,15396,0,15396,15396
TLD7,201213,year_group_9,16036,0,16036,16036
TLD7,201314,reception,16926,11,16937,16931.5
TLD7,201314,year_group_1,17296,0,17296,17296
TLD7,201314,year_group_10,16219,0,16219,16219
TLD7,201314,year_group_11,15986,0,15986,15986
TLD7,201314,year_group_12,8258,0,8258,8258
TLD7,201314,year_group_13,5950,0,5950,5950
TLD7,201314,year_group_14,67,0,67,67
TLD7,201314,year_group_2,16604,0,16604,16604
TLD7,201314,year_group_3,16587,0,16587,16587
TLD7,201314,year_group_4,16072,0,16072,16072
TLD7,201314,year_group_5,15831,0,15831,15831
TLD7,201314,year_group_6,15439,0,15439,15439
TLD7,201314,year_group_7,14923,0,14923,14923
TLD7,201314,year_group_8,15225,0,15225,15225
TLD7,201314,year_group_9,15408,0,15408,15408
TLD7,201415,reception,17202,5,17207,17204.5
TLD7,201415,year_group_1,16966,0,16966,16966
TLD7,201415,year_group_10,15465,0,15465,15465
TLD7,201415,year_group_11,15855,0,15855,15855
TLD7,201415,year_group_12,7968,0,7968,7968
TLD7,201415,year_group_13,6302,1,6303,6302.5
TLD7,201415,year_group_14,93,0,93,93
TLD7,201415,year_group_2,17345,0,17345,17345
TLD7,201415,year_group_3,16614,0,16614,16614
TLD7,201415,year_group_4,16607,0,16607,16607
TLD7,201415,year_group_5,16031,0,16031,16031
TLD7,201415,year_group_6,15836,0,15836,15836
TLD7,201415,year_group_7,15255,0,15255,15255
TLD7,201415,year_group_8,14862,0,14862,14862
TLD7,201415,year_group_9,15215,0,15215,15215
TLD7,201516,reception,17652,8,17660,17656
TLD7,201516,year_group_1,17294,0,17294,17294
TLD7,201516,year_group_10,15144,0,15144,15144
TLD7,201516,year_group_11,15199,0,15199,15199
TLD7,201516,year_group_12,7559,0,7559,7559
TLD7,201516,year_group_13,6094,2,6096,6095
TLD7,201516,year_group_14,88,0,88,88
TLD7,201516,year_group_2,16992,0,16992,16992
TLD7,201516,year_group_3,17369,0,17369,17369
TLD7,201516,year_group_4,16637,0,16637,16637
TLD7,201516,year_group_5,16631,0,16631,16631
TLD7,201516,year_group_6,16087,0,16087,16087
TLD7,201516,year_group_7,15663,0,15663,15663
TLD7,201516,year_group_8,15274,0,15274,15274
TLD7,201516,year_group_9,14869,0,14869,14869
TLD7,201617,reception,18015,29,18044,18029.5
TLD7,201617,year_group_1,17727,0,17727,17727
TLD7,201617,year_group_10,14832,0,14832,14832
TLD7,201617,year_group_11,14702,0,14702,14702
TLD7,201617,year_group_12,7219,1,7220,7219.5
TLD7,201617,year_group_13,6099,1,6100,6099.5
TLD7,201617,year_group_14,71,0,71,71
TLD7,201617,year_group_2,17375,0,17375,17375
TLD7,201617,year_group_3,17079,0,17079,17079
TLD7,201617,year_group_4,17429,0,17429,17429
TLD7,201617,year_group_5,16651,0,16651,16651
TLD7,201617,year_group_6,16695,0,16695,16695
TLD7,201617,year_group_7,15850,0,15850,15850
TLD7,201617,year_group_8,15654,0,15654,15654
TLD7,201617,year_group_9,15223,0,15223,15223
TLD7,201718,reception,17397,29,17426,17411.5
TLD7,201718,year_group_1,18040,0,18040,18040
TLD7,201718,year_group_10,15199,0,15199,15199
TLD7,201718,year_group_11,14488,0,14488,14488
TLD7,201718,year_group_12,6639,0,6639,6639
TLD7,201718,year_group_13,5658,2,5660,5659
TLD7,201718,year_group_14,33,0,33,33
TLD7,201718,year_group_2,17757,0,17757,17757
TLD7,201718,year_group_3,17385,0,17385,17385
TLD7,201718,year_group_4,17124,0,17124,17124
TLD7,201718,year_group_5,17406,0,17406,17406
TLD7,201718,year_group_6,16642,0,16642,16642
TLD7,201718,year_group_7,16416,0,16416,16416
TLD7,201718,year_group_8,15801,0,15801,15801
TLD7,201718,year_group_9,15509,0,15509,15509
TLD7,201819,reception,17270,49,17319,17294.5
TLD7,201819,year_group_1,17526,0,17526,17526
TLD7,201819,year_group_10,15436,0,15436,15436
TLD7,201819,year_group_11,14917,0,14917,14917
TLD7,201819,year_group_12,6113,0,6113,6113
TLD7,201819,year_group_13,5509,1,5510,5509.5
TLD7,201819,year_group_14,33,0,33,33
TLD7,201819,year_group_2,18071,0,18071,18071
TLD7,201819,year_group_3,17778,0,17778,17778
TLD7,201819,year_group_4,17380,0,17380,17380
TLD7,201819,year_group_5,17110,0,17110,17110
TLD7,201819,year_group_6,17398,0,17398,17398
TLD7,201819,year_group_7,16422,0,16422,16422
TLD7,201819,year_group_8,16383,0,16383,16383
TLD7,201819,year_group_9,15696,0,15696,15696
TLD7,201920,reception,17418,55,17473,17445.5
TLD7,201920,year_group_1,17357,0,17357,17357
TLD7,201920,year_group_10,15763,0,15763,15763
TLD7,201920,year_group_11,15247,0,15247,15247
TLD7,201920,year_group_12,6154,0,6154,6154
TLD7,201920,year_group_13,5231,0,5231,5231
TLD7,201920,year_group_14,37,0,37,37
TLD7,201920,year_group_2,17637,0,17637,17637
TLD7,201920,year_group_3,18086,0,18086,18086
TLD7,201920,year_group_4,17844,0,17844,17844
TLD7,201920,year_group_5,17420,0,17420,17420
TLD7,201920,year_group_6,17147,0,17147,17147
TLD7,201920,year_group_7,17077,0,17077,17077
TLD7,201920,year_group_8,16403,0,16403,16403
TLD7,201920,year_group_9,16264,0,16264,16264
TLD7,202021,reception,17209,103,17312,17260.5
TLD7,202021,year_group_1,17486,0,17486,17486
TLD7,202021,year_group_10,16375,0,16375,16375
TLD7,202021,year_group_11,15616,0,15616,15616
TLD7,202021,year_group_12,6643,0,6643,6643
TLD7,202021,year_group_13,5413,0,5413,5413
TLD7,202021,year_group_14,24,0,24,24
TLD7,202021,year_group_2,17336,0,17336,17336
TLD7,202021,year_group_3,17588,0,17588,17588
TLD7,202021,year_group_4,18070,0,18070,18070
TLD7,202021,year_group_5,17824,0,17824,17824
TLD7,202021,year_group_6,17426,0,17426,17426
TLD7,202021,year_group_7,16772,0,16772,16772
TLD7,202021,year_group_8,17082,0,17082,17082
TLD7,202021,year_group_9,16316,0,16316,16316
TLD7,202122,reception,17334,54,17388,17361
TLD7,202122,year_group_1,17499,0,17499,17499
TLD7,202122,year_group_10,16450,0,16450,16450
TLD7,202122,year_group_11,16212,0,16212,16212
TLD7,202122,year_group_12,6354,0,6354,6354
TLD7,202122,year_group_13,5662,0,5662,5662
TLD7,202122,year_group_14,28,0,28,28
TLD7,202122,year_group_2,17590,0,17590,17590
TLD7,202122,year_group_3,17462,0,17462,17462
TLD7,202122,year_group_4,17639,0,17639,17639
TLD7,202122,year_group_5,18171,0,18171,18171
TLD7,202122,year_group_6,17900,0,17900,17900
TLD7,202122,year_group_7,17133,0,17133,17133
TLD7,202122,year_group_8,16829,0,16829,16829
TLD7,202122,year_group_9,17005,0,17005,17005
TLD7,202223,reception,16799,97,16896,16847.5
TLD7,202223,year_group_1,17609,0,17609,17609
TLD7,202223,year_group_10,17239,0,17239,17239
TLD7,202223,year_group_11,16281,1,16282,16281.5
TLD7,202223,year_group_12,6274,0,6274,6274
TLD7,202223,year_group_13,5447,0,5447,5447
TLD7,202223,year_group_14,32,0,32,32
TLD7,202223,year_group_2,17633,0,17633,17633
TLD7,202223,year_group_3,17727,0,17727,17727
TLD7,202223,year_group_4,17622,0,17622,17622
TLD7,202223,year_group_5,17758,0,17758,17758
TLD7,202223,year_group_6,18356,0,18356,18356
TLD7,202223,year_group_7,17474,0,17474,17474
TLD7,202223,year_group_8,17176,0,17176,17176
TLD7,202223,year_group_9,16722,0,16722,16722
TLD6,201112,reception,10071,0,10071,10071
TLD6,201112,year_group_1,9825,0,9825,9825
TLD6,201112,year_group_10,10296,0,10296,10296
TLD6,201112,year_group_11,9910,0,9910,9910
TLD6,201112,year_group_12,4353,0,4353,4353
TLD6,201112,year_group_13,3526,0,3526,3526
TLD6,201112,year_group_14,9,0,9,9
TLD6,201112,year_group_2,9793,0,9793,9793
TLD6,201112,year_group_3,9599,0,9599,9599
TLD6,201112,year_group_4,9248,0,9248,9248
TLD6,201112,year_group_5,9074,0,9074,9074
TLD6,201112,year_group_6,9117,0,9117,9117
TLD6,201112,year_group_7,9427,0,9427,9427
TLD6,201112,year_group_8,9836,0,9836,9836
TLD6,201112,year_group_9,9875,0,9875,9875
TLD6,201213,reception,10488,14,10502,10495
TLD6,201213,year_group_1,10115,0,10115,10115
TLD6,201213,year_group_10,9895,0,9895,9895
TLD6,201213,year_group_11,10287,0,10287,10287
TLD6,201213,year_group_12,4185,0,4185,4185
TLD6,201213,year_group_13,3545,0,3545,3545
TLD6,201213,year_group_14,2,0,2,2
TLD6,201213,year_group_2,9856,0,9856,9856
TLD6,201213,year_group_3,9744,0,9744,9744
TLD6,201213,year_group_4,9592,0,9592,9592
TLD6,201213,year_group_5,9256,0,9256,9256
TLD6,201213,year_group_6,9078,0,9078,9078
TLD6,201213,year_group_7,9112,0,9112,9112
TLD6,201213,year_group_8,9432,0,9432,9432
TLD6,201213,year_group_9,9868,0,9868,9868
TLD6,201314,reception,10191,1,10192,10191.5
TLD6,201314,year_group_1,10576,0,10576,10576
TLD6,201314,year_group_10,9876,0,9876,9876
TLD6,201314,year_group_11,9852,0,9852,9852
TLD6,201314,year_group_12,4287,0,4287,4287
TLD6,201314,year_group_13,3423,0,3423,3423
TLD6,201314,year_group_14,6,0,6,6
TLD6,201314,year_group_2,10140,0,10140,10140
TLD6,201314,year_group_3,9865,0,9865,9865
TLD6,201314,year_group_4,9738,0,9738,9738
TLD6,201314,year_group_5,9573,0,9573,9573
TLD6,201314,year_group_6,9221,0,9221,9221
TLD6,201314,year_group_7,9048,0,9048,9048
TLD6,201314,year_group_8,9113,0,9113,9113
TLD6,201314,year_group_9,9473,0,9473,9473
TLD6,201415,reception,10461,54,10515,10488
TLD6,201415,year_group_1,10280,0,10280,10280
TLD6,201415,year_group_10,9487,0,9487,9487
TLD6,201415,year_group_11,9847,0,9847,9847
TLD6,201415,year_group_12,4223,0,4223,4223
TLD6,201415,year_group_13,3416,0,3416,3416
TLD6,201415,year_group_14,8,0,8,8
TLD6,201415,year_group_2,10634,0,10634,10634
TLD6,201415,year_group_3,10131,0,10131,10131
TLD6,201415,year_group_4,9863,0,9863,9863
TLD6,201415,year_group_5,9773,0,9773,9773
TLD6,201415,year_group_6,9570,0,9570,9570
TLD6,201415,year_group_7,9298,0,9298,9298
TLD6,201415,year_group_8,9103,0,9103,9103
TLD6,201415,year_group_9,9123,0,9123,9123
TLD6,201516,reception,10649,32,10681,10665
TLD6,201516,year_group_1,10632,0,10632,10632
TLD6,201516,year_group_10,9191,0,9191,9191
TLD6,201516,year_group_11,9453,0,9453,9453
TLD6,201516,year_group_12,4028,0,4028,4028
TLD6,201516,year_group_13,3381,3,3384,3382.5
TLD6,201516,year_group_14,21,0,21,21
TLD6,201516,year_group_2,10371,0,10371,10371
TLD6,201516,year_group_3,10619,0,10619,10619
TLD6,201516,year_group_4,10182,0,10182,10182
TLD6,201516,year_group_5,9864,0,9864,9864
TLD6,201516,year_group_6,9818,0,9818,9818
TLD6,201516,year_group_7,9585,0,9585,9585
TLD6,201516,year_group_8,9349,0,9349,9349
TLD6,201516,year_group_9,9137,0,9137,9137
TLD6,201617,reception,10722,4,10726,10724
TLD6,201617,year_group_1,10784,0,10784,10784
TLD6,201617,year_group_10,9181,0,9181,9181
TLD6,201617,year_group_11,9134,0,9134,9134
TLD6,201617,year_group_12,3824,0,3824,3824
TLD6,201617,year_group_13,3388,9,3397,3392.5
TLD6,201617,year_group_14,28,0,28,28
TLD6,201617,year_group_2,10680,0,10680,10680
TLD6,201617,year_group_3,10438,0,10438,10438
TLD6,201617,year_group_4,10689,0,10689,10689
TLD6,201617,year_group_5,10238,0,10238,10238
TLD6,201617,year_group_6,9885,0,9885,9885
TLD6,201617,year_group_7,9910,0,9910,9910
TLD6,201617,year_group_8,9595,0,9595,9595
TLD6,201617,year_group_9,9389,0,9389,9389
TLD6,201718,reception,10237,90,10327,10282
TLD6,201718,year_group_1,10845,0,10845,10845
TLD6,201718,year_group_10,9488,0,9488,9488
TLD6,201718,year_group_11,9093,0,9093,9093
TLD6,201718,year_group_12,3618,0,3618,3618
TLD6,201718,year_group_13,3296,0,3296,3296
TLD6,201718,year_group_14,28,0,28,28
TLD6,201718,year_group_2,10860,0,10860,10860
TLD6,201718,year_group_3,10755,0,10755,10755
TLD6,201718,year_group_4,10441,0,10441,10441
TLD6,201718,year_group_5,10722,0,10722,10722
TLD6,201718,year_group_6,10324,0,10324,10324
TLD6,201718,year_group_7,9924,0,9924,9924
TLD6,201718,year_group_8,9962,0,9962,9962
TLD6,201718,year_group_9,9587,0,9587,9587
TLD6,201819,reception,10226,39,10265,10245.5
TLD6,201819,year_group_1,10448,0,10448,10448
TLD6,201819,year_group_10,9686,0,9686,9686
TLD6,201819,year_group_11,9377,0,9377,9377
TLD6,201819,year_group_12,3379,0,3379,3379
TLD6,201819,year_group_13,3293,0,3293,3293
TLD6,201819,year_group_14,4,0,4,4
TLD6,201819,year_group_2,10944,0,10944,10944
TLD6,201819,year_group_3,10889,0,10889,10889
TLD6,201819,year_group_4,10799,0,10799,10799
TLD6,201819,year_group_5,10520,0,10520,10520
TLD6,201819,year_group_6,10782,0,10782,10782
TLD6,201819,year_group_7,10306,0,10306,10306
TLD6,201819,year_group_8,9967,0,9967,9967
TLD6,201819,year_group_9,9980,0,9980,9980
TLD6,201920,reception,10249,63,10312,10280.5
TLD6,201920,year_group_1,10360,0,10360,10360
TLD6,201920,year_group_10,10044,0,10044,10044
TLD6,201920,year_group_11,9631,0,9631,9631
TLD6,201920,year_group_12,3572,0,3572,3572
TLD6,201920,year_group_13,3022,1,3023,3022.5
TLD6,201920,year_group_14,5,0,5,5
TLD6,201920,year_group_2,10540,0,10540,10540
TLD6,201920,year_group_3,10997,0,10997,10997
TLD6,201920,year_group_4,10952,0,10952,10952
TLD6,201920,year_group_5,10855,0,10855,10855
TLD6,201920,year_group_6,10540,0,10540,10540
TLD6,201920,year_group_7,10703,0,10703,10703
TLD6,201920,year_group_8,10301,0,10301,10301
TLD6,201920,year_group_9,9983,0,9983,9983
TLD6,202021,reception,10250,17,10267,10258.5
TLD6,202021,year_group_1,10329,0,10329,10329
TLD6,202021,year_group_10,10017,0,10017,10017
TLD6,202021,year_group_11,10007,0,10007,10007
TLD6,202021,year_group_12,3769,0,3769,3769
TLD6,202021,year_group_13,3395,0,3395,3395
TLD6,202021,year_group_14,21,0,21,21
TLD6,202021,year_group_2,10340,0,10340,10340
TLD6,202021,year_group_3,10548,0,10548,10548
TLD6,202021,year_group_4,11007,0,11007,11007
TLD6,202021,year_group_5,10929,0,10929,10929
TLD6,202021,year_group_6,10852,0,10852,10852
TLD6,202021,year_group_7,10465,0,10465,10465
TLD6,202021,year_group_8,10663,0,10663,10663
TLD6,202021,year_group_9,10258,0,10258,10258
TLD6,202122,reception,10077,29,10106,10091.5
TLD6,202122,year_group_1,10509,0,10509,10509
TLD6,202122,year_group_10,10358,0,10358,10358
TLD6,202122,year_group_11,9972,0,9972,9972
TLD6,202122,year_group_12,3688,0,3688,3688
TLD6,202122,year_group_13,3460,0,3460,3460
TLD6,202122,year_group_14,3,0,3,3
TLD6,202122,year_group_2,10542,0,10542,10542
TLD6,202122,year_group_3,10525,0,10525,10525
TLD6,202122,year_group_4,10756,0,10756,10756
TLD6,202122,year_group_5,11166,0,11166,11166
TLD6,202122,year_group_6,11061,0,11061,11061
TLD6,202122,year_group_7,10805,0,10805,10805
TLD6,202122,year_group_8,10570,0,10570,10570
TLD6,202122,year_group_9,10700,0,10700,10700
TLD6,202223,reception,10056,32,10088,10072
TLD6,202223,year_group_1,10401,0,10401,10401
TLD6,202223,year_group_10,10860,0,10860,10860
TLD6,202223,year_group_11,10357,0,10357,10357
TLD6,202223,year_group_12,3369,0,3369,3369
TLD6,202223,year_group_13,3340,0,3340,3340
TLD6,202223,year_group_14,7,0,7,7
TLD6,202223,year_group_2,10779,0,10779,10779
TLD6,202223,year_group_3,10752,0,10752,10752
TLD6,202223,year_group_4,10769,0,10769,10769
TLD6,202223,year_group_5,10970,0,10970,10970
TLD6,202223,year_group_6,11383,0,11383,11383
TLD6,202223,year_group_7,11017,0,11017,11017
TLD6,202223,year_group_8,10934,0,10934,10934
TLD6,202223,year_group_9,10642,0,10642,10642
TLD4,201112,reception,17089,9,17098,17093.5
TLD4,201112,year_group_1,16597,0,16597,16597
TLD4,201112,year_group_10,16769,0,16769,16769
TLD4,201112,year_group_11,16310,0,16310,16310
TLD4,201112,year_group_12,3350,0,3350,3350
TLD4,201112,year_group_13,2660,1,2661,2660.5
TLD4,201112,year_group_14,4,0,4,4
TLD4,201112,year_group_2,16874,0,16874,16874
TLD4,201112,year_group_3,16260,0,16260,16260
TLD4,201112,year_group_4,15661,0,15661,15661
TLD4,201112,year_group_5,15144,0,15144,15144
TLD4,201112,year_group_6,15517,0,15517,15517
TLD4,201112,year_group_7,15245,0,15245,15245
TLD4,201112,year_group_8,15870,0,15870,15870
TLD4,201112,year_group_9,15951,0,15951,15951
TLD4,201213,reception,17528,36,17564,17546
TLD4,201213,year_group_1,17132,0,17132,17132
TLD4,201213,year_group_10,15990,0,15990,15990
TLD4,201213,year_group_11,16665,0,16665,16665
TLD4,201213,year_group_12,3392,0,3392,3392
TLD4,201213,year_group_13,2826,0,2826,2826
TLD4,201213,year_group_14,0,0,0,0
TLD4,201213,year_group_2,16637,0,16637,16637
TLD4,201213,year_group_3,16833,0,16833,16833
TLD4,201213,year_group_4,16251,0,16251,16251
