year,itl22cd,mean_projection,upper_pi,lower_pi
2024,TLF3,7809.29297149569,8295.59766509955,7465.92693119934
2025,TLF3,7670.40763582112,8268.0572045856,7224.9790627978
2026,TLF3,7473.6610931354,8199.42450597832,6940.65380298454
2027,TLF3,6788.142134296,7555.36963417519,6291.92317951755
2028,TLF3,6300.63761308038,7099.47342181254,5800.63685253977
2029,TLF3,5993.30034474878,6836.70198097686,5476.95100060159
2030,TLF3,5678.09617566664,6555.0494558939,5154.09172413625
2031,TLF3,5582.60884321017,6525.39872394916,5029.78890395276
2032,TLF3,5352.14295582204,6427.42201220717,4788.56449019998
2023,TLD3,36401.5669905765,36717.5103290434,35912.7775590805
2024,TLD3,35784.7665450935,36295.7821829423,35168.5213834566
2025,TLD3,34988.9042899854,35752.1452299041,34187.1221012992
2026,TLD3,34062.8773563754,35211.0319742887,32986.0096353415
2027,TLD3,31497.6041758168,32655.3566820585,30370.4987869671
2028,TLD3,30603.2084335344,31844.5589492834,29416.6504099552
2029,TLD3,29426.4060915711,30747.5575863463,28218.7226785096
2030,TLD3,27853.2907991063,29212.904908378,26632.6421129049
2031,TLD3,28190.335698049,29694.9175154659,26850.3849960455
2032,TLD3,27174.2704516918,28889.9945118525,25744.3770164995
2023,TLE3,16139.9706561042,16362.0921413003,15908.008767004
2024,TLE3,15753.7350860637,16105.131082083,15420.9659408257
2025,TLE3,15318.123680604,15942.5822693055,14922.250164094
2026,TLE3,14941.1018865982,15814.0332197608,14362.5565363203
2027,TLE3,13958.3577553262,14872.0168837712,13380.4442611592
2028,TLE3,13268.3882089779,14244.532325789,12670.1555013227
2029,TLE3,12881.1649782933,13924.0516331331,12235.9910091054
2030,TLE3,12038.0560507985,13101.985890803,11372.9701950298
2031,TLE3,12299.4802026944,13474.4891701771,11553.7054096971
2032,TLE3,11797.7671085613,13045.201182483,10969.8912719839
2023,TLG3,39059.9173793955,39776.4641281081,38374.9055480737
2024,TLG3,38577.3522911289,39707.0339587478,37441.593697182
2025,TLG3,37679.8400931745,39306.0221248779,36260.1876592188
2026,TLG3,36759.6235794738,38776.4453140653,34896.9175931905
2027,TLG3,34220.328043378,36515.0577193068,32390.0725914055
2028,TLG3,32599.85396259,35017.0603045442,30686.9598969074
2029,TLG3,31170.5115254729,33764.6791184766,29173.5827305267
2030,TLG3,29391.5841125359,32039.478373625,27384.3841180991
