year,itl22cd,mean_projection,upper_pi,lower_pi
2024,TLF3,7753.56842022143,8218.79637961767,7357.79660130572
2025,TLF3,7100.35331550711,7650.42091783341,6713.72384260618
2026,TLF3,6644.68416920341,7214.48660308306,6246.45752708056
2027,TLF3,6372.60049523507,6962.71964959646,5952.6074892402
2028,TLF3,6087.15280832062,6697.48801772506,5651.06604432454
2029,TLF3,6034.05782983461,6691.08801217094,5565.71547652653
2030,TLF3,5832.58105544839,6637.17752101468,5322.42558013343
2031,TLF3,5651.00485394744,6491.43173068465,5121.53120344534
2032,TLF3,5475.08136719458,6350.02886524249,4934.17548485171
2023,TLD3,35951.0560780788,36435.2452507969,35494.6030451874
2024,TLD3,35331.8538722222,36334.0500419819,34544.2782097123
2025,TLD3,32981.1959894291,33979.7149135813,32118.1506391684
2026,TLD3,32348.9079480143,33447.8228381277,31408.328345327
2027,TLD3,31400.2909744435,32562.6456363376,30382.2030535115
2028,TLD3,30003.8334784874,31216.2717687672,28945.6064656497
2029,TLD3,30655.2078612039,32019.4585793509,29483.6369387806
2030,TLD3,29830.8546244956,31414.2800860466,28486.193539849
2031,TLD3,29243.3754968142,30960.6868565821,27806.3030943242
2032,TLD3,28667.4659915861,30496.1752961416,27161.2124248011
2023,TLE3,15943.9878634114,16436.18888384,15644.4734660292
2024,TLE3,15699.3867323314,16491.3815001095,15197.6894532349
2025,TLE3,14806.1812966253,15610.7478464509,14263.0356440174
2026,TLE3,14208.0862412168,15089.3843967105,13630.4246212379
2027,TLE3,13924.5521044241,14871.8039687529,13297.1371592306
2028,TLE3,13136.8466501881,14119.5534130952,12496.6966650576
2029,TLE3,13549.7163613223,14661.3344628989,12829.6379637383
2030,TLE3,13120.5470311379,14377.911480031,12325.0012124139
2031,TLE3,12841.467682567,14165.7863886176,12000.2854148059
2032,TLE3,12568.3244647546,13964.1179770141,11683.925603109
2023,TLG3,38415.5721649857,39316.4954810727,37596.5144929119
2024,TLG3,37769.9093303594,39211.3963725394,36437.0438470531
2025,TLG3,35435.2651665364,37109.3857368647,34082.344261423
2026,TLG3,34020.7438364241,35859.9994297165,32574.714658749
2027,TLG3,32783.0013400176,34724.9576329866,31302.797430587
2028,TLG3,31153.3251358541,33196.0946390117,29601.9485945378
2029,TLG3,31431.4288250881,33691.3178641178,29710.6529584472
2030,TLG3,30734.2616261404,33477.2996092979,28772.5592916877
2031,TLG3,30005.0499794146,32939.1325306254,27930.8174372104
2032,TLG3,29293.1398586598,32363.338782673,27133.2401626403
2023,TLE4,29363.4370736278,29837.0240444328,28874.4298997974
2024,TLE4,28820.2385698477,29708.6019595193,28060.9954376642
2025,TLE4,26894.251808077,27814.6569403834,26067.1856515752
2026,TLE4,25970.912732361,26968.4198689386,25080.4467633268
2027,TLE4,25081.8635248938,26141.311218782,24128.6256346037
2028,TLE4,23639.9996537067,24733.6930279117,22655.1631658141
2029,TLE4,23761.6613923732,24930.3658421871,22681.0511889689
2030,TLE4,23338.5369577961,24800.395325185,21795.7969055938
2031,TLE4,22765.2614481271,24309.3777622236,21139.2565670335
2032,TLE4,22206.0675756482,23822.6463025503,20502.5979562517
2023,TLI3,7043.22913030507,7212.27600653755,6901.77717097297
2024,TLI3,6773.1211906841,7023.10459667748,6526.28392775452
2025,TLI3,6415.97319313605,6698.81928691584,6134.23415923864
2026,TLI3,6277.25770702743,6576.8405325572,5970.13334911345
2027,TLI3,5743.01220525324,6047.3452298039,5435.38546098811
2028,TLI3,5475.13535021656,5796.49479023475,5152.73535578009
2029,TLI3,5244.90888908648,5575.2838273968,4911.1635400258
2030,TLI3,5150.58146478022,5533.50911988046,4771.71640217975
2031,TLI3,4942.83446007059,5333.19768538638,4549.36206150972
2032,TLI3,4743.46686228054,5144.13906764775,4333.56121296804
2023,TLI5,25196.6407328807,26073.7242574724,24433.2210787065
2024,TLI5,24694.2052359,26109.4834421426,23562.7313723523
2025,TLI5,22998.3101474537,24609.1795410311,21819.7309524535
2026,TLI5,21724.1522988905,23362.5032629008,20476.3496833346
2027,TLI5,20848.0322422789,22536.1469108079,19507.2092057584
2028,TLI5,19210.3421596117,20874.3743988466,17848.9628911459
2029,TLI5,19025.9885311936,20816.5167771917,17538.8387223022
2030,TLI5,18989.2686468617,21171.8206295659,16633.3207996209
2031,TLI5,18431.0619673306,20702.9388107703,15810.9626038759
2032,TLI5,17889.2642766273,20229.2766901342,14987.9267800013
2023,TLI7,23864.7178530028,24504.3147801653,23318.7486564709
2024,TLI7,23074.7021352121,24291.2321511682,22189.8945709596
2025,TLI7,21414.2307338259,22645.8410498107,20365.4511686193
2026,TLI7,20226.3003966761,21520.919319222,19134.8765434324
2027,TLI7,19548.9361066959,20929.0114205717,18384.7643704396
2028,TLI7,18236.0187131617,19642.0588607731,17041.968768843
2029,TLI7,17786.5881948008,19220.1706060043,16525.8151656756
2030,TLI7,17086.4112232828,18973.8208811633,15852.0216972121
2031,TLI7,16437.7119828957,18401.2818325213,15155.3452852211
2032,TLI7,15813.6411269587,17839.1463308077,14495.0432684395
2023,TLI6,14899.9666368862,15456.0958738152,14427.869364734
2024,TLI6,14509.1592056741,15358.7297059431,13792.8691829587
2025,TLI6,13416.8780691829,14350.9381910464,12642.3504902754
2026,TLI6,12585.4662226125,13537.9015743161,11739.9171715079
2027,TLI6,12259.6155872046,13265.6699012763,11328.2277779784
2028,TLI6,11261.9278661315,12252.692786752,10309.6223887301
2029,TLI6,10990.5502297071,12012.0821761878,9964.40961254244
2030,TLI6,10619.6478252652,12004.6359464325,9462.13526945084
2031,TLI6,10261.2725550148,11675.3150184063,9042.32617461846
2032,TLI6,9914.99117304027,11362.61759886,8638.50801261517
2023,TLI4,22861.1163377064,23353.557295468,22350.6560175068
2024,TLI4,21825.9765745947,22677.1820066496,21142.8511938421
2025,TLI4,20810.9099129644,21842.6654059279,19957.4964090422
2026,TLI4,19502.5036643536,20570.0885584415,18603.3613081279
2027,TLI4,18491.3414886253,19621.0355024992,17543.9352337711
2028,TLI4,17123.261831554,18280.4324930377,16169.7003204746
2029,TLI4,16829.0560692478,18069.3444833285,15822.8747859271
2030,TLI4,16111.0401732613,17673.2009588489,15000.0405550194
2031,TLI4,15438.2711035703,17038.4593257657,14299.3053448207
2032,TLI4,14793.5957023368,16430.904259112,13619.1495893296
