year,itl22cd,mean_projection,upper_pi,lower_pi
2023,TLF3,7859.7122271862,8148.54644114989,7595.55582122123
2024,TLF3,7225.32756397197,7613.14130415346,6978.90877168818
2025,TLF3,6787.7288235332,7196.51032027533,6531.18507891113
2026,TLF3,6534.90671808108,6969.4810871452,6266.104298625
2027,TLF3,6266.27518648031,6725.4038835745,5985.99678575415
2028,TLF3,6235.5861894807,6730.7324995208,5926.55743206276
2029,TLF3,6050.6378621807,6665.64071993305,5698.9743296698
2030,TLF3,5884.89363173797,6526.72110015449,5518.33203047332
2031,TLF3,5723.68960855119,6398.34505662688,5329.92787168248
2032,TLF3,5566.90142339273,6276.77714929321,5154.28127012625
2023,TLD3,35963.2585020255,36714.2264344674,35349.8255386842
2024,TLD3,33727.7645336808,34558.6422918088,32990.9250908917
2025,TLD3,33236.0442732829,34144.7227121481,32428.3252325361
2026,TLD3,32412.4548666761,33382.4874938748,31546.7733288196
2027,TLD3,31115.9845198661,32125.9588261198,30218.4004193721
2028,TLD3,31940.3457749571,33062.4224016553,30943.9252883321
2029,TLD3,31226.9517010828,32648.2395539203,30030.8120966469
2030,TLD3,30755.2983582249,32269.4784925324,29472.9490239902
2031,TLD3,30290.7688895753,31888.0791628854,28931.3090672525
2032,TLD3,29833.2556958039,31502.8092484622,28389.6227098112
2023,TLE3,16070.4356282931,16547.9660291807,15608.1565915745
2024,TLE3,15228.7303584377,15753.2594327736,14721.7821621221
2025,TLE3,14683.5778885439,15244.7226687226,14132.9752779641
2026,TLE3,14459.4979432176,15067.1995937002,13856.8703705894
2027,TLE3,13706.8854087747,14344.9197671116,13078.4657471859
2028,TLE3,14205.401999952,14934.8881440357,13496.0543725631
2029,TLE3,13821.3650930723,14733.2683707178,13076.2271483751
2030,TLE3,13592.1867339529,14566.1827327626,12799.7292905234
2031,TLE3,13366.808485744,14375.6979813882,12523.5574483794
2032,TLE3,13145.1673370733,14207.3117049216,12261.6372202482
2023,TLG3,38546.0385246617,39561.3097972895,37550.3686657147
2024,TLG3,36329.2615704178,37637.1091454661,35362.9299796798
2025,TLG3,35039.0048346403,36456.4713268061,34011.9641303176
2026,TLG3,33919.0550066661,35442.0101335539,32797.6964964335
2027,TLG3,32380.7210291299,34003.0769771281,31229.3851108585
2028,TLG3,32819.6016774945,34634.6008855766,31559.2356855412
2029,TLG3,32238.8128051513,34628.1118077699,30737.5817769025
2030,TLG3,31618.2395703766,34162.4435519069,30005.7909219535
2031,TLG3,31009.6119100883,33699.695350416,29333.6036730725
2032,TLG3,30412.6998808377,33259.1812919524,28664.1668220092
2023,TLE4,29433.8870960366,30176.1601764303,28856.8565824409
2024,TLE4,27594.4738212938,28402.7317399712,26953.0385203993
2025,TLE4,26770.8687988095,27622.6126806564,26071.5798168647
2026,TLE4,25974.5274613122,26863.3804814635,25213.1471678987
2027,TLE4,24595.0620829495,25517.6754134452,23796.3171014492
2028,TLE4,24836.4695803296,25854.409757869,23971.8107282591
2029,TLE4,24507.5156963355,25825.2687058292,23010.6115219531
2030,TLE4,24016.5658030825,25431.6946740675,22434.9819895015
2031,TLE4,23535.4509253681,25003.0074153248,21846.3451005803
2032,TLE4,23063.9740420055,24583.7552682735,21302.5725020945
2023,TLI3,7107.06624636879,7255.21468365225,6902.03860217852
2024,TLI3,6774.00623418314,6954.61398079459,6531.07838620536
2025,TLI3,6668.59809384511,6869.63934697176,6406.93844317376
2026,TLI3,6138.83356102663,6347.17127292772,5867.51971688153
2027,TLI3,5888.74181201392,6109.46524312263,5601.43047201995
2028,TLI3,5676.06207054464,5909.6806845158,5372.60508443058
2029,TLI3,5608.50333487095,5901.43374922433,5270.20285826693
2030,TLI3,5415.62172447609,5719.77713840988,5063.23203117994
2031,TLI3,5229.37349083208,5543.85771155143,4859.61843822838
2032,TLI3,5049.53050598503,5372.1621415579,4662.42577237153
2023,TLI5,25402.5929532489,26360.4500705614,24564.5630814248
2024,TLI5,23798.0133839986,24900.2034061933,22901.9382666183
2025,TLI5,22612.5426437898,23740.8646609813,21638.746854382
2026,TLI5,21828.9784540007,23009.1475597632,20785.5685078373
2027,TLI5,20233.2302859524,21427.9211994615,19162.0054932448
2028,TLI5,20157.6145740687,21454.5525543033,18970.335741138
2029,TLI5,20237.7360373099,21987.2913857892,17986.1931814895
2030,TLI5,19759.0395167463,21599.9989126303,17252.2746538846
2031,TLI5,19291.6659207617,21245.7744488232,16465.486148299
2032,TLI5,18835.3474207517,20889.6471519508,15529.6036606622
2023,TLI7,23926.2806410546,24859.8263711514,23287.9718760479
2024,TLI7,22361.269361596,23429.1046563626,21514.6197804957
2025,TLI7,21269.8934691437,22365.2477147859,20381.6300017439
2026,TLI7,20702.6945873891,21835.5465987147,19745.5729981756
2027,TLI7,19448.6143073964,20600.4614301593,18452.2447459262
2028,TLI7,19103.2021377905,20326.3842896546,18036.9515673904
2029,TLI7,18480.7359456106,20251.963263701,17440.2242900882
2030,TLI7,17904.6015404142,19691.8029294214,16835.8539232158
2031,TLI7,17346.4280461808,19200.6118999748,16241.4056804681
2032,TLI7,16805.6555339778,18734.1762056776,15657.7174573634
2023,TLI6,14865.5167537207,15450.7920818527,14381.8913650266
2024,TLI6,13816.9348439712,14486.5093756747,13254.7502836847
2025,TLI6,13027.2280886655,13693.3678337545,12411.7010564788
2026,TLI6,12755.0461235106,13453.2131286735,12067.8648006942
2027,TLI6,11777.1550882163,12465.0306413735,11049.3660357623
2028,TLI6,11552.3293085034,12267.2881057183,10749.3463046397
2029,TLI6,11219.7378988747,12412.7472842598,10235.2738025131
2030,TLI6,10896.7325653018,12128.7692637594,9847.30107458065
2031,TLI6,10583.0262408908,11855.526960056,9474.64796012936
2032,TLI6,10278.3512162191,11585.8890879658,9121.02796525133
2023,TLI4,22943.2489545432,23547.5440201739,22431.9071586255
2024,TLI4,22037.9679853436,22844.4236419504,21332.269652793
2025,TLI4,20805.113648722,21670.2844238106,20099.0979825918
2026,TLI4,19872.2658741492,20784.1871800085,19145.9539865203
2027,TLI4,18538.0783467026,19478.8644453038,17795.6752200124
2028,TLI4,18354.2743418804,19378.5784055887,17553.1064141788
2029,TLI4,17701.1013116594,19084.0616582437,16694.6561989223
2030,TLI4,17087.3460973946,18547.0175761689,16034.2340910001
2031,TLI4,16494.8717885607,18012.3875070548,15413.3431539992
2032,TLI4,15922.9405063985,17499.6287767271,14783.0369125527
