year,itl22cd,mean_projection,upper_pi,lower_pi
2025,TLJ4,20552.1662019494,20719.3937758366,20380.5471485181
2026,TLJ4,20057.0021049229,20238.1289902833,19874.0479994231
2027,TLJ4,20810.196230765,21015.3929250826,20602.4108493321
2028,TLJ4,20447.0993541548,21008.5483878685,19988.9731366295
2029,TLJ4,20328.5425002692,20945.7027573728,19818.7787805465
2030,TLJ4,20210.6730655309,20886.7821212832,19660.5849621231
2031,TLJ4,20093.4870641301,20830.8901606272,19492.7174922038
2032,TLJ4,19976.9805333673,20773.3396417045,19327.460203232
2023,TLK1,26570.800943294,26769.1365631781,26287.7603128776
2024,TLK1,25710.8558206061,25920.322634266,25403.3020773737
2025,TLK1,24865.0997359195,25086.1455199471,24530.5893631289
2026,TLK1,24439.1765988228,24675.5393003859,24071.0913929595
2027,TLK1,24685.630310383,24943.6530522038,24276.5964423848
2028,TLK1,24232.6075418857,24720.4890562784,23405.9709208221
2029,TLK1,23859.9344051581,24388.1574167479,22986.9004319331
2030,TLK1,23492.9926065292,24058.5142603938,22561.5771374152
2031,TLK1,23131.6940037825,23732.783346991,22153.1691863801
2032,TLK1,22775.9518102396,23431.5710572951,21752.466313461
2023,TLK2,12221.8369472936,12340.1227182681,12105.4399901782
2024,TLK2,11661.0466709864,11789.614819818,11534.1019087772
2025,TLK2,11397.5965259595,11539.765026548,11261.3926590307
2026,TLK2,11187.0754048081,11339.5657677498,11038.0713889569
2027,TLK2,11108.8879913343,11273.1654916456,10946.9104577959
2028,TLK2,10897.4535843741,11177.8266821462,10570.135234546
2029,TLK2,10673.6942824288,10973.3325490356,10318.3246806892
2030,TLK2,10454.5294689867,10775.2358496674,10079.4194456752
2031,TLK2,10239.8648046195,10586.9074080865,9851.95331161739
2032,TLK2,10029.6078869869,10401.7169236085,9622.24712965177
2023,TLK3,5400.19005428476,5470.45244250979,5332.76136223799
2024,TLK3,5109.93501624093,5183.27887423114,5037.99513031465
2025,TLK3,4936.28982813378,5013.12479376557,4859.42190980222
2026,TLK3,4887.14176061323,4971.08748611786,4803.34397928315
2027,TLK3,4921.4030369606,5013.90122127791,4828.9157549409
2028,TLK3,4733.29216212561,4877.20041722464,4603.17484763525
2029,TLK3,4627.28975513543,4784.48213244965,4491.2759113611
2030,TLK3,4523.6612794182,4688.99391298564,4377.17138585049
2031,TLK3,4422.35357061805,4598.81433367942,4264.58257715299
2032,TLK3,4323.31465499856,4510.34673327168,4156.03809967103
2023,TLK4,11208.1792608963,11374.0290693068,11030.5843989616
2024,TLK4,10999.9880474882,11177.1077439561,10803.5321306001
2025,TLK4,10502.246182149,10685.0637534506,10289.284910375
2026,TLK4,10277.1699784384,10469.8558985415,10044.5153236691
2027,TLK4,10418.8726023864,10633.9581533174,10157.408566691
2028,TLK4,10105.6558480668,10393.0765207229,9767.80092451502
2029,TLK4,9908.98589728584,10220.7929757472,9544.36264563487
2030,TLK4,9716.14341402624,10049.2681120302,9326.75408818729
2031,TLK4,9527.05391051001,9882.81977435468,9111.47074040216
2032,TLK4,9341.64434859369,9716.3335977531,8903.17172824124
