itl22cd,year,acd_year,nc_year,nc_year_number,mean_projection,upper_pi,lower_pi
TLE4,2032,2032/2033,year_group_6,6,25915.8812273811,26378.8167744315,25703.4709554259
TLE4,2023,2023/2024,year_group_7,7,29879.8416490912,29929.469091463,29835.524949281
TLE4,2024,2024/2025,year_group_7,7,29381.7934873895,29467.0264914321,29313.8847491072
TLE4,2025,2025/2026,year_group_7,7,29008.8990212386,29228.8620874963,28918.4839194267
TLE4,2026,2026/2027,year_group_7,7,28885.2798696793,29179.0027528306,28777.5991278488
TLE4,2027,2027/2028,year_group_7,7,29061.8772448954,29491.5626987108,28937.8091690522
TLE4,2028,2028/2029,year_group_7,7,28535.7026221385,29016.2095232833,28409.5956902826
TLE4,2029,2029/2030,year_group_7,7,27440.7170203957,27917.270938346,27266.0176186918
TLE4,2030,2030/2031,year_group_7,7,26724.8256279641,27202.6058692635,26548.287694988
TLE4,2031,2031/2032,year_group_7,7,26030.2983989269,26505.3686673256,25850.8637667105
TLE4,2032,2032/2033,year_group_7,7,24743.3495810041,25187.5728784083,24558.1155634886
TLE4,2023,2023/2024,year_group_8,8,29769.7799454354,29812.8858868818,29665.3942282229
TLE4,2024,2024/2025,year_group_8,8,29929.8893236172,29994.0480853881,29818.3903798987
TLE4,2025,2025/2026,year_group_8,8,29431.006948917,29525.1723395442,29308.0420724624
TLE4,2026,2026/2027,year_group_8,8,29057.4878977668,29264.0851674183,28922.6008825077
TLE4,2027,2027/2028,year_group_8,8,28933.6616885151,29219.4400555101,28794.3537759374
TLE4,2028,2028/2029,year_group_8,8,29110.5548580684,29518.9903483948,28965.6930996826
TLE4,2029,2029/2030,year_group_8,8,28583.4989114888,29026.2178915262,28434.8109617533
TLE4,2030,2030/2031,year_group_8,8,27486.6792477169,27956.226671201,27286.8551098903
TLE4,2031,2031/2032,year_group_8,8,26769.5887626051,27225.701827519,26562.8492732644
TLE4,2032,2032/2033,year_group_8,8,26073.8982251034,26511.592208416,25862.7324419908
TLE4,2023,2023/2024,year_group_9,9,29723.9553237043,29781.3745732475,29677.6975328617
TLE4,2024,2024/2025,year_group_9,9,29763.7271811177,29839.1779880435,29661.3539615743
TLE4,2025,2025/2026,year_group_9,9,29923.8040060078,30019.2384631065,29809.4281385624
TLE4,2026,2026/2027,year_group_9,9,29425.0230636138,29555.3539722028,29304.4394740757
TLE4,2027,2027/2028,year_group_9,9,29051.5799560141,29261.6931981332,28917.1839793146
TLE4,2028,2028/2029,year_group_9,9,28927.7789229935,29237.6329765469,28790.9447879452
TLE4,2029,2029/2030,year_group_9,9,29104.63612679,29521.6803515735,28956.2360621672
TLE4,2030,2030/2031,year_group_9,9,28577.6873407415,29029.5161838879,28433.3513547855
TLE4,2031,2031/2032,year_group_9,9,27481.0906813362,27950.8066368922,27286.659108055
TLE4,2032,2032/2033,year_group_9,9,26764.1459944033,27231.3745240277,26564.1292467224
TLF1,2023,2023/2024,year_group_10,10,24326.841636445,24393.4571885719,24258.2738179749
TLF1,2024,2024/2025,year_group_10,10,25031.126735897,25100.6261073805,24918.325148892
TLF1,2025,2025/2026,year_group_10,10,25599.4466463003,25725.3553926309,25476.3829190211
TLF1,2026,2026/2027,year_group_10,10,25918.0394430985,26067.266688135,25780.5094632949
TLF1,2027,2027/2028,year_group_10,10,25401.012197487,25504.6929035245,24950.5829825779
TLF1,2028,2028/2029,year_group_10,10,24909.1361660573,25078.204137463,24470.4008310003
TLF1,2029,2029/2030,year_group_10,10,25385.2636213012,25379.2997495583,24630.5921938434
TLF1,2030,2030/2031,year_group_10,10,25506.0035964197,25607.46267927,24745.7948764698
TLF1,2031,2031/2032,year_group_10,10,24823.218518407,25009.5908167103,24076.019498613
TLF1,2032,2032/2033,year_group_10,10,23832.9666569479,24032.6516861118,23104.0292292505
TLF1,2023,2023/2024,year_group_11,11,24122.2386816158,24239.0046886204,23985.7021579981
TLF1,2024,2024/2025,year_group_11,11,24214.652154997,24313.635717747,24046.5960737815
TLF1,2025,2025/2026,year_group_11,11,24915.6892627335,25025.0954592982,24713.9037472695
TLF1,2026,2026/2027,year_group_11,11,25481.3882198294,25623.7598464953,25269.8727061033
TLF1,2027,2027/2028,year_group_11,11,25798.5117440768,25964.246350319,25576.1181164345
TLF1,2028,2028/2029,year_group_11,11,25283.8689024683,25380.9973887401,24763.9572953419
TLF1,2029,2029/2030,year_group_11,11,24794.2612837543,24961.2060131743,24284.8100234202
TLF1,2030,2030/2031,year_group_11,11,25268.1929548885,25266.4550980805,24453.6101032791
TLF1,2031,2031/2032,year_group_11,11,25388.3761065853,25490.3408117491,24570.256540163
TLF1,2032,2032/2033,year_group_11,11,24708.7398674143,24890.3676422153,23911.8016693904
TLF1,2023,2023/2024,year_group_2,2,24470.9056072758,24833.0841670599,24403.5573253199
TLF1,2024,2024/2025,year_group_2,2,23494.7082696411,23867.6049988877,23398.6835664737
TLF1,2025,2025/2026,year_group_2,2,23026.5416084273,23391.0699981496,22926.7730839311
TLF1,2026,2026/2027,year_group_2,2,22223.4074647146,22576.6350387682,22121.8445388264
TLF1,2027,2027/2028,year_group_2,2,21768.6091691444,22116.3878180302,21665.1230423907
TLF1,2028,2028/2029,year_group_2,2,22230.548181455,22587.9895574832,22121.0607470303
TLF1,2029,2029/2030,year_group_2,2,21582.836948248,22132.498438487,21252.8028841271
TLF1,2030,2030/2031,year_group_2,2,21238.2737616649,21820.2169630856,20876.8800645122
TLF1,2031,2031/2032,year_group_2,2,20899.2114177113,21526.1938259498,20513.9932737692
TLF1,2032,2032/2033,year_group_2,2,20565.5620971688,21226.2994282623,20151.2017277484
TLF1,2023,2023/2024,year_group_3,3,25230.4354945621,25545.1970956946,25167.2241650536
TLF1,2024,2024/2025,year_group_3,3,24555.0272596998,25014.1033777567,24471.7904728142
TLF1,2025,2025/2026,year_group_3,3,23575.4741274553,24025.1495242967,23477.6732954873
TLF1,2026,2026/2027,year_group_3,3,23105.6980875866,23555.3257787651,23007.4034074216
TLF1,2027,2027/2028,year_group_3,3,22299.8030746044,22730.6834794574,22200.3849051783
TLF1,2028,2028/2029,year_group_3,3,21843.4413557283,22263.5601919431,21741.1321211207
TLF1,2029,2029/2030,year_group_3,3,22306.968338409,22745.8215876391,22199.3917242744
TLF1,2030,2030/2031,year_group_3,3,21657.0305206977,22265.809451063,21323.6754201695
TLF1,2031,2031/2032,year_group_3,3,21311.2828571245,21967.2934782182,20956.8676970652
TLF1,2032,2032/2033,year_group_3,3,20971.0549459824,21645.7614686571,20596.2203833375
TLF1,2023,2023/2024,year_group_4,4,25547.1640692992,25643.2068168454,25178.8498966486
TLF1,2024,2024/2025,year_group_4,4,25668.6740918103,25845.2870274009,25278.2425937498
TLF1,2025,2025/2026,year_group_4,4,24981.5343924839,25291.1345245686,24578.4243732736
TLF1,2026,2026/2027,year_group_4,4,23984.9669684847,24294.9095905026,23586.5279290466
TLF1,2027,2027/2028,year_group_4,4,23507.0311807282,23807.7289988049,23114.8526883883
TLF1,2028,2028/2029,year_group_4,4,22687.1382206994,22979.9462690854,22306.4107211924
TLF1,2029,2029/2030,year_group_4,4,22222.849753212,22518.1543207065,21848.1263580238
TLF1,2030,2030/2031,year_group_4,4,22694.4279411412,23000.9001427456,22308.8909923014
TLF1,2031,2031/2032,year_group_4,4,22033.2010659108,22501.3203256036,21473.1667287763
TLF1,2032,2032/2033,year_group_4,4,21681.4479581937,22184.8915323752,21108.8874597503
TLF1,2023,2023/2024,year_group_5,5,25149.3799202972,25387.0755799158,25105.9637279168
TLF1,2024,2024/2025,year_group_5,5,25630.0995318722,25807.8502348152,25245.4064748097
TLF1,2025,2025/2026,year_group_5,5,25752.0040204734,25989.773237647,25351.6530678617
TLF1,2026,2026/2027,year_group_5,5,25062.6336137127,25442.218310376,24656.1575648577
TLF1,2027,2027/2028,year_group_5,5,24062.8309664194,24431.0870910101,23670.5080910295
TLF1,2028,2028/2029,year_group_5,5,23583.3436238394,23948.016985122,23198.04385383
TLF1,2029,2029/2030,year_group_5,5,22760.7889906121,23114.3874888933,22383.636518542
TLF1,2030,2030/2031,year_group_5,5,22294.9932725072,22646.8465837048,21920.7615900652
TLF1,2031,2031/2032,year_group_5,5,22768.1023761596,23131.0493370437,22385.7314796451
TLF1,2032,2032/2033,year_group_5,5,22104.7289160239,22634.1867433364,21553.0615156922
TLF1,2023,2023/2024,year_group_6,6,26022.3261619917,26106.3963368216,25649.5222933141
TLF1,2024,2024/2025,year_group_6,6,25518.418742019,25687.5345867258,25139.6019262466
TLF1,2025,2025/2026,year_group_6,6,26006.1923724046,26025.560131231,25294.8781382779
TLF1,2026,2026/2027,year_group_6,6,26129.8856720612,26231.2013500692,25401.0667123917
TLF1,2027,2027/2028,year_group_6,6,25430.3995310976,25643.3108653486,24711.0032141085
TLF1,2028,2028/2029,year_group_6,6,24415.9259061467,24643.7603116382,23718.7499441303
TLF1,2029,2029/2030,year_group_6,6,23929.4026269156,24154.115674136,23243.9244476453
TLF1,2030,2030/2031,year_group_6,6,23094.7779309825,23312.1337978953,22434.8356810417
TLF1,2031,2031/2032,year_group_6,6,22622.1471853932,22835.3751420226,21975.4885986435
TLF1,2032,2032/2033,year_group_6,6,23102.198632225,23320.1992493346,22440.2800122694
TLF1,2023,2023/2024,year_group_7,7,25970.234393758,26018.7278819816,25925.8151565449
TLF1,2024,2024/2025,year_group_7,7,25452.1659346846,25540.9565251306,25076.3731665467
TLF1,2025,2025/2026,year_group_7,7,24959.2993404753,25132.0387577983,24579.3281383264
TLF1,2026,2026/2027,year_group_7,7,25436.3856432852,25454.6811394963,24729.770027246
TLF1,2027,2027/2028,year_group_7,7,25557.368770169,25664.8222998767,24835.3399245606
TLF1,2028,2028/2029,year_group_7,7,24873.2086678788,25078.5093771532,24158.7528147564
TLF1,2029,2029/2030,year_group_7,7,23880.9625912646,24105.0975640467,23200.6822629847
TLF1,2030,2030/2031,year_group_7,7,23405.0992438839,23625.9677069065,22738.0948982811
TLF1,2031,2031/2032,year_group_7,7,22588.7615298059,22806.7210763719,21942.5434933523
TLF1,2032,2032/2033,year_group_7,7,22126.4863247497,22343.2946909885,21488.1498484906
TLF1,2023,2023/2024,year_group_8,8,25669.883645336,25797.6590235052,25633.2089927454
TLF1,2024,2024/2025,year_group_8,8,25989.3530517279,26154.9967171494,25929.5587040462
TLF1,2025,2025/2026,year_group_8,8,25470.9032031944,25586.3520056365,25088.3113235673
TLF1,2026,2026/2027,year_group_8,8,24977.6737725279,25175.4402348801,24594.6848654706
TLF1,2027,2027/2028,year_group_8,8,25455.1112947264,25481.5079504413,24749.1216619087
TLF1,2028,2028/2029,year_group_8,8,25576.1834864599,25714.5966134835,24857.5775177976
TLF1,2029,2029/2030,year_group_8,8,24891.519722062,25109.9649201255,24181.8047634094
TLF1,2030,2030/2031,year_group_8,8,23898.5431779028,24129.0497124234,23213.8459242873
TLF1,2031,2031/2032,year_group_8,8,23422.3295114437,23652.8276363733,22753.5308578579
TLF1,2032,2032/2033,year_group_8,8,22605.3908292994,22832.8925562025,21957.8625341544
TLF1,2023,2023/2024,year_group_9,9,25074.5056239949,25116.6525701109,24999.2106676358
TLF1,2024,2024/2025,year_group_9,9,25643.8104315647,25779.8418159065,25560.7822019864
TLF1,2025,2025/2026,year_group_9,9,25962.9553489857,26119.585998535,25863.6203907163
TLF1,2026,2026/2027,year_group_9,9,25445.032096284,25551.0442616041,25024.8681674575
TLF1,2027,2027/2028,year_group_9,9,24952.3036447634,25128.5409497307,24541.8737278255
TLF1,2028,2028/2029,year_group_9,9,25429.25622785,25439.7372695241,24692.2875935353
TLF1,2029,2029/2030,year_group_9,9,25550.2054450823,25657.5441216113,24809.2652863048
TLF1,2030,2030/2031,year_group_9,9,24866.2371020169,25086.3133970221,24137.4335624916
TLF1,2031,2031/2032,year_group_9,9,23874.2691362394,24110.4897931082,23173.285037828
TLF1,2032,2032/2033,year_group_9,9,23398.5391658071,23627.884743125,22712.9984717412
TLF2,2023,2023/2024,year_group_10,10,21928.1785165733,21984.0180472865,21839.2653040816
TLF2,2024,2024/2025,year_group_10,10,22358.1730301998,22427.2157628778,22250.5597001808
TLF2,2025,2025/2026,year_group_10,10,22930.3572410576,22967.2527279547,22771.9457065723
TLF2,2026,2026/2027,year_group_10,10,23089.5397253329,23152.11983251,22904.9908311277
TLF2,2027,2027/2028,year_group_10,10,22801.5145577616,22874.6024615093,22610.392377339
TLF2,2028,2028/2029,year_group_10,10,22483.4321157418,22584.5813202961,22290.8250434694
TLF2,2029,2029/2030,year_group_10,10,22811.8777652074,23020.9608137828,22611.2797577523
TLF2,2030,2030/2031,year_group_10,10,22735.147211227,22970.7794613784,22524.0121433415
TLF2,2031,2031/2032,year_group_10,10,22164.2160685831,22433.9019047819,21952.5143823051
TLF2,2032,2032/2033,year_group_10,10,22180.1560685059,22649.3651655561,21714.5044716411
TLF2,2023,2023/2024,year_group_11,11,21937.6794728207,22031.8028059493,21837.1167512689
TLF2,2024,2024/2025,year_group_11,11,21892.9300377453,21981.1145016463,21734.8521245128
TLF2,2025,2025/2026,year_group_11,11,22322.2333561365,22415.0719021826,22150.1734299543
TLF2,2026,2026/2027,year_group_11,11,22893.4978087468,22946.409010317,22658.7541154082
TLF2,2027,2027/2028,year_group_11,11,23052.4244149325,23114.0670920321,22797.2622134642
TLF2,2028,2028/2029,year_group_11,11,22764.8622337882,22835.5710483017,22505.3775339183
TLF2,2029,2029/2030,year_group_11,11,22447.2910937999,22545.014853963,22187.1100661547
TLF2,2030,2030/2031,year_group_11,11,22775.2087828828,22962.4864545805,22509.1764400116
TLF2,2031,2031/2032,year_group_11,11,22698.6015695304,22903.2962233041,22428.4614607115
TLF2,2032,2032/2033,year_group_11,11,22128.5881708878,22358.6749276875,21865.2494481254
TLF2,2023,2023/2024,year_group_2,2,21872.5811227282,21936.4504032462,21820.0679295418
TLF2,2024,2024/2025,year_group_2,2,21888.3113854331,22329.1145758498,21471.0971579125
TLF2,2025,2025/2026,year_group_2,2,21174.6393822135,21640.4863380963,20747.6690219592
TLF2,2026,2026/2027,year_group_2,2,20965.3300506815,21473.3464044598,20513.7444743248
TLF2,2027,2027/2028,year_group_2,2,20064.0975070442,20585.4907152909,19608.072107223
TLF2,2028,2028/2029,year_group_2,2,20920.2339745633,21502.0350222286,20427.7279263237
TLF2,2029,2029/2030,year_group_2,2,20637.9839788561,21334.4536000459,19918.3603320123
TLF2,2030,2030/2031,year_group_2,2,20485.1512748079,21228.25302992,19689.714281785
TLF2,2031,2031/2032,year_group_2,2,20333.4503593806,21118.4639272208,19471.2333650573
TLF2,2032,2032/2033,year_group_2,2,20182.872851217,21020.3699675183,19260.6694142535
TLF2,2023,2023/2024,year_group_3,3,22566.8374871346,22641.5453992439,22506.7879071248
TLF2,2024,2024/2025,year_group_3,3,22000.1329836323,22124.7366484089,21923.1089692182
TLF2,2025,2025/2026,year_group_3,3,22015.9549787336,22477.4732090388,21591.6279423726
TLF2,2026,2026/2027,year_group_3,3,21298.1211350995,21779.2091906478,20865.7621837699
TLF2,2027,2027/2028,year_group_3,3,21087.5911979796,21596.4461452378,20621.3179966348
TLF2,2028,2028/2029,year_group_3,3,20181.1030383085,20714.0156845344,19698.6233080475
TLF2,2029,2029/2030,year_group_3,3,21042.2321401677,21640.3788412058,20523.9049946624
TLF2,2030,2030/2031,year_group_3,3,20758.3361790396,21478.8220886026,20034.6844356165
TLF2,2031,2031/2032,year_group_3,3,20604.6122177731,21373.2371931906,19820.2944944383
TLF2,2032,2032/2033,year_group_3,3,20452.0266452513,21255.1246496031,19598.2431523792
TLF2,2023,2023/2024,year_group_4,4,22768.8257866377,22941.9681623551,22720.8583725535
TLF2,2024,2024/2025,year_group_4,4,22692.2400432774,22915.2975683642,22615.0985309268
TLF2,2025,2025/2026,year_group_4,4,22122.3863969962,22394.1453632179,22033.1252195081
TLF2,2026,2026/2027,year_group_4,4,22138.2963139709,22644.9275166983,21724.5362274931
TLF2,2027,2027/2028,year_group_4,4,21416.4735109211,21946.2157941119,20983.9665098142
TLF2,2028,2028/2029,year_group_4,4,21204.7736716261,21759.4727409977,20740.4874869326
TLF2,2029,2029/2030,year_group_4,4,20293.2482118725,20857.2607199149,19825.4197584566
TLF2,2030,2030/2031,year_group_4,4,21159.1625562631,21787.1380931358,20642.196137271
TLF2,2031,2031/2032,year_group_4,4,20873.6890023853,21631.5193208493,20161.8351317438
TLF2,2032,2032/2033,year_group_4,4,20719.1108063287,21537.2877358975,19940.7431328809
TLF2,2023,2023/2024,year_group_5,5,22555.8924318264,22614.088907615,22506.6282290882
TLF2,2024,2024/2025,year_group_5,5,22885.3966063185,23118.4779837634,22816.5618147615
TLF2,2025,2025/2026,year_group_5,5,22808.4187626821,23073.3092988659,22714.4229551628
TLF2,2026,2026/2027,year_group_5,5,22235.6476050954,22529.5564748741,22127.106655326
TLF2,2027,2027/2028,year_group_5,5,22251.638976954,22762.0048671057,21834.0190379941
TLF2,2028,2028/2029,year_group_5,5,21526.1206176817,22052.6602001549,21089.7071320857
TLF2,2029,2029/2030,year_group_5,5,21313.3369269828,21876.0343785265,20848.6695980694
TLF2,2030,2030/2031,year_group_5,5,20397.1446797981,20972.5596709176,19929.6170064843
TLF2,2031,2031/2032,year_group_5,5,21267.4922938638,21907.8816408039,20754.0784471784
TLF2,2032,2032/2033,year_group_5,5,20980.5571852056,21749.4965773262,20264.7399916741
TLF2,2023,2023/2024,year_group_6,6,22918.497126902,22962.8511101063,22877.7979708602
TLF2,2024,2024/2025,year_group_6,6,22598.7827713016,22681.3797563671,22536.6005276154
TLF2,2025,2025/2026,year_group_6,6,22928.9135025103,23177.8134519625,22851.6141769324
TLF2,2026,2026/2027,year_group_6,6,22851.7892844462,23121.3093118083,22748.3204894379
TLF2,2027,2027/2028,year_group_6,6,22277.928994631,22587.2319169861,22162.5614269541
TLF2,2028,2028/2029,year_group_6,6,22293.950774303,22802.7424237534,21886.9984465155
TLF2,2029,2029/2030,year_group_6,6,21567.0528318987,22096.3750246475,21134.1030968296
TLF2,2030,2030/2031,year_group_6,6,21353.8645300875,21917.7141424166,20888.1287602671
TLF2,2031,2031/2032,year_group_6,6,20435.9301307522,21011.7813765605,19976.0785742893
TLF2,2032,2032/2033,year_group_6,6,21307.9327227685,21950.2172701862,20791.1803986546
TLF2,2023,2023/2024,year_group_7,7,22718.6253492025,22778.4650191162,22643.5839944737
TLF2,2024,2024/2025,year_group_7,7,22435.2270679447,22520.1432062982,22350.0050489172
TLF2,2025,2025/2026,year_group_7,7,22122.2543575152,22233.4108251262,22025.6978821728
TLF2,2026,2026/2027,year_group_7,7,22445.4237990263,22683.3612248486,22337.8265538582
TLF2,2027,2027/2028,year_group_7,7,22369.9258579909,22630.9482821351,22254.2623141658
TLF2,2028,2028/2029,year_group_7,7,21808.1662523766,22097.5480838485,21684.4053114668
TLF2,2029,2029/2030,year_group_7,7,21823.8501893723,22333.9833319459,21408.5089485161
TLF2,2030,2030/2031,year_group_7,7,21112.2799540833,21632.1548020633,20684.6993440201
TLF2,2031,2031/2032,year_group_7,7,20903.5870396709,21450.3839564566,20453.4465424295
TLF2,2032,2032/2033,year_group_7,7,20005.0086307755,20563.7910912831,19554.1641116877
TLF2,2023,2023/2024,year_group_8,8,22704.5496032641,22703.0215763933,22615.3265821064
TLF2,2024,2024/2025,year_group_8,8,22862.1645314663,22894.7960587075,22728.4561578145
TLF2,2025,2025/2026,year_group_8,8,22576.9757036009,22630.8227605224,22438.382413897
TLF2,2026,2026/2027,year_group_8,8,22262.0255915357,22346.5272979463,22115.3094268599
TLF2,2027,2027/2028,year_group_8,8,22587.2368589344,22781.6137381905,22428.6896914252
TLF2,2028,2028/2029,year_group_8,8,22511.2619122461,22726.9711218989,22341.138046993
TLF2,2029,2029/2030,year_group_8,8,21945.953037555,22201.2318596018,21771.2359518263
TLF2,2030,2030/2031,year_group_8,8,21961.7360676717,22431.8976123917,21508.739375855
TLF2,2031,2031/2032,year_group_8,8,21245.6700405763,21724.9577077541,20783.9785392273
TLF2,2032,2032/2033,year_group_8,8,21035.6585776241,21545.1623931451,20540.5998146249
TLF2,2023,2023/2024,year_group_9,9,22208.1084574681,22241.7501660403,22146.698435082
TLF2,2024,2024/2025,year_group_9,9,22776.4522570807,22786.2079926782,22658.6048567785
TLF2,2025,2025/2026,year_group_9,9,22934.566333331,22976.8410698273,22783.6490034458
TLF2,2026,2026/2027,year_group_9,9,22648.4743457942,22702.6335322561,22488.2766636283
TLF2,2027,2027/2028,year_group_9,9,22332.5268235502,22423.0644054202,22163.9872397801
TLF2,2028,2028/2029,year_group_9,9,22658.7679970067,22861.2781118474,22482.977938517
TLF2,2029,2029/2030,year_group_9,9,22582.5524465458,22809.3180301233,22400.5246601847
TLF2,2030,2030/2031,year_group_9,9,22015.4533047485,22274.0105924415,21828.2132505
TLF2,2031,2031/2032,year_group_9,9,22031.2863178761,22504.1488335155,21565.0139128633
TLF2,2032,2032/2033,year_group_9,9,21312.9525934004,21796.0432741432,20830.5947288883
TLF3,2023,2023/2024,year_group_10,10,8447.10481219206,8498.46451371002,8413.85614831818
TLF3,2024,2024/2025,year_group_10,10,8639.03675130266,8701.89733392322,8598.11215145657
TLF3,2025,2025/2026,year_group_10,10,8854.5706936843,8926.48039432468,8810.51974939706
TLF3,2026,2026/2027,year_group_10,10,8898.8089793771,9042.8167318624,8800.42565901392
TLF3,2027,2027/2028,year_group_10,10,8589.44452692321,8762.07556266587,8499.72772696824
TLF3,2028,2028/2029,year_group_10,10,8770.71634072374,8969.039857337,8680.53955375324
TLF3,2029,2029/2030,year_group_10,10,8687.38093119407,8897.56900193173,8604.54046964236
TLF3,2030,2030/2031,year_group_10,10,8653.60186874166,8873.73637869391,8561.89695443642
TLF3,2031,2031/2032,year_group_10,10,8430.50525067981,8654.05164316358,8346.59413898489
TLF3,2032,2032/2033,year_group_10,10,8051.63916900346,8347.5071572666,7968.36317065779
TLF3,2023,2023/2024,year_group_11,11,8484.78738417951,8529.65597533443,8463.08760978687
TLF3,2024,2024/2025,year_group_11,11,8340.72947088668,8409.33933821733,8305.22697377434
TLF3,2025,2025/2026,year_group_11,11,8530.2443894933,8607.5631102093,8488.4600176428
TLF3,2026,2026/2027,year_group_11,11,8743.06408868826,8830.19817804386,8693.54675255162
TLF3,2027,2027/2028,year_group_11,11,8786.74527667196,8942.11876746802,8695.51229096982
TLF3,2028,2028/2029,year_group_11,11,8481.27668557521,8658.05361635742,8399.54863590711
TLF3,2029,2029/2030,year_group_11,11,8660.2657230292,8865.66540973309,8576.28724263509
TLF3,2030,2030/2031,year_group_11,11,8577.97976568801,8800.05776669476,8497.7051498882
TLF3,2031,2031/2032,year_group_11,11,8544.62608676963,8775.69164961467,8459.23114572583
TLF3,2032,2032/2033,year_group_11,11,8324.33894952021,8556.33411774244,8245.66473389735
TLF3,2023,2023/2024,year_group_2,2,7764.52717227775,7794.15337145619,7747.26139834307
TLF3,2024,2024/2025,year_group_2,2,7415.59008032905,7571.92267155636,7362.16734573887
TLF3,2025,2025/2026,year_group_2,2,6995.1017977378,7158.81515871936,6938.52257176103
TLF3,2026,2026/2027,year_group_2,2,6762.23609830962,6935.16628879388,6703.27835540448
TLF3,2027,2027/2028,year_group_2,2,6510.91134476299,6689.44203581377,6447.09144615232
TLF3,2028,2028/2029,year_group_2,2,6505.65437261921,6694.63010654022,6435.28982391613
TLF3,2029,2029/2030,year_group_2,2,6338.64226937974,6689.37729149457,6199.01622547418
TLF3,2030,2030/2031,year_group_2,2,6190.34823538958,6564.56648014308,6044.63880616539
TLF3,2031,2031/2032,year_group_2,2,6045.52357537297,6438.2508639645,5888.65488597987
TLF3,2032,2032/2033,year_group_2,2,5904.08712250584,6316.77975844327,5740.72986697106
TLF3,2023,2023/2024,year_group_3,3,8031.64871211348,8061.21089658069,8010.4033020665
TLF3,2024,2024/2025,year_group_3,3,7824.58653242091,7923.86317345648,7799.61646802312
TLF3,2025,2025/2026,year_group_3,3,7472.95037869966,7647.49753100947,7422.82664414433
TLF3,2026,2026/2027,year_group_3,3,7049.20957903431,7228.75181304108,6995.35390710461
TLF3,2027,2027/2028,year_group_3,3,6814.54264115379,7002.17191489585,6754.89213019704
TLF3,2028,2028/2029,year_group_3,3,6561.27386660611,6755.73535816419,6497.92198092377
TLF3,2029,2029/2030,year_group_3,3,6555.97623128011,6764.69216405247,6489.0768984613
TLF3,2030,2030/2031,year_group_3,3,6387.67227345192,6750.50913350992,6251.13494162569
TLF3,2031,2031/2032,year_group_3,3,6238.23117092856,6624.27639199206,6090.48101594398
TLF3,2032,2032/2033,year_group_3,3,6092.28627831819,6495.88436794009,5936.20838626134
TLF3,2023,2023/2024,year_group_4,4,8124.06827784537,8210.39275797645,8101.91971292955
TLF3,2024,2024/2025,year_group_4,4,8092.47953874224,8207.83390164331,8062.78476978561
TLF3,2025,2025/2026,year_group_4,4,7883.84909280625,8005.72400456982,7849.81885788162
TLF3,2026,2026/2027,year_group_4,4,7529.54968541565,7734.17977661855,7477.36162310951
TLF3,2027,2027/2028,year_group_4,4,7102.59951939927,7308.86093398565,7045.54543358743
TLF3,2028,2028/2029,year_group_4,4,6866.15523986384,7077.9543630322,6807.76296042713
TLF3,2029,2029/2030,year_group_4,4,6610.96823539012,6828.29760137687,6548.56496336109
TLF3,2030,2030/2031,year_group_4,4,6605.63047635507,6831.42887651433,6538.42846190557
TLF3,2031,2031/2032,year_group_4,4,6436.0518028058,6827.34347336224,6300.32680027934
TLF3,2032,2032/2033,year_group_4,4,6285.47884975901,6689.95412023058,6141.36800039037
TLF3,2023,2023/2024,year_group_5,5,8263.79483830292,8356.40412539703,8237.19718068884
TLF3,2024,2024/2025,year_group_5,5,8185.27596933418,8323.85454304752,8150.99862221917
TLF3,2025,2025/2026,year_group_5,5,8153.44923693368,8305.57002537872,8113.43797506694
TLF3,2026,2026/2027,year_group_5,5,7943.24694453687,8098.52498844988,7903.78549733662
TLF3,2027,2027/2028,year_group_5,5,7586.2782034971,7816.9942498887,7530.39418640431
TLF3,2028,2028/2029,year_group_5,5,7156.11134442141,7382.3177570056,7097.61937502857
TLF3,2029,2029/2030,year_group_5,5,6917.88566571242,7151.5407065452,6856.71678210374
TLF3,2030,2030/2031,year_group_5,5,6660.77605215818,6899.84671038245,6595.46002665454
TLF3,2031,2031/2032,year_group_5,5,6655.3980778151,6908.16562838444,6585.10136688953
TLF3,2032,2032/2033,year_group_5,5,6484.54177847802,6901.48467264322,6348.37438282622
TLF3,2023,2023/2024,year_group_6,6,8154.3077878863,8258.58358437254,8132.13349015879
TLF3,2024,2024/2025,year_group_6,6,8326.39646700458,8471.27003914868,8292.04822645678
TLF3,2025,2025/2026,year_group_6,6,8247.28278546155,8415.37549059516,8207.89835721232
TLF3,2026,2026/2027,year_group_6,6,8215.21495253478,8392.67215577691,8172.95917305769
TLF3,2027,2027/2028,year_group_6,6,8003.42029172632,8183.5713623933,7961.47070764382
TLF3,2028,2028/2029,year_group_6,6,7643.74736634728,7902.51908597418,7589.57492925254
TLF3,2029,2029/2030,year_group_6,6,7210.3218172244,7462.05335588441,7153.13890023188
TLF3,2030,2030/2031,year_group_6,6,6970.29148148101,7224.13485779332,6909.34076066553
TLF3,2031,2031/2032,year_group_6,6,6711.23415735574,6965.68462506038,6648.22333552397
TLF3,2032,2032/2033,year_group_6,6,6705.81544265553,6969.93825612498,6639.44007687142
TLF3,2023,2023/2024,year_group_7,7,8864.06556718654,8979.61477649965,8761.89340983638
TLF3,2024,2024/2025,year_group_7,7,8555.90895914346,8694.81064837616,8463.59542554379
TLF3,2025,2025/2026,year_group_7,7,8736.47303763245,8909.54285632041,8650.09261090704
TLF3,2026,2026/2027,year_group_7,7,8653.46299259707,8849.26926509138,8568.77873239008
