itl22cd,year,acd_year,nc_year,nc_year_number,mean_projection,upper_pi,lower_pi
TLK1,2027,2027/2028,year_group_1,1,24685.630310383,24943.6530522038,24276.5964423848
TLK1,2028,2028/2029,year_group_1,1,24232.6075418857,24720.4890562784,23405.9709208221
TLK1,2029,2029/2030,year_group_1,1,23859.9344051581,24388.1574167479,22986.9004319331
TLK1,2030,2030/2031,year_group_1,1,23492.9926065292,24058.5142603938,22561.5771374152
TLK1,2031,2031/2032,year_group_1,1,23131.6940037825,23732.783346991,22153.1691863801
TLK1,2032,2032/2033,year_group_1,1,22775.9518102396,23431.5710572951,21752.466313461
TLK2,2023,2023/2024,year_group_1,1,12221.8369472936,12340.1227182681,12105.4399901782
TLK2,2024,2024/2025,year_group_1,1,11661.0466709864,11789.614819818,11534.1019087772
TLK2,2025,2025/2026,year_group_1,1,11397.5965259595,11539.765026548,11261.3926590307
TLK2,2026,2026/2027,year_group_1,1,11187.0754048081,11339.5657677498,11038.0713889569
TLK2,2027,2027/2028,year_group_1,1,11108.8879913343,11273.1654916456,10946.9104577959
TLK2,2028,2028/2029,year_group_1,1,10897.4535843741,11177.8266821462,10570.135234546
TLK2,2029,2029/2030,year_group_1,1,10673.6942824288,10973.3325490356,10318.3246806892
TLK2,2030,2030/2031,year_group_1,1,10454.5294689867,10775.2358496674,10079.4194456752
TLK2,2031,2031/2032,year_group_1,1,10239.8648046195,10586.9074080865,9851.95331161739
TLK2,2032,2032/2033,year_group_1,1,10029.6078869869,10401.7169236085,9622.24712965177
TLK3,2023,2023/2024,year_group_1,1,5400.19005428476,5470.45244250979,5332.76136223799
TLK3,2024,2024/2025,year_group_1,1,5109.93501624093,5183.27887423114,5037.99513031465
TLK3,2025,2025/2026,year_group_1,1,4936.28982813378,5013.12479376557,4859.42190980222
TLK3,2026,2026/2027,year_group_1,1,4887.14176061323,4971.08748611786,4803.34397928315
TLK3,2027,2027/2028,year_group_1,1,4921.4030369606,5013.90122127791,4828.9157549409
TLK3,2028,2028/2029,year_group_1,1,4733.29216212561,4877.20041722464,4603.17484763525
TLK3,2029,2029/2030,year_group_1,1,4627.28975513543,4784.48213244965,4491.2759113611
TLK3,2030,2030/2031,year_group_1,1,4523.6612794182,4688.99391298564,4377.17138585049
TLK3,2031,2031/2032,year_group_1,1,4422.35357061805,4598.81433367942,4264.58257715299
TLK3,2032,2032/2033,year_group_1,1,4323.31465499856,4510.34673327168,4156.03809967103
TLK4,2023,2023/2024,year_group_1,1,11208.1792608963,11374.0290693068,11030.5843989616
TLK4,2024,2024/2025,year_group_1,1,10999.9880474882,11177.1077439561,10803.5321306001
TLK4,2025,2025/2026,year_group_1,1,10502.246182149,10685.0637534506,10289.284910375
TLK4,2026,2026/2027,year_group_1,1,10277.1699784384,10469.8558985415,10044.5153236691
TLK4,2027,2027/2028,year_group_1,1,10418.8726023864,10633.9581533174,10157.408566691
TLK4,2028,2028/2029,year_group_1,1,10105.6558480668,10393.0765207229,9767.80092451502
TLK4,2029,2029/2030,year_group_1,1,9908.98589728584,10220.7929757472,9544.36264563487
TLK4,2030,2030/2031,year_group_1,1,9716.14341402624,10049.2681120302,9326.75408818729
TLK4,2031,2031/2032,year_group_1,1,9527.05391051001,9882.81977435468,9111.47074040216
TLK4,2032,2032/2033,year_group_1,1,9341.64434859369,9716.3335977531,8903.17172824124
TLC1,2023,2023/2024,year_group_10,10,13147.7006334274,13155.6707259625,13105.8696056009
TLC1,2024,2024/2025,year_group_10,10,13746.2965434668,13757.8855615528,13699.2138674425
TLC1,2025,2025/2026,year_group_10,10,14107.8866184359,14140.3889371106,14049.8820749264
TLC1,2026,2026/2027,year_group_10,10,13953.9716136502,13993.2956042484,13875.4831981012
TLC1,2027,2027/2028,year_group_10,10,13728.6318527781,13822.0231304036,13652.7859910128
TLC1,2028,2028/2029,year_group_10,10,13446.5596482598,13541.8096217042,13284.3657868221
TLC1,2029,2029/2030,year_group_10,10,13241.4886302486,13371.7163591855,13080.7241607658
TLC1,2030,2030/2031,year_group_10,10,13358.7205991137,13436.0423375598,13097.74785053
TLC1,2031,2031/2032,year_group_10,10,13048.7201949952,13091.2921106068,12692.4210113595
TLC1,2032,2032/2033,year_group_10,10,12620.9958886793,12680.1032491126,12240.717402329
TLC1,2023,2023/2024,year_group_11,11,13237.1001010052,13323.3991040242,13208.7515732137
TLC1,2024,2024/2025,year_group_11,11,12930.933158684,13006.5303761644,12880.5956130743
TLC1,2025,2025/2026,year_group_11,11,13519.6599572014,13599.2940013941,13466.4333268037
TLC1,2026,2026/2027,year_group_11,11,13875.2884599056,13973.1460336508,13819.5526372928
TLC1,2027,2027/2028,year_group_11,11,13723.911067425,13828.2898278622,13655.2926040639
TLC1,2028,2028/2029,year_group_11,11,13502.2865060609,13654.2014523811,13438.0349958197
TLC1,2029,2029/2030,year_group_11,11,13224.8648546068,13367.9771063819,13084.8320743001
TLC1,2030,2030/2031,year_group_11,11,13023.1748632828,13197.6947894146,12885.0859428338
TLC1,2031,2031/2032,year_group_11,11,13138.474016779,13257.0227905933,12913.5906986565
TLC1,2032,2032/2033,year_group_11,11,12833.5846207861,12928.4153609422,12507.9700395589
TLC1,2023,2023/2024,year_group_2,2,13244.3519430805,13295.4902089245,13071.5993473908
TLC1,2024,2024/2025,year_group_2,2,12810.2150190907,12910.5835340567,12596.4282202298
TLC1,2025,2025/2026,year_group_2,2,12485.0209819766,12588.1211351747,12269.4642051806
TLC1,2026,2026/2027,year_group_2,2,12150.2265564291,12256.1382837377,11931.799227405
TLC1,2027,2027/2028,year_group_2,2,11553.2089245864,11659.3088544704,11336.2848491876
TLC1,2028,2028/2029,year_group_2,2,11974.3074369993,12094.5332916257,11739.7422009124
TLC1,2029,2029/2030,year_group_2,2,11510.1517126237,11710.2187449779,11210.8809179082
TLC1,2030,2030/2031,year_group_2,2,11276.6773206884,11491.2290457046,10961.4595342232
TLC1,2031,2031/2032,year_group_2,2,11047.9387735144,11280.9727263084,10721.2737769388
TLC1,2032,2032/2033,year_group_2,2,10823.8400082084,11066.3268333182,10485.2739375305
TLC1,2023,2023/2024,year_group_3,3,13701.2377930167,13720.5781661402,13565.0842035724
TLC1,2024,2024/2025,year_group_3,3,13383.2889878714,13399.5931999157,13103.6703639263
TLC1,2025,2025/2026,year_group_3,3,12944.5978432211,12985.1053539015,12640.9567226696
TLC1,2026,2026/2027,year_group_3,3,12615.9924275288,12660.2047198241,12312.5348326262
TLC1,2027,2027/2028,year_group_3,3,12277.6859125791,12328.3450940163,11971.6672139966
TLC1,2028,2028/2029,year_group_3,3,11674.405394805,11730.2206804447,11375.5194949829
TLC1,2029,2029/2030,year_group_3,3,12099.9213512069,12165.4622764984,11779.3931596839
TLC1,2030,2030/2031,year_group_3,3,11630.8965003581,11770.9501438678,11249.9089882138
TLC1,2031,2031/2032,year_group_3,3,11394.9728951892,11555.1573906583,11000.7280465958
TLC1,2032,2032/2033,year_group_3,3,11163.8348151494,11343.8756239615,10758.0024512258
TLC1,2023,2023/2024,year_group_4,4,13605.2947148597,13722.4200247684,13573.6148243802
TLC1,2024,2024/2025,year_group_4,4,13725.7475982892,13793.3302534159,13573.9304889947
TLC1,2025,2025/2026,year_group_4,4,13407.2300223936,13467.9717971317,13126.0865091109
TLC1,2026,2026/2027,year_group_4,4,12967.7541140093,13038.8632903704,12663.1578880993
TLC1,2027,2027/2028,year_group_4,4,12638.5608642198,12710.8223361667,12334.4480076943
TLC1,2028,2028/2029,year_group_4,4,12299.6491611163,12376.125694025,11996.2860200969
TLC1,2029,2029/2030,year_group_4,4,11695.2894497511,11773.1974873548,11398.0289034825
TLC1,2030,2030/2031,year_group_4,4,12121.5666011188,12211.7053354834,11802.3329805299
TLC1,2031,2031/2032,year_group_4,4,11651.7027233196,11808.7765584345,11264.1279929631
TLC1,2032,2032/2033,year_group_4,4,11415.3570802509,11588.8364428045,11019.74144137
TLC1,2023,2023/2024,year_group_5,5,13920.9758357707,13998.3861281525,13803.6579616249
TLC1,2024,2024/2025,year_group_5,5,13708.6695833889,13822.4821779802,13580.984991083
TLC1,2025,2025/2026,year_group_5,5,13830.0376841106,13890.5876556692,13590.7546747071
TLC1,2026,2026/2027,year_group_5,5,13509.0999686132,13544.604333259,13149.77054907
TLC1,2027,2027/2028,year_group_5,5,13066.2848628648,13114.7124995463,12684.8834308418
TLC1,2028,2028/2029,year_group_5,5,12734.59035826,12787.0110993956,12357.8358437269
TLC1,2029,2029/2030,year_group_5,5,12393.1035582193,12450.8655547337,12018.5548588021
TLC1,2030,2030/2031,year_group_5,5,11784.1518400644,11839.6518011591,11420.4133874561
TLC1,2031,2031/2032,year_group_5,5,12213.6679028561,12279.1104318523,11831.7031034139
TLC1,2032,2032/2033,year_group_5,5,11740.2339357929,11871.3881325759,11305.2977797317
TLC1,2023,2023/2024,year_group_6,6,14217.6338319639,14323.332612106,14195.8637848947
TLC1,2024,2024/2025,year_group_6,6,13925.5144597625,14027.1868739052,13803.1861115604
TLC1,2025,2025/2026,year_group_6,6,13713.1389896577,13851.0185488086,13581.1761845237
TLC1,2026,2026/2027,year_group_6,6,13834.5466597443,13913.6843175717,13598.1412889408
TLC1,2027,2027/2028,year_group_6,6,13513.5043096557,13576.3155513853,13166.3395766309
TLC1,2028,2028/2029,year_group_6,6,13070.5448339087,13143.1166981948,12703.5800819393
TLC1,2029,2029/2030,year_group_6,6,12738.7421877013,12810.7621933907,12375.1638137102
TLC1,2030,2030/2031,year_group_6,6,12397.1440534982,12472.3059985464,12038.9482330861
TLC1,2031,2031/2032,year_group_6,6,11787.9938002039,11867.1234713614,11439.0815446431
TLC1,2032,2032/2033,year_group_6,6,12217.6498971377,12304.3152993431,11848.1162992319
TLC1,2023,2023/2024,year_group_7,7,14115.305451787,14143.2794900409,14060.930433097
TLC1,2024,2024/2025,year_group_7,7,13887.3603446012,13990.1458709629,13833.7307844327
TLC1,2025,2025/2026,year_group_7,7,13602.0268613124,13700.9967785301,13463.6477323148
TLC1,2026,2026/2027,year_group_7,7,13394.584841314,13531.4114147449,13254.0072289698
TLC1,2027,2027/2028,year_group_7,7,13513.1722295544,13591.7872065595,13270.4751224197
TLC1,2028,2028/2029,year_group_7,7,13199.587644788,13256.2042291464,12850.4242481611
TLC1,2029,2029/2030,year_group_7,7,12766.9180507853,12835.5351194095,12400.9534178061
TLC1,2030,2030/2031,year_group_7,7,12442.8231299543,12511.7324351237,12077.334026304
TLC1,2031,2031/2032,year_group_7,7,12109.1602688349,12183.6051376436,11748.7402392134
TLC1,2032,2032/2033,year_group_7,7,11514.1604839562,11590.9371885864,11163.5828551646
TLC1,2023,2023/2024,year_group_8,8,14229.7125153741,14264.1212577047,14198.8116156646
TLC1,2024,2024/2025,year_group_8,8,14074.4684076535,14120.1962810955,14018.2272822025
TLC1,2025,2025/2026,year_group_8,8,13847.1827693281,13961.2900673756,13793.6603984795
TLC1,2026,2026/2027,year_group_8,8,13562.67478543,13672.0676809084,13422.4186498342
TLC1,2027,2027/2028,year_group_8,8,13355.8329167322,13501.28516687,13214.1166401483
TLC1,2028,2028/2029,year_group_8,8,13474.0772193467,13565.9427482488,13233.4189797208
TLC1,2029,2029/2030,year_group_8,8,13161.3998673406,13224.5509415171,12822.5941803986
TLC1,2030,2030/2031,year_group_8,8,12729.9820313934,12804.8933320607,12368.8290469255
TLC1,2031,2031/2032,year_group_8,8,12406.8247508162,12481.66976221,12044.0222841421
TLC1,2032,2032/2033,year_group_8,8,12074.1272109951,12150.0353135649,11716.7116515195
TLC1,2023,2023/2024,year_group_9,9,13809.3412535193,13819.0356667268,13796.2846187648
TLC1,2024,2024/2025,year_group_9,9,14172.5896908962,14208.8154661087,14140.2936038172
TLC1,2025,2025/2026,year_group_9,9,14017.9687849378,14063.3655948196,13960.3404647856
TLC1,2026,2026/2027,year_group_9,9,13791.5955471695,13904.4647903927,13738.7554881355
TLC1,2027,2027/2028,year_group_9,9,13508.2296734587,13618.0548946861,13366.6258943038
TLC1,2028,2028/2029,year_group_9,9,13302.2181371902,13450.83859357,13159.4112056157
TLC1,2029,2029/2030,year_group_9,9,13419.9877676328,13510.430242134,13177.3363389435
TLC1,2030,2030/2031,year_group_9,9,13108.5656070775,13170.9694725441,12764.5809810347
TLC1,2031,2031/2032,year_group_9,9,12678.8796265907,12754.1016911306,12316.8003752688
TLC1,2032,2032/2033,year_group_9,9,12357.0196074021,12430.6093957224,11995.2395378746
TLC2,2023,2023/2024,year_group_10,10,15184.4770926241,15225.9802965077,15134.676394015
TLC2,2024,2024/2025,year_group_10,10,15329.6801350634,15364.8735754366,15250.0725286076
TLC2,2025,2025/2026,year_group_10,10,15719.5661614368,15776.846587252,15636.9813008615
TLC2,2026,2026/2027,year_group_10,10,15914.5189378019,15988.0496309805,15765.5653444474
TLC2,2027,2027/2028,year_group_10,10,15622.7672442244,15626.453453715,15303.9467010764
TLC2,2028,2028/2029,year_group_10,10,15474.4522168198,15402.0729441817,15029.9176997498
TLC2,2029,2029/2030,year_group_10,10,15626.5313182868,15508.4143395143,15057.5561712642
TLC2,2030,2030/2031,year_group_10,10,15934.733783568,15916.9566626733,15369.1308875115
TLC2,2031,2031/2032,year_group_10,10,15462.2472673357,15368.9232463137,14756.0925753033
TLC2,2032,2032/2033,year_group_10,10,15216.4053487035,15126.0837004494,14500.8525174899
TLC2,2023,2023/2024,year_group_11,11,15231.8821463504,15278.2698385747,15166.0818633611
TLC2,2024,2024/2025,year_group_11,11,15039.2200746998,15101.1003722353,14944.6407417131
TLC2,2025,2025/2026,year_group_11,11,15183.034082745,15227.9463830873,15060.7761643673
TLC2,2026,2026/2027,year_group_11,11,15569.1904000756,15625.5779305109,15443.246952684
TLC2,2027,2027/2028,year_group_11,11,15762.2782285233,15835.3610730434,15573.2472289278
TLC2,2028,2028/2029,year_group_11,11,15473.3174760315,15464.046530152,15117.7196680144
TLC2,2029,2029/2030,year_group_11,11,15326.4212527427,15230.820039106,14849.6425770039
TLC2,2030,2030/2031,year_group_11,11,15477.0455423888,15345.5963417887,14877.3561480604
TLC2,2031,2031/2032,year_group_11,11,15782.2996959995,15760.72746108,15187.5612195467
TLC2,2032,2032/2033,year_group_11,11,15314.3330576621,15189.1500493613,14584.9635143459
TLC2,2023,2023/2024,year_group_2,2,15263.5841187383,15307.0541936085,15058.4005419233
TLC2,2024,2024/2025,year_group_2,2,15020.9008437863,15077.5647641014,14775.7251662899
TLC2,2025,2025/2026,year_group_2,2,14746.6715801547,14804.0753652902,14498.1169152486
TLC2,2026,2026/2027,year_group_2,2,13938.6297364051,13999.2777619798,13696.1391151407
TLC2,2027,2027/2028,year_group_2,2,14038.6669080644,14102.1685375672,13787.5466385057
TLC2,2028,2028/2029,year_group_2,2,14201.8829525211,14270.8927003099,13939.6878837591
TLC2,2029,2029/2030,year_group_2,2,13826.7023484521,14031.7838780648,13448.6595675126
TLC2,2030,2030/2031,year_group_2,2,13631.5338909173,13866.369511021,13241.3383607091
TLC2,2031,2031/2032,year_group_2,2,13439.1203004402,13710.2255236876,13036.2126795069
TLC2,2032,2032/2033,year_group_2,2,13249.4226911648,13550.0503284054,12836.3662136212
TLC2,2023,2023/2024,year_group_3,3,15715.9712587627,16004.3181496962,15673.9498522626
TLC2,2024,2024/2025,year_group_3,3,15249.9713487475,15409.6067314494,15032.0339738815
TLC2,2025,2025/2026,year_group_3,3,15007.5045099599,15180.7839674116,14761.1790559452
TLC2,2026,2026/2027,year_group_3,3,14733.5198166639,14905.2265428503,14486.5929774362
TLC2,2027,2027/2028,year_group_3,3,13926.1986219884,14094.8817480497,13686.3312361707
TLC2,2028,2028/2029,year_group_3,3,14026.1465758731,14198.101180733,13777.3282218718
TLC2,2029,2029/2030,year_group_3,3,14189.2170567154,14361.2472847914,13928.5401356687
TLC2,2030,2030/2031,year_group_3,3,13814.3710560547,14137.0346293367,13446.3807605846
TLC2,2031,2031/2032,year_group_3,3,13619.3766587735,13975.6365102814,13241.4485589106
TLC2,2032,2032/2033,year_group_3,3,13427.1346716321,13816.3212978133,13039.4341109519
TLC2,2023,2023/2024,year_group_4,4,15594.7699968339,15664.0960216485,15418.7396664219
TLC2,2024,2024/2025,year_group_4,4,15902.3460327834,16131.4629212127,15713.3975020604
TLC2,2025,2025/2026,year_group_4,4,15430.8198573854,15564.2372709183,15071.9349273474
TLC2,2026,2026/2027,year_group_4,4,15185.4776186915,15330.5082703241,14815.5008680389
TLC2,2027,2027/2028,year_group_4,4,14908.2437571158,15048.882491493,14541.2847956798
TLC2,2028,2028/2029,year_group_4,4,14091.3485881219,14226.4995262066,13741.611262421
TLC2,2029,2029/2030,year_group_4,4,14192.4818188827,14330.6222828952,13837.5777803705
TLC2,2030,2030/2031,year_group_4,4,14357.4861429166,14498.7902860987,13994.1408672326
TLC2,2031,2031/2032,year_group_4,4,13978.1948656951,14245.8475172165,13544.2357830975
TLC2,2032,2032/2033,year_group_4,4,13780.8880413847,14076.0500265501,13338.0811097492
TLC2,2023,2023/2024,year_group_5,5,15594.5340472047,15614.6577538005,15426.9838478506
TLC2,2024,2024/2025,year_group_5,5,15747.7932832969,15758.5656250618,15424.7425495853
TLC2,2025,2025/2026,year_group_5,5,16058.3874013256,16213.4229821969,15730.7239453744
TLC2,2026,2026/2027,year_group_5,5,15582.2343872486,15624.2969060219,15092.0114598819
TLC2,2027,2027/2028,year_group_5,5,15334.4847340381,15388.9444111026,14837.1715279608
TLC2,2028,2028/2029,year_group_5,5,15054.5305222023,15109.034136006,14562.6795038866
TLC2,2029,2029/2030,year_group_5,5,14229.6195900083,14279.1257084288,13760.6252699805
TLC2,2030,2030/2031,year_group_5,5,14331.74518804,14385.8931222599,13857.6875133432
TLC2,2031,2031/2032,year_group_5,5,14498.3686128332,14560.1626340815,14016.3360647178
TLC2,2032,2032/2033,year_group_5,5,14115.3555495399,14312.3862235608,13569.4222452471
TLC2,2023,2023/2024,year_group_6,6,15946.208120208,15964.9502308941,15735.7847559198
TLC2,2024,2024/2025,year_group_6,6,15794.8225009144,15752.9277168351,15436.848649295
TLC2,2025,2025/2026,year_group_6,6,15950.0501225524,15862.7711783337,15443.8672790026
TLC2,2026,2026/2027,year_group_6,6,16264.6333572449,16272.086169283,15755.0478035182
TLC2,2027,2027/2028,year_group_6,6,15782.3648702316,15718.2746237915,15129.6987069609
TLC2,2028,2028/2029,year_group_6,6,15531.4332434656,15475.5789850389,14865.7696923625
TLC2,2029,2029/2030,year_group_6,6,15247.8834387107,15194.428469778,14593.6925169539
TLC2,2030,2030/2031,year_group_6,6,14412.377760014,14361.988258372,13791.6130756504
TLC2,2031,2031/2032,year_group_6,6,14515.8150085286,14465.3827605977,13887.400662143
