itl22cd,year,nc_year,pupil_number,upper_pi,lower_pi
TLH1,2024,year_group_8,28248.8428236185,28385.6186717692,28120.4300005779
TLH1,2025,year_group_8,27576.8408991711,27794.820802725,27439.6161384997
TLH1,2026,year_group_8,27048.0185391164,27421.0580295983,26906.4292993942
TLH1,2027,year_group_8,26998.5368957655,27425.1257070683,26850.4082609024
TLH1,2028,year_group_8,27034.5578713551,27601.983932011,26898.8328222086
TLH1,2029,year_group_8,26493.1859975301,26855.6025520301,26008.9224738339
TLH1,2030,year_group_8,25545.4504188528,25930.8722125684,24993.4397723616
TLH1,2031,year_group_8,24404.1639746921,24779.328480081,23864.2651599749
TLH1,2032,year_group_8,23871.704340415,24240.8348572344,23322.6343497323
TLH1,2023,year_group_9,26871.0328614505,26977.3524136487,26757.7634035378
TLH1,2024,year_group_9,27466.6693581521,27578.9801465356,27336.7316463326
TLH1,2025,year_group_9,28257.290094606,28423.8749821935,28079.3669697254
TLH1,2026,year_group_9,27585.0872209588,27821.0538543943,27402.0094058187
TLH1,2027,year_group_9,27056.1067267885,27424.7520310887,26866.6012689943
TLH1,2028,year_group_9,27006.6102869076,27420.8480857593,26814.0113692321
TLH1,2029,year_group_9,27042.6420338744,27613.2267945201,26866.6669139331
TLH1,2030,year_group_9,26501.1082732439,26859.4376830944,25978.1385771112
TLH1,2031,year_group_9,25553.0892925417,25945.3534587734,24984.6432302234
TLH1,2032,year_group_9,24411.461568707,24788.753137623,23846.394933066
TLH2,2023,year_group_10,23458.4597589594,23527.5146291871,23382.9501460645
TLH2,2024,year_group_10,24100.1713692285,24159.7181603088,23925.5629541712
TLH2,2025,year_group_10,24758.6417923594,24838.8908071761,24573.9790640859
TLH2,2026,year_group_10,24596.2852551447,24657.8432650321,24347.9122655518
TLH2,2027,year_group_10,24244.1965161026,24325.4743250434,23995.4284283562
TLH2,2028,year_group_10,24079.1550727778,24193.8416861616,23832.7664971226
TLH2,2029,year_group_10,23991.460830376,24137.8525505071,23737.9580373641
TLH2,2030,year_group_10,24382.2978865735,24581.1053888434,24118.3975413384
TLH2,2031,year_group_10,23930.3749987759,24188.0098509773,23666.8947664353
TLH2,2032,year_group_10,23315.1171712974,23699.7194406874,22951.3236523689
TLH2,2023,year_group_11,23466.8448913264,23555.4173303725,23333.8913366653
TLH2,2024,year_group_11,23346.8780080971,23433.617271899,23163.302780325
TLH2,2025,year_group_11,23985.5372736787,24033.4998756742,23707.4102744228
TLH2,2026,year_group_11,24640.875637695,24714.012336954,24354.4090133044
TLH2,2027,year_group_11,24479.2913603333,24528.1578448372,24128.3197726986
TLH2,2028,year_group_11,24128.8773551981,24194.1698052123,23786.1860585855
TLH2,2029,year_group_11,23964.6209426639,24045.0979502421,23627.5969176037
TLH2,2030,year_group_11,23877.3438238588,23989.0327577652,23535.0204592442
TLH2,2031,year_group_11,24266.3218371575,24423.3718872954,23908.3188600256
TLH2,2032,year_group_11,23816.5485511493,24039.5695283288,23469.3835255757
TLH2,2023,year_group_2,23147.854930315,23357.0501636365,23100.5532639078
TLH2,2024,year_group_2,22552.7159516762,22924.0458108683,22331.506189237
TLH2,2025,year_group_2,22045.1507342121,22431.1040016765,21806.5778150326
TLH2,2026,year_group_2,21783.2681988255,22194.0716903891,21519.8433073445
TLH2,2027,year_group_2,21236.0383437095,21660.411596298,20952.9700591284
TLH2,2028,year_group_2,21575.8603665168,22024.2449213782,21256.1523406717
TLH2,2029,year_group_2,21352.2311672171,21906.4765459353,20860.8051693203
TLH2,2030,year_group_2,21150.6172973616,21739.3287712464,20600.0227785398
TLH2,2031,year_group_2,20950.9071232931,21574.277445374,20348.7967643136
TLH2,2032,year_group_2,20753.0826697721,21406.5371046436,20100.1229182246
TLH2,2023,year_group_3,23527.129092511,23671.213823894,23482.5767089176
TLH2,2024,year_group_3,23091.0566529675,23355.8027463814,23030.1671525244
TLH2,2025,year_group_3,22497.3779767572,22915.1158588806,22276.1433453541
TLH2,2026,year_group_3,21991.0581805245,22410.1856473434,21754.1802263938
TLH2,2027,year_group_3,21729.8182306787,22164.0933426704,21468.9399964068
TLH2,2028,year_group_3,21183.9311225765,21629.5592102349,20904.0128516568
TLH2,2029,year_group_3,21522.9193184241,21998.0553078681,21206.281954823
TLH2,2030,year_group_3,21299.838841817,21866.7746242471,20815.565446528
TLH2,2031,year_group_3,21098.7196752734,21692.6887966232,20564.226012921
TLH2,2032,year_group_3,20899.4995333867,21528.8792810442,20306.7417242318
TLH2,2023,year_group_4,23140.4165179955,23201.9406456801,23093.661198437
TLH2,2024,year_group_4,23517.3894891297,23725.5423884946,23457.2184132062
TLH2,2025,year_group_4,23081.4975719351,23374.3691535704,23007.6041486076
TLH2,2026,year_group_4,22488.0646628484,22905.3336733686,22263.6404294324
TLH2,2027,year_group_4,21981.954469495,22415.553069058,21747.1506688113
TLH2,2028,year_group_4,21720.8226660145,22170.688689027,21461.9463444848
TLH2,2029,year_group_4,21175.1615406025,21639.1443818169,20896.1752087537
TLH2,2030,year_group_4,21514.0094043864,22003.6527342464,21205.4621391867
TLH2,2031,year_group_4,21291.0212771414,21865.3760421803,20809.6948877632
TLH2,2032,year_group_4,21089.9853685638,21708.3986054271,20556.381039856
TLH2,2023,year_group_5,23163.2363742942,23258.9931866197,23133.3383789054
TLH2,2024,year_group_5,23078.8778301809,23219.197863301,23025.6020410129
TLH2,2025,year_group_5,23454.8482946417,23685.8764470448,23386.0078518583
TLH2,2026,year_group_5,23020.1155707828,23320.8705384675,22942.3647039819
TLH2,2027,year_group_5,22428.2608131742,22862.8225557001,22209.4440022942
TLH2,2028,year_group_5,21923.4965488002,22369.9489578757,21685.4089455882
TLH2,2029,year_group_5,21663.0591886769,22127.5219892677,21403.4268300049
TLH2,2030,year_group_5,21118.8491723935,21586.2674385671,20840.1839989754
TLH2,2031,year_group_5,21456.7959178726,21952.3679143074,21150.2980316539
TLH2,2032,year_group_5,21234.4007962348,21835.238760077,20753.9861329389
TLH2,2023,year_group_6,23360.7413262312,23422.9570707019,23319.2804475717
TLH2,2024,year_group_6,23201.7139704244,23322.9585328562,23151.1878074787
TLH2,2025,year_group_6,23117.2152941664,23283.8163190249,23047.1710861043
TLH2,2026,year_group_6,23493.8103017375,23736.3986769067,23416.3671215095
TLH2,2027,year_group_6,23058.3554218766,23371.6881669973,22972.5416306849
TLH2,2028,year_group_6,22465.5175050944,22908.4544447686,22255.6635774894
TLH2,2029,year_group_6,21959.9147518672,22408.6671609951,21728.356440643
TLH2,2030,year_group_6,21699.0447663802,22167.8070281953,21439.7003848644
TLH2,2031,year_group_6,21153.9307359565,21631.1574413797,20877.4501982929
TLH2,2032,year_group_6,21492.4388614679,21997.8353739817,21179.4784019414
TLH2,2023,year_group_7,24437.6903250817,24518.124907263,24323.5704813527
TLH2,2024,year_group_7,24087.8718267839,24199.2639397274,23969.3252166458
TLH2,2025,year_group_7,23923.8945578208,24061.5390778374,23804.3137765563
TLH2,2026,year_group_7,23836.7657610583,24003.7071020876,23704.6660608369
TLH2,2027,year_group_7,24225.0827303829,24459.0374637443,24081.369776164
TLH2,2028,year_group_7,23776.0738061387,24059.0483198985,23629.2062534612
TLH2,2029,year_group_7,23164.7831131729,23590.7734327814,22889.6876803247
TLH2,2030,year_group_7,22643.4428806465,23080.7856799088,22349.96023744
TLH2,2031,year_group_7,22374.4530105858,22829.193565595,22062.2821952651
TLH2,2032,year_group_7,21812.3716659718,22275.1350558895,21479.7103342548
TLH2,2023,year_group_8,24576.6297062466,24624.8841579676,24537.7419893058
TLH2,2024,year_group_8,24415.466726105,24527.3837957898,24295.60899331
TLH2,2025,year_group_8,24065.9663522255,24199.4389841864,23940.1141219936
TLH2,2026,year_group_8,23902.1382039453,24061.1363998557,23773.1178393191
TLH2,2027,year_group_8,23815.08864198,24002.706967073,23677.5974301912
TLH2,2028,year_group_8,24203.0524764344,24450.4354503507,24052.3235686757
TLH2,2029,year_group_8,23754.4518802334,24059.6713715269,23605.0960390282
TLH2,2030,year_group_8,23143.7170941081,23570.9570486919,22871.7179409945
TLH2,2031,year_group_8,22622.8509676082,23063.2045430707,22332.5662024904
TLH2,2032,year_group_8,22354.1057165324,22806.4288836865,22045.9290922458
TLH2,2023,year_group_9,23992.8540893228,24053.5393228921,23868.0236659382
TLH2,2024,year_group_9,24648.3923650583,24734.3814263015,24508.8645351156
TLH2,2025,year_group_9,24486.7587962276,24567.3645648637,24279.5770364895
TLH2,2026,year_group_9,24136.2378968983,24233.000203512,23921.1882262387
TLH2,2027,year_group_9,23971.9313777572,24096.8252104852,23757.8490170149
TLH2,2028,year_group_9,23884.627634967,24037.8044704347,23666.6005930673
TLH2,2029,year_group_9,24273.7243064546,24483.2862912043,24048.1624202759
TLH2,2030,year_group_9,23823.8138165898,24088.1375027024,23594.528723561
TLH2,2031,year_group_9,23211.2957122226,23598.7513222167,22868.6615033647
TLH2,2032,year_group_9,22688.9086799448,23087.1135687098,22328.25921824
TLH3,2023,year_group_10,21186.8451277037,21250.2792750163,21109.7885183582
TLH3,2024,year_group_10,21751.7248220408,21783.5555124008,21599.967802251
TLH3,2025,year_group_10,22080.3471360465,22079.002203844,21864.760213306
TLH3,2026,year_group_10,22239.8774193048,22239.4701256283,22011.992493883
TLH3,2027,year_group_10,22134.8026690475,22156.8447479156,21910.0897788987
TLH3,2028,year_group_10,22056.7791756561,22088.7149056318,21831.1080770792
TLH3,2029,year_group_10,22181.0632882769,22225.7347986905,21939.1586353352
TLH3,2030,year_group_10,22547.7000469549,22602.5497539371,22290.6639092604
TLH3,2031,year_group_10,22475.3587789365,22574.2444359108,22206.498491543
TLH3,2032,year_group_10,22472.160006369,22670.1183955524,22133.2844578307
TLH3,2023,year_group_11,20959.2411510739,21072.9018855558,20922.4173843851
TLH3,2024,year_group_11,20981.8652552446,21095.0013673541,20895.3575965436
TLH3,2025,year_group_11,21541.2798146359,21624.6908604827,21387.2019824471
TLH3,2026,year_group_11,21866.7227520234,21926.3001126523,21646.0567795645
TLH3,2027,year_group_11,22024.709601282,22075.8746348601,21794.3816072899
TLH3,2028,year_group_11,21920.6514350784,21985.2770444485,21688.3416412439
TLH3,2029,year_group_11,21843.3828084749,21917.894688245,21608.5237402565
TLH3,2030,year_group_11,21966.4644890488,22053.8886585803,21722.4514844894
TLH3,2031,year_group_11,22329.5540864774,22416.3963207903,22074.581175216
TLH3,2032,year_group_11,22257.9127104818,22386.0680730415,21995.6825987399
TLH3,2023,year_group_2,21878.5795806921,21936.025883486,21833.4654330116
TLH3,2024,year_group_2,21875.4657438512,22104.0931851171,21691.8057238264
TLH3,2025,year_group_2,21277.7567469576,21522.174910671,21079.0355668498
TLH3,2026,year_group_2,20960.9427146004,21227.2063043333,20745.4494548326
TLH3,2027,year_group_2,20149.8800487385,20422.9020332504,19916.5735477611
TLH3,2028,year_group_2,21174.5438666888,21483.996425122,20905.198371881
TLH3,2029,year_group_2,20907.0470725752,21552.3206620408,20382.5996034644
TLH3,2030,year_group_2,20841.9403573001,21534.182894107,20269.0640580265
TLH3,2031,year_group_2,20777.0363910963,21535.0504794043,20156.4850435972
TLH3,2032,year_group_2,20712.3345425818,21541.4700432586,20051.2026634453
TLH3,2023,year_group_3,22023.1066098376,22070.3199899245,21976.0697205905
TLH3,2024,year_group_3,21952.4484294227,22049.8132556255,21885.1226006562
TLH3,2025,year_group_3,21949.3240793059,22188.502028046,21765.0529316645
TLH3,2026,year_group_3,21349.5970320488,21601.4199097162,21151.398733466
TLH3,2027,year_group_3,21031.7133375708,21304.3792188888,20814.0574100542
TLH3,2028,year_group_3,20217.9122733977,20500.8509496086,19984.7866812548
TLH3,2029,year_group_3,21246.0356731865,21560.2054594662,20974.9154268987
TLH3,2030,year_group_3,20977.6357271956,21646.8132846886,20457.1920391991
TLH3,2031,year_group_3,20912.3091915211,21637.550078188,20343.7352155452
TLH3,2032,year_group_3,20847.1860894614,21633.6267202698,20224.395309308
TLH3,2023,year_group_4,21781.042732251,21816.6932165365,21743.8811187788
TLH3,2024,year_group_4,22141.0674436091,22207.9936167908,22076.7681723208
TLH3,2025,year_group_4,22070.0308016982,22212.3533077773,21990.8949073946
TLH3,2026,year_group_4,22066.8897168423,22319.8302710287,21875.0268888541
TLH3,2027,year_group_4,21463.9503933253,21734.023614437,21257.8347425979
TLH3,2028,year_group_4,21144.36404053,21429.4988890425,20921.7187345245
TLH3,2029,year_group_4,20326.2040703336,20613.3275422364,20086.2575797592
TLH3,2030,year_group_4,21359.8343359614,21682.4522722236,21083.2234343228
TLH3,2031,year_group_4,21089.9967780126,21750.5251143495,20562.2804939896
TLH3,2032,year_group_4,21024.3203383599,21743.8424539806,20452.8109796616
TLH3,2023,year_group_5,21724.1531355912,21768.0200846329,21678.8267843999
TLH3,2024,year_group_5,21846.5629885164,21905.7861803055,21785.3137728274
TLH3,2025,year_group_5,22207.670701806,22297.7431774443,22131.2004903471
TLH3,2026,year_group_5,22136.4203722843,22295.9711745924,22047.6019488695
TLH3,2027,year_group_5,22133.2698386298,22389.9567082542,21936.9981320186
TLH3,2028,year_group_5,21528.5167939116,21796.3515844861,21315.3182700932
TLH3,2029,year_group_5,21207.9690831138,21488.9601622975,20978.7243403999
TLH3,2030,year_group_5,20387.3479795561,20681.1451427544,20150.739105742
TLH3,2031,year_group_5,21424.0875416817,21756.2408933841,21156.7618761866
TLH3,2032,year_group_5,21153.4382766826,21821.538152667,20634.7914478721
TLH3,2023,year_group_6,21888.0963739102,21931.3022840437,21858.992812412
TLH3,2024,year_group_6,21810.9425014175,21881.5844648201,21762.5050870304
TLH3,2025,year_group_6,21933.8413894475,22019.2299974447,21870.1384670766
TLH3,2026,year_group_6,22296.3917508918,22407.6969677008,22217.4871913338
TLH3,2027,year_group_6,22224.8567717971,22404.9340735046,22136.5254870155
TLH3,2028,year_group_6,22221.6936515614,22508.1088864152,22030.2890607462
TLH3,2029,year_group_6,21614.524580179,21907.2039827216,21407.8257285381
TLH3,2030,year_group_6,21292.6962610019,21587.5460137245,21068.9441310501
TLH3,2031,year_group_6,20468.7967242313,20771.0706223408,20233.6306960483
TLH3,2032,year_group_6,21509.6781264813,21849.2989534994,21243.5422141301
TLH3,2023,year_group_7,22183.123175774,22211.7970510639,22145.4560582877
TLH3,2024,year_group_7,22078.3165671909,22130.6923358346,22035.3696975012
TLH3,2025,year_group_7,22000.4921830061,22076.0851127503,21940.4183741701
TLH3,2026,year_group_7,22124.4591333214,22219.7898380936,22046.8074414326
TLH3,2027,year_group_7,22490.1602667035,22605.3473994851,22401.3567475219
TLH3,2028,year_group_7,22418.003607344,22600.376560637,22317.3742621003
TLH3,2029,year_group_7,22414.8129977674,22693.8147671323,22215.2581420223
TLH3,2030,year_group_7,21802.3672766418,22085.9865128657,21593.3723129213
TLH3,2031,year_group_7,21477.7420835826,21774.6426084756,21252.2024168094
TLH3,2032,year_group_7,20646.682384208,20954.1247294399,20409.9493418931
TLH3,2023,year_group_8,22084.6869028548,22092.4505136056,21972.0461745804
TLH3,2024,year_group_8,22244.2485408841,22260.3280451655,22115.3054028017
TLH3,2025,year_group_8,22139.1531387815,22175.7551893292,22012.2027236023
TLH3,2026,year_group_8,22061.1143103157,22109.6011441762,21923.6077067518
TLH3,2027,year_group_8,22185.4228502729,22254.7043681486,22036.0603796899
TLH3,2028,year_group_8,22552.1316693232,22630.0836651131,22390.6248811232
TLH3,2029,year_group_8,22479.7761830395,22615.5804084386,22311.8605179331
TLH3,2030,year_group_8,22476.5767817714,22719.0119687593,22220.9005110765
TLH3,2031,year_group_8,21862.4434728333,22113.4233622182,21589.5567303676
TLH3,2032,year_group_8,21536.9237784322,21794.4268080212,21245.210712699
TLH3,2023,year_group_9,21784.7370015164,21787.2270493409,21680.3385513099
TLH3,2024,year_group_9,22113.8580593642,22096.9449308836,21933.963072094
TLH3,2025,year_group_9,22273.6304587022,22260.7831576628,22080.7379933109
TLH3,2026,year_group_9,22168.3962384929,22170.6087516083,21978.1096854112
TLH3,2027,year_group_9,22090.2543303281,22113.6387196299,21887.2417493586
TLH3,2028,year_group_9,22214.7270665852,22249.8922805,22002.8081811717
TLH3,2029,year_group_9,22581.9202629056,22634.375653122,22356.5991367239
TLH3,2030,year_group_9,22509.4692039193,22601.3921080266,22272.8378592666
TLH3,2031,year_group_9,22506.2655766355,22702.3070654338,22187.2055010792
TLH3,2032,year_group_9,21891.3210730921,22096.3294987543,21565.2887263328
TLI3,2023,year_group_10,7900.20795228413,7934.88847151903,7878.98897799646
TLI3,2024,year_group_10,7885.41039047943,7938.54816468206,7845.2767517633
TLI3,2025,year_group_10,7786.81239561233,7837.5568059303,7705.09413940626
TLI3,2026,year_group_10,7529.63089180669,7701.76987979541,7327.44703147556
TLI3,2027,year_group_10,7169.62699025343,7354.43370912014,6984.78879305397
TLI3,2028,year_group_10,6938.02066216182,7147.54944801272,6776.6757148753
TLI3,2029,year_group_10,6866.44716602903,7081.27989618639,6709.52951666744
TLI3,2030,year_group_10,6814.90062243132,7036.38462414286,6647.82481567943
TLI3,2031,year_group_10,6642.66729625092,6847.76889539118,6476.45522061136
TLI3,2032,year_group_10,6384.41298562296,6582.87891416193,6210.84768578619
TLI3,2023,year_group_11,8011.52202839126,8087.42345466399,7990.52493631778
TLI3,2024,year_group_11,7826.47335706642,7902.39488652861,7802.2746525398
TLI3,2025,year_group_11,7811.81390456675,7897.40468778117,7774.66463960018
TLI3,2026,year_group_11,7714.13614917748,7794.01829429169,7635.56248122299
TLI3,2027,year_group_11,7459.3549839699,7650.81206997096,7258.5806703568
TLI3,2028,year_group_11,7102.71108788968,7298.02178255472,6925.77632835666
TLI3,2029,year_group_11,6873.26639895427,7088.47935053627,6715.73814039057
TLI3,2030,year_group_11,6802.36091596715,7029.43818073127,6646.04859507596
TLI3,2031,year_group_11,6751.29546901272,6977.54658111196,6595.87395359615
TLI3,2032,year_group_11,6580.66963907363,6792.76913271987,6419.82547812704
TLI3,2023,year_group_2,7159.3694455894,7181.56614052803,7092.67644800925
TLI3,2024,year_group_2,6881.02673501212,6939.39601093953,6791.51717467966
TLI3,2025,year_group_2,6804.66414830744,6866.68589898615,6709.149851137
TLI3,2026,year_group_2,6292.48961674153,6356.45016877489,6198.87928440903
TLI3,2027,year_group_2,6063.50388324739,6130.30169840953,5969.3820925325
TLI3,2028,year_group_2,5871.00946464645,5942.99540585606,5772.54338327635
TLI3,2029,year_group_2,5827.43079585644,5995.0767827067,5661.4724560205
TLI3,2030,year_group_2,5652.5311170737,5832.74573553573,5475.58009604851
TLI3,2031,year_group_2,5482.88073231262,5672.90689162646,5292.74025274237
TLI3,2032,year_group_2,5318.32209361244,5515.19882263273,5118.1995589646
TLI3,2023,year_group_3,7150.91193412818,7186.56265071931,7096.21993819518
TLI3,2024,year_group_3,6970.18657716786,7014.79999796201,6894.44763637835
TLI3,2025,year_group_3,6699.19893784252,6771.05942703239,6603.54550012239
TLI3,2026,year_group_3,6624.85419548888,6699.93228329062,6523.36611061335
TLI3,2027,year_group_3,6126.21362773787,6201.0649588612,6025.28029762493
TLI3,2028,year_group_3,5903.2787312929,5980.15375961792,5799.31059338939
TLI3,2029,year_group_3,5715.87088442748,5794.55738873374,5607.77130441521
TLI3,2030,year_group_3,5673.44376084356,5844.67937008566,5499.64299220136
TLI3,2031,year_group_3,5503.16572132243,5682.23257340803,5323.31366786321
TLI3,2032,year_group_3,5337.99826577206,5525.0873457095,5151.06797485275
TLI3,2023,year_group_4,7041.60076269849,7069.26229434537,7009.92868954187
TLI3,2024,year_group_4,6988.73933786909,7040.25852774867,6931.46897801672
TLI3,2025,year_group_4,6812.11257709035,6867.17284715237,6731.19388079517
TLI3,2026,year_group_4,6547.27055519511,6624.41395522366,6449.63230284204
TLI3,2027,year_group_4,6474.61184673433,6556.00926992553,6373.79783408436
TLI3,2028,year_group_4,5987.2797437242,6067.67980053648,5888.9137245752
TLI3,2029,year_group_4,5769.40069627951,5851.71488948648,5668.43769988479
TLI3,2030,year_group_4,5586.24299504103,5670.49632689815,5482.13870598225
TLI3,2031,year_group_4,5544.77805877627,5716.57172015967,5375.13631949465
TLI3,2032,year_group_4,5378.36168501322,5561.09396987529,5201.36597373451
TLI3,2023,year_group_5,6938.38162226929,6994.55437045478,6882.73191092359
TLI3,2024,year_group_5,6866.80440242651,6936.94664790867,6813.06707611299
TLI3,2025,year_group_5,6815.25517704867,6902.09088302686,6747.93833416636
TLI3,2026,year_group_5,6643.01289019159,6733.07160127629,6564.72269717989
TLI3,2027,year_group_5,6384.74514352644,6481.72017488714,6289.40033085267
TLI3,2028,year_group_5,6313.89007009255,6415.10558667265,6214.75363613395
TLI3,2029,year_group_5,5838.65519905006,5936.10107648155,5743.85547256949
TLI3,2030,year_group_5,5626.18464688312,5724.02863420387,5530.03893238997
TLI3,2031,year_group_5,5447.57353960973,5545.75184892951,5350.97653317085
TLI3,2032,year_group_5,5407.13790338373,5590.16713167424,5244.70512043332
TLI3,2023,year_group_6,7025.24581804532,7076.79201795351,6981.34840538167
TLI3,2024,year_group_6,6798.30355311713,6889.05534077979,6743.21532983708
TLI3,2025,year_group_6,6728.17139630154,6832.07216231175,6667.96389569323
TLI3,2026,year_group_6,6677.66289141882,6792.5403398605,6610.88706462376
TLI3,2027,year_group_6,6508.89798131655,6619.95478205365,6432.03870385087
TLI3,2028,year_group_6,6255.84436803965,6375.18338228479,6163.54821140587
TLI3,2029,year_group_6,6186.41977831458,6307.85781363823,6094.10932044759
TLI3,2030,year_group_6,5720.77936124617,5837.00836942802,5630.56832163009
TLI3,2031,year_group_6,5512.59834896324,5629.39326311124,5421.29171564454
TLI3,2032,year_group_6,5337.59319771794,5452.71802405903,5242.44698297026
TLI3,2023,year_group_7,7484.36460796496,7653.83860833076,7290.79416155478
TLI3,2024,year_group_7,7126.52496107783,7309.31059427758,6954.16037538581
TLI3,2025,year_group_7,6896.3109931082,7101.72207960553,6748.33492714149
TLI3,2026,year_group_7,6825.16777918154,7035.6146090678,6683.82936971233
TLI3,2027,year_group_7,6773.93112069069,6990.73214833334,6630.69939487409
TLI3,2028,year_group_7,6602.73321878831,6807.94338943587,6449.5732580679
TLI3,2029,year_group_7,6346.03146938098,6546.28165049664,6191.01410820084
TLI3,2030,year_group_7,6275.60602315425,6475.12601098036,6120.04313647206
TLI3,2031,year_group_7,5803.25272177923,5988.5094922769,5656.28269954795
TLI3,2032,year_group_7,5592.07047721693,5769.87648202963,5448.60417025256
TLI3,2023,year_group_8,7762.70722901296,7781.08501293344,7693.70572088916
TLI3,2024,year_group_8,7506.32186651399,7660.24807896654,7284.96295205945
TLI3,2025,year_group_8,7147.43240737728,7313.88830857973,6949.14995446484
TLI3,2026,year_group_8,6916.54304905976,7104.13232472829,6746.15063516656
TLI3,2027,year_group_8,6845.19111869236,7034.27446202067,6677.32679313194
TLI3,2028,year_group_8,6793.8041446281,6990.98552529522,6623.99838967833
TLI3,2029,year_group_8,6622.10399079224,6807.37212457635,6447.6062368556
TLI3,2030,year_group_8,6364.6491424945,6545.21688820115,6188.47276033492
TLI3,2031,year_group_8,6294.01708557839,6473.40715945873,6119.5927880276
TLI3,2032,year_group_8,5820.27801746057,5985.65941829978,5654.34001815867
TLI3,2023,year_group_9,7856.25714643611,7890.25875717254,7814.89360856499
TLI3,2024,year_group_9,7758.0236793823,7795.2251767452,7677.97908697777
TLI3,2025,year_group_9,7501.79300435697,7667.1111910376,7286.68255399645
TLI3,2026,year_group_9,7143.12007748719,7317.99028391124,6954.94220429204
TLI3,2027,year_group_9,6912.3700238912,7109.86735626182,6743.08639549407
TLI3,2028,year_group_9,6841.06114297771,7045.60493778661,6681.59243684698
TLI3,2029,year_group_9,6789.70517271616,6994.2103493448,6621.50182254295
TLI3,2030,year_group_9,6618.10861240359,6811.16004948691,6451.66619014298
TLI3,2031,year_group_9,6360.80909684275,6550.40836271558,6191.62852786899
TLI3,2032,year_group_9,6290.21965505231,6477.97063217025,6117.74932230014
TLI4,2023,year_group_10,22306.3846647393,22385.4990912955,22224.4670090703
TLI4,2024,year_group_10,22309.4070021526,22420.2719634663,22154.6350278754
TLI4,2025,year_group_10,22404.3668463028,22534.4297317482,22195.8947662779
TLI4,2026,year_group_10,22099.8824687283,22188.0342378395,21744.7528393239
TLI4,2027,year_group_10,21446.7390093303,21496.7657560247,21029.8297350378
TLI4,2028,year_group_10,20969.6666030278,20946.2910196922,20451.8507328284
TLI4,2029,year_group_10,20681.9286870625,20640.9846528111,20097.526417576
TLI4,2030,year_group_10,20493.3000878705,20482.3339150668,19892.8138663809
TLI4,2031,year_group_10,20291.5030462732,20233.0214275079,19599.6785145773
TLI4,2032,year_group_10,19548.7357646152,19619.2950106855,18734.0099461796
TLI4,2023,year_group_11,22797.9761149337,22954.6284889188,22586.669623059
TLI4,2024,year_group_11,22305.3829026383,22456.8822258559,22082.3636037039
TLI4,2025,year_group_11,22308.4051043207,22469.4888795271,22032.4522568601
TLI4,2026,year_group_11,22403.3606838995,22582.0317596753,22103.8797694927
TLI4,2027,year_group_11,22098.8899804776,22222.339593086,21668.0635190334
TLI4,2028,year_group_11,21445.775853236,21529.5867722158,20968.0910815286
TLI4,2029,year_group_11,20968.7248718782,20980.3906896745,20372.3474766276
TLI4,2030,year_group_11,20680.9998779952,20670.9867883992,20031.3837638513
TLI4,2031,year_group_11,20492.3797499644,20517.3472015762,19834.7892284663
TLI4,2032,year_group_11,20290.5917709128,20271.3575956893,19542.7011695182
TLI4,2023,year_group_2,23620.1003788232,23668.642021429,23401.6945327068
TLI4,2024,year_group_2,22755.490314657,23025.4867581187,22268.3715634068
TLI4,2025,year_group_2,21617.6477931641,21922.9871078958,21117.3557635187
TLI4,2026,year_group_2,20778.2720288953,21112.6541059646,20260.4727249924
TLI4,2027,year_group_2,19505.2017341347,19854.3285244473,18983.1311055054
TLI4,2028,year_group_2,19433.3040836561,19824.0825217379,18874.0862948138
TLI4,2029,year_group_2,18859.640486632,19692.4836625058,18083.4646770672
TLI4,2030,year_group_2,18320.2515415852,19199.9841411386,17513.5126647579
TLI4,2031,year_group_2,17796.2892126631,18721.9207285137,16961.6531986401
TLI4,2032,year_group_2,17287.312296005,18268.4459636649,16426.38921476
TLI4,2023,year_group_3,23433.3103605186,23551.4703396245,23325.4295723229
TLI4,2024,year_group_3,23202.5631072549,23306.0128223721,22955.9022960233
TLI4,2025,year_group_3,22353.2369293285,22665.9690683969,21870.4801991158
TLI4,2026,year_group_3,21235.5082792536,21562.1304712299,20743.9362955029
TLI4,2027,year_group_3,20410.970329423,20760.6077359168,19903.4741343697
TLI4,2028,year_group_3,19160.4043546637,19526.8108247035,18650.4078617309
TLI4,2029,year_group_3,19089.7776534331,19495.2165830711,18544.2774387797
TLI4,2030,year_group_3,18526.2548233515,19362.8629658486,17775.7074921092
TLI4,2031,year_group_3,17996.4007653211,18878.5346911249,17226.151329167
TLI4,2032,year_group_3,17481.7006240153,18411.1157294568,16685.2772199812
TLI4,2023,year_group_4,23324.4972740635,23377.0325330493,23153.3149180725
TLI4,2024,year_group_4,23111.7672470802,23232.8284641543,22906.1299020134
TLI4,2025,year_group_4,22884.1862212547,22983.8002917417,22551.7737887149
TLI4,2026,year_group_4,22046.5141792303,22322.7731498065,21494.4514162991
TLI4,2027,year_group_4,20944.1225833144,21239.6295905914,20391.788357185
TLI4,2028,year_group_4,20130.8986345983,20447.8313210021,19569.5182283635
TLI4,2029,year_group_4,18897.4924580451,19225.7425977165,18340.2656791512
TLI4,2030,year_group_4,18827.8348699725,19186.5109077706,18232.1612957389
TLI4,2031,year_group_4,18272.0444892328,19057.9060916667,17481.2727936195
TLI4,2032,year_group_4,17749.4608902569,18579.8990618246,16932.1006282696
