year,itl22cd,mean_projection,upper_pi,lower_pi
2029,TLI3,5237.92421858479,5634.7347847689,4828.98851041076
2030,TLI3,4710.60806469094,5103.77049747855,4312.49702637575
2031,TLI3,4414.48526511316,4814.81789998667,4013.16290482624
2032,TLI3,4156.91495821099,4571.26652912636,3749.29111184908
2023,TLI5,25886.5977382391,26391.096116088,25211.7760328003
2024,TLI5,25434.2222217369,26208.3553333747,24556.8610203388
2025,TLI5,24486.7131540033,25508.9778010988,23300.4456002165
2026,TLI5,23566.1337730573,24986.0747385325,22186.6544351866
2027,TLI5,22731.0662099926,24511.8442692339,21151.9971937713
2028,TLI5,20835.2990736198,22651.0966214001,19236.8880140451
2029,TLI5,19369.8255702823,21219.9336877932,17716.1549019905
2030,TLI5,18294.771928303,20200.4845258772,16601.3150074459
2031,TLI5,16591.1346747593,18491.6334129164,14918.149104223
2032,TLI5,16172.1320076381,18164.8972402491,14405.2938230032
2023,TLI7,24657.974506066,25302.3041277426,24063.9473504851
2024,TLI7,24098.8619408906,24980.5923622569,23251.7697635957
2025,TLI7,23205.3556072558,24291.5686865512,22241.3148178101
2026,TLI7,22148.9677059986,23549.560285952,20982.31971142
2027,TLI7,21046.6390812751,22827.9002187838,19653.3627391046
2028,TLI7,19195.4630127307,20983.0632022758,17762.0500540651
2029,TLI7,17818.1262456535,19640.2413181307,16334.3979695538
2030,TLI7,16924.5905269395,18864.4854760269,15375.0341802964
2031,TLI7,15515.8129911441,17456.4395011501,13996.2174722711
2032,TLI7,14872.5905505137,16858.1087408785,13321.2506599304
2023,TLI6,15345.4178809224,15923.5768793374,14881.527376066
2024,TLI6,15080.973197566,15864.8344285684,14488.2491940716
2025,TLI6,14570.551832726,15444.1669519968,13836.2929575714
2026,TLI6,14090.2875745276,15215.6455815232,13157.3352602814
2027,TLI6,13524.9589701515,14899.9652198903,12421.2098506621
2028,TLI6,12328.3323120134,13810.4585938327,11237.4233040061
2029,TLI6,11399.3822525351,12847.3258478584,10243.7215967237
2030,TLI6,10945.8126501712,12426.0267671382,9732.12834015753
2031,TLI6,9911.58359774107,11340.2431226322,8693.55700972841
2032,TLI6,9534.74080701258,10996.8827316106,8262.00652886427
2023,TLI4,23450.3524392807,23936.1849436221,22906.0513162173
2024,TLI4,22524.7780874665,23209.8274752316,21827.1766536325
2025,TLI4,21407.8888371494,22261.85488726,20520.9077726748
2026,TLI4,20109.2558245323,21106.3604515771,19147.2845335347
2027,TLI4,18818.127011904,20107.0326918306,17732.4292435993
2028,TLI4,17587.2495219345,18961.5111217616,16420.7253034235
2029,TLI4,16154.791957223,17570.066982627,14985.7767056411
2030,TLI4,15013.5559114604,16469.2253120522,13822.5078174872
2031,TLI4,13627.1736296162,15054.4919975861,12453.2597688009
2032,TLI4,13127.5352958924,14599.0257118496,11926.8530180082
